id,id_grupo,categoria,tipo_producto,titulo,pais,ano,titulo_libro,autores,tipologia
00156,003,Capítulos de libro publicados,Capítulo de libro,Liderazgo Educativo en la Cuarta Revolución Industrial,Italia,2020,Armonización pedagógica. Perspectivas e investigaciones sobre el futuro de la educación,"SANDRA MILENA MALAVERA PINEDA, PAULA ANDREA MALAVERA PINEDA, JUAN SANTIAGO CALLE PIEDRAHITA",1
00157,003,Capítulos de libro publicados,Capítulo de libro,Valor agregado del proceso formativo en los graduados de la Universidad Católica Luis Amigó,Colombia,2019,Tendencias en la investigación universitaria: una visión desde Latinoamerica,"MONICA ELIANA ARISTIZABAL VELASQUEZ, UBEIMAR AURELIO OSORIO ATEHORTUA, YAMARU DEL VALLE CHIRINOS ARAQUE",1
00158,003,Capítulos de libro publicados,Capítulo de libro,El liderazgo docente en el desarrollo de la Cuarta Revolución Industrial,Colombia,2019,Revoluciónen la formación y la capacitación para el siglo XXI volumen 2- edición 2,"SANDRA MILENA MALAVERA PINEDA, MONICA BETANCUR MARTINEZ, PAULA ANDREA MALAVERA PINEDA",1
00159,003,Capítulos de libro publicados,Capítulo de libro,EMPRENDIMIENTO EN COLOMBIA SURGIDO DEL DESPLAZAMIENTO EMPRESARIAL EN VENEZUELA. CASO: FACOLAC,España,2019,Emprendimiento e innovación: Oportunidades para todos,"UBEIMAR AURELIO OSORIO ATEHORTUA, GUILLERMO ALBERTO PEREIRA ALVAREZ, MONICA ELIANA ARISTIZABAL VELASQUEZ",1
00160,003,Capítulos de libro publicados,Capítulo de libro,Percepciones de los docentes sobre la inclusión educativa,Venezuela,2019,Gestión del conocimiento. Perspectiva Multidisciplinaria,"JUAN SANTIAGO CALLE PIEDRAHITA, GLORIA MARIA ISAZA ZAPATA, BYRON ENRIQUE PORTILLA ROSERO, ANA ISABEL ISAZA ZAPATA",1
00161,003,Capítulos de libro publicados,Capítulo de libro,ASSESSING THE ONE-FOR-ONE BUSINESS MODEL: AN EMPIRICAL MARKET RESEARCH FOR SUSTAINABLE ENTREPRENEURSHIP,España,2019,Emprendimiento e innovación: Oportunidades para todos,UBEIMAR AURELIO OSORIO ATEHORTUA,1
00162,003,Capítulos de libro publicados,Capítulo de libro,La cultura financiera en estudiantes de pregrado: riesgos y oportunidades en el manejo del dinero,Colombia,2018,Generación de conocimiento para la competitividad empresarial,"LUIS FERNANDO QUINTERO ARANGO, DANY ESTEBAN GALLEGO QUICENO, JORGE IVAN JIMENEZ SUAREZ, CAMILO ANDRES ECHEVERRI GUTIERREZ, LAURA ESTEFANY BUSTAMANTE PENAGOS",1
00163,003,Capítulos de libro publicados,Capítulo de libro,Matices de la planificación del desarrollo sostenible desde la complejidad,Venezuela,2018,Tendencias en la Investigación Universitaria: Una visión desde latinoaméricana,"YAMARU DEL VALLE CHIRINOS ARAQUE, NATALIYA BARBERA ALVARADO, LYNETH HAYMARA CAMEJO LOPEZ",1
00164,003,Capítulos de libro publicados,Capítulo de libro,Responsabilidad ética herramienta para mejorar la competitividad del sector servicios petroleros D,Venezuela,2018,Tendencias en la Investigación Universitaria. Una visión desde Latinoamérica.,"YAMARU DEL VALLE CHIRINOS ARAQUE, DORKYS COROMOTO ROJAS NIEVES",1
00165,003,Capítulos de libro publicados,Otro capítulo de libro publicado,Gomas naturais e suas aplicações na indústria alimentícia,Brasil,2018,Perspectivas para Agropecuária Sustentável,SEBASTIAN ARIAS GIRALDO,1
00166,003,Capítulos de libro publicados,Otro capítulo de libro publicado,Técnicas pós-colheita para manutenção da qualidade de frutas e hortaliças,Brasil,2018,Perspectivas para Agropecuária Sustentável,SEBASTIAN ARIAS GIRALDO,1
00167,003,Capítulos de libro publicados,Otro capítulo de libro publicado,Técnicas sustentáveis para armazenamento de grãos,Brasil,2018,Perspectivas para Agropecuária Sustentável,SEBASTIAN ARIAS GIRALDO,1
00168,003,Capítulos de libro publicados,Capítulo de libro,Concepciones sobre inteligencia financiera: un análisis en el contexto universitario de Medellín,Colombia,2018,Generación de conocimiento para la competitividad empresarial,"LUIS FERNANDO QUINTERO ARANGO, JORGE IVAN JIMENEZ SUAREZ, DANY ESTEBAN GALLEGO QUICENO, CAMILO ANDRES ECHEVERRI GUTIERREZ, LAURA ESTEFANY BUSTAMANTE PENAGOS",1
00169,003,Capítulos de libro publicados,Otro capítulo de libro publicado,Diseño y métodos de investigación,Colombia,2018,Situaciones y retos de la investigación en Latinoamérica. Universidad Católica Luis Amigó.,JUAN SANTIAGO CALLE PIEDRAHITA,1
00170,003,Capítulos de libro publicados,Capítulo de libro,Factores estratégicos de las empresas multilatinas de la ciudad de Medellín y su expansión en los mercados internacional,Colombia,2018,Generación de conocimiento para la competitividad empresarial,LUIS FERNANDO QUINTERO ARANGO,1
00171,003,Capítulos de libro publicados,Capítulo de libro,La educación ambiental en el proyecto educativo integral comunitaria: una reflexión desde la participación en comunidades escolares,Venezuela,2018,Tendencias en la investigación universitaria. Una visión desde Latinoamérica,"YAMARU DEL VALLE CHIRINOS ARAQUE, VICTOR HUGO MERINO CORDOBA, CARMEN YSABEL MARTINEZ DE MERINO",1
00172,003,Capítulos de libro publicados,Otro capítulo de libro publicado,Orientación al mercado: herramienta para la generación de ventaja competitiva e innovación en comercializadoras de químicos,Colombia,2017,Memorias Encuentro Nacional de Investigación,JUAN SANTIAGO CALLE PIEDRAHITA,1
00173,003,Capítulos de libro publicados,Otro capítulo de libro publicado,Tendencia prospectiva de estudios superiores de administración de empresas en Antioquia,Colombia,2017,Congreso Reflexiones sobre Administración,"JUAN SANTIAGO CALLE PIEDRAHITA, GLORIA MARIA ISAZA ZAPATA",1
00174,003,Capítulos de libro publicados,Otro capítulo de libro publicado,Enseñanza y aprendizaje en el contexto de educación superior.,Colombia,2016,Simposio de investigación ustamed libro de resúmenes,"JUAN SANTIAGO CALLE PIEDRAHITA, GLORIA MARIA ISAZA ZAPATA",1
00175,003,Capítulos de libro publicados,Otro capítulo de libro publicado,Percepciones de las dificultades en la innovación de emprendedores en Colombia.,Colombia,2016,resúmenes del Simposio de Investigación Ustamed 2016,"JUAN SANTIAGO CALLE PIEDRAHITA, GLORIA MARIA ISAZA ZAPATA",1
00176,003,Capítulos de libro publicados,Otro capítulo de libro publicado,Inteligencia emocional de los docentes de ciencias en la aplicación del método científico.,España,2015,Educación Científica Y Ciudadana En El Siglo Xxi,"JUAN SANTIAGO CALLE PIEDRAHITA, GLORIA MARIA ISAZA ZAPATA",1
00177,003,Capítulos de libro publicados,Otro capítulo de libro publicado,El control emocional del maestro: Base de una relación corresponsable de la sociedad.,Colombia,2015,SIMPOSIO DE INVESTIGACIÓN USTAMED 2015,"JUAN SANTIAGO CALLE PIEDRAHITA, GLORIA MARIA ISAZA ZAPATA",1
00178,003,Capítulos de libro publicados,Capítulo de libro,Nutresa Una estrategia de crecimiento empresarial,Colombia,2015,Casos De Crecimiento Empresarial,LUIS FERNANDO QUINTERO ARANGO,1
00179,003,Capítulos de libro publicados,Otro capítulo de libro publicado,Acercamiento a las características de la inteligencia intrapersonal de maestros,Colombia,2015,XVIII ENCUENTRO NACIONAL DE INVESTIGACIÓN,"JUAN SANTIAGO CALLE PIEDRAHITA, GLORIA MARIA ISAZA ZAPATA",1
00180,003,Capítulos de libro publicados,Otro capítulo de libro publicado,Aprender a investigar desde la infancia en con-texto del maestro investigador,Colombia,2015,Xiv Jornadas Y Ii Congreso Internacional Del Maestro Investigador: Investigar En Educación Y Educar En Investigación,"JUAN SANTIAGO CALLE PIEDRAHITA, GLORIA MARIA ISAZA ZAPATA",1
00181,003,Capítulos de libro publicados,Otro capítulo de libro publicado,ACERCAMIENTOS A LA INVESTIGACIÓN EN ESTRATEGIA ORGANIZACIONAL EN COLOMBIA,Colombia,2014,Investigacion En Administracion Y Redes Globales De Conocimiento,JUAN CARLOS MORALES GAVIRIA,1
00182,003,Capítulos de libro publicados,Capítulo de libro,CARACTERÍSTICAS DE LA INTELIGENCIA EMOCIONAL DEL MAESTRO QUE INFLUYEN EN EL USO DE LAS TIC EN LA INFANCIA,Argentina,2014,Reorganización De Las Trayectorias Escolares: Ciudad De Buenos Aires (Argentina): Programas De Aceleración,JUAN SANTIAGO CALLE PIEDRAHITA,1
00183,003,Capítulos de libro publicados,Otro capítulo de libro publicado,Construcción de un instrumento de medición de la madurez de la gestión de conocimiento,Colombia,2014,La Investigación,CARLOS MARIO DURANGO YEPES,1
00184,003,Capítulos de libro publicados,Otro capítulo de libro publicado,Prospectiva del Perfil de los Docentes para Enseñar Desde la Autonomía.,Colombia,2014,Prospectiva de la educación como eje de desarrollo económico,"JUAN SANTIAGO CALLE PIEDRAHITA, GLORIA MARIA ISAZA ZAPATA",1
00185,003,Capítulos de libro publicados,Otro capítulo de libro publicado,Madurez de la Gestión del Conocimiento en la dimensión tecnológica en grandes empresas de Medellín-Colombia,España,2014,Xlix Asamblea Anual De Cladea 2014. ¿Liderando Un Nuevo Mundo Global,CARLOS MARIO DURANGO YEPES,1
00186,003,Capítulos de libro publicados,Capítulo de libro,"La Gestión del Talento Humano, enfocada desde las teorías de sistemas, una propuesta para la competitividad de las personas y las organizaciones",Colombia,2014,Xlix Asamblea Anual De Cladea 2014. ¿Liderando Un Nuevo Mundo Global,MARIO LEON RESTREPO MUNERA,1
00187,003,Capítulos de libro publicados,Otro capítulo de libro publicado,Reflexiones sobre la motivación de estudiantes de básica primaria hacia la investigación en dos instituciones educativas (IE) del Valle De Aburrá,Colombia,2013,Congreso de Investigación y Pedagogía III Nacional II Internacional.,"JUAN SANTIAGO CALLE PIEDRAHITA, GLORIA MARIA ISAZA ZAPATA",1
00188,003,Capítulos de libro publicados,Otro capítulo de libro publicado,La comunicación de la responsabilidad social empresarial en la estrategia de la empresa: reflexiones y presentación de un ejercicio de análisis,Colombia,2013,Discusiones Contemporáneas De La Gestión,ALEXANDER MARIN LOPEZ,1
00189,003,Capítulos de libro publicados,Otro capítulo de libro publicado,Experiencia investigativa sobre el emprendimiento y sus dinámicas en la educación superior,Colombia,2013,Discusiones Contemporáneas De La Gestión,MARTHA DEL SOCORRO ALZATE CARDENAS,1
00190,003,Capítulos de libro publicados,Otro capítulo de libro publicado,Características de la investigación escolar promovida por los directivos docentes.,Colombia,2013,Robert Ashley,JUAN SANTIAGO CALLE PIEDRAHITA,1
00191,003,Capítulos de libro publicados,Otro capítulo de libro publicado,ANÁLISIS EXPLORATORIO DE LA MADUREZ DE LA GESTIÓN DEL CONOCIMIENTO EN GRANDES EMPRESAS DE LA CIUDAD DE MANIZALES,Colombia,2013,Memorias Del Encuentro Internacional De Investigadores En Administración 2013,CARLOS MARIO DURANGO YEPES,1
00192,003,Capítulos de libro publicados,Otro capítulo de libro publicado,Revisión de las Metodologías de Gestión Tecnológica y sus aplicaciones: 1995-2011,Colombia,2012,Iii Congreso Internacional De Gestión Tecnológica E Innovación. ¿Gestión De La Tecnología Y La Innovación Para La Competitividad En Los Mercados Abiertos¿,CARLOS MARIO DURANGO YEPES,1
00193,003,Capítulos de libro publicados,Otro capítulo de libro publicado,Aportes para la discusión de un concepto de innovación social,Colombia,2012,Los Retos De La Innovación Para La Universidad Colombiana,CARLOS ANDRES ARISTIZABAL BOTERO,1
00194,003,Capítulos de libro publicados,Capítulo de libro,"Facilitadores para creación de conocimiento organizacional desde la perspectiva de la dimensión humana""",Colombia,2012,Organización Y Conocimiento,CARLOS ANDRES ARISTIZABAL BOTERO,1
00195,003,Capítulos de libro publicados,Otro capítulo de libro publicado,Gestión del acoplamiento entre personas y sistemas organizacionales para su co-evolución,Colombia,2011,Organización Y Conocimiento,"MARIO LEON RESTREPO MUNERA, JULIANA MARIA ORTEGA FIGUEROA",1
00196,003,Capítulos de libro publicados,Otro capítulo de libro publicado,Perspectivas de conocimiento y modelos de Gestión del Conocimiento en el ambito académico y empresarial,Colombia,2011,Organización Y Conocimiento,CARLOS MARIO DURANGO YEPES,1
00197,003,Capítulos de libro publicados,Otro capítulo de libro publicado,Evaluación de procesos y Tecnologías de Gestión del Conocimiento en Grandes empresas de Medellín,Colombia,2011,Organización Y Conocimiento,CARLOS MARIO DURANGO YEPES,1
00198,003,Capítulos de libro publicados,Otro capítulo de libro publicado,Diagnóstico de la Gestión del conocimiento en la Universidad Pontificia Bolivariana,Colombia,2011,Organización Y Conocimiento,CARLOS MARIO DURANGO YEPES,1
00199,003,Capítulos de libro publicados,Otro capítulo de libro publicado,Facilitadores para creación de conocimiento organizacional desde la perspectiva de la dimensión humana,Colombia,2011,Organización Y Conocimiento,CARLOS ANDRES ARISTIZABAL BOTERO,1
00200,003,Capítulos de libro publicados,Otro capítulo de libro publicado,Evaluación de Procesos y Tecnologías de Gestión del Conocimiento en Grandes Empresas de Medellín,Colombia,2011,Organización Y Conocimiento,"CARLOS MARIO DURANGO YEPES, JOSE ENRIQUE ARIAS PEREZ",1
00201,003,Capítulos de libro publicados,Otro capítulo de libro publicado,Perspectivas de Conocimiento y Principales Modelos de Gestión del Conocimiento Implementados en el Contexto Empresarial y Académico,Colombia,2011,Organización Y Conocimiento,JOSE ENRIQUE ARIAS PEREZ,1
00202,003,Capítulos de libro publicados,Otro capítulo de libro publicado,Análisis comparativo de los modelos de madurez de la Gestión del Conocimiento en Grandes empresas de Medellín,Colombia,2011,Xiv Congreso Latino-Iberoaméricano De Gestión Tecnológica - Altec 2011. Innovación Para El Crecimiento Sostenible En El Marco Del Bicentenario,CARLOS MARIO DURANGO YEPES,1
00203,003,Capítulos de libro publicados,Otro capítulo de libro publicado,DISEÑO DEL SISTEMA DE INFORMACIÓN DE INDICADORES SOCIALES DE CIENCIA Y TECNOLOGÍA PARA LA FUNLAM,Colombia,2011,Memorias Del Vi Congreso Internacional De La Red De Investigación Y Docencia En Innovación Tecnológica Ridit,ALEXANDER MARIN LOPEZ,1
00204,003,Capítulos de libro publicados,Otro capítulo de libro publicado,Auditoria de conocimiento y aspectos organizacionales para la Gestión del Conocimiento,Colombia,2009,Xiii Seminario Latino-Iberoamericano De Gestión Tecnológica ¿ Altec 2009: Innovación Y Creatividad Para El Desarrollo Sostenible,CARLOS MARIO DURANGO YEPES,1
00205,003,Capítulos de libro publicados,Otro capítulo de libro publicado,Marketing Social en la Actualidad,Colombia,2008,Responsabilidad Social,MARIO LEON RESTREPO MUNERA,1
00206,003,Capítulos de libro publicados,Otro capítulo de libro publicado,"Prospectiva del marketing social en empresas de servicios. El marketing social, más allá de las acciones de responsabilidad social empresarial",Colombia,2008,Responsabilidad Social,CARLOS ANDRES ARISTIZABAL BOTERO,1
00207,003,Capítulos de libro publicados,Otro capítulo de libro publicado,El Mercadeo Social en la Actualidad,Colombia,2007,Cuadernillos de Administración,"JOSE ENRIQUE ARIAS PEREZ, CARLOS ANDRES ARISTIZABAL BOTERO, MARIO LEON RESTREPO MUNERA",1
00208,003,Capítulos de libro publicados,Otro capítulo de libro publicado,El Mercadeo Social en la Actualidad,Colombia,2007,Cuadernillos De Administración,"CARLOS ANDRES ARISTIZABAL BOTERO, MARIO LEON RESTREPO MUNERA, JOSE ENRIQUE ARIAS PEREZ",1
00209,004,Capítulos de libro publicados,Otro capítulo de libro publicado,Intrainnovación social en organizaciones de economía solidaria,Colombia,2025,Memorias del 1er Encuentro Iberoamericano de Economía Solidaria e Innovación Socioecoólogica,"OSWALDO SALGADO CANAVERAL, HERNANDO EMILIO ZABALA SALAZAR",1
00210,004,Capítulos de libro publicados,Capítulo de libro,Globalización y desigualdad: el papel de las políticas económicas,Colombia,2025,Estudios en el marco de los ODS: una mirada desde las ciencias administrativas,"ALBEIRO AGUIRRE RIOS, JUAN JOSE ESPINAL PIEDRAHITA, RUBY STELLA CABRERA JARAMILLO",1
00211,004,Capítulos de libro publicados,Capítulo de libro,Globalización y desigualdad: El papel de las políticas económicas,Colombia,2025,Estudios sobre Ciencias Administrativas en el marco de los Objetivos de Desarrollo Sostenible,"ALBEIRO AGUIRRE RIOS, JUAN JOSE ESPINAL PIEDRAHITA, RUBY STELLA CABRERA JARAMILLO",1
00212,004,Capítulos de libro publicados,Capítulo de libro,Hacia una mayor justicia fiscal en Colombia: evaluación de la progresividad del impuesto sobre la renta de asalariados tras la reforma tributaria del año 2022,Colombia,2025,Estudios en el marco de los ODS: una mirada desde las ciencias administrativas,"RUBY STELLA CABRERA JARAMILLO, ALBEIRO AGUIRRE RIOS, JUAN JOSE ESPINAL PIEDRAHITA, ANDRES FELIPE AGUDELO AGUDELO",1
00213,004,Capítulos de libro publicados,Capítulo de libro,Hacia una mayor justicia fiscal en Colombia: evaluación de la progresividad del impuesto sobre la renta de asalariados tras la reforma tributaria del año 2022,Colombia,2025,Estudios en el marco de los ODS: una mirada desde las ciencias administrativas,"RUBY STELLA CABRERA JARAMILLO, ALBEIRO AGUIRRE RIOS, JUAN JOSE ESPINAL PIEDRAHITA, ANDRES FELIPE AGUDELO AGUDELO",1
00214,004,Capítulos de libro publicados,Capítulo de libro,"Perspectivas del teletrabajo: un análisis en red de sus efectos sociales, económicos y ambientales utilizando la analogía del árbol.",Colombia,2025,Estudios en el marco de los ODS: una mirada desde las ciencias administrativas,"PEDRO LUIS DUQUE HURTADO, JOSE DAVID GIRALDO CASTELLANOS, PAOLA MARCELA ALZATE MONTOYA",1
00215,004,Capítulos de libro publicados,Capítulo de libro,Administración del talento y recursos humanos: análisis bibliométrico de la literatura,Colombia,2024,Gestion de las organizaciones una nueva opción,"MARIA ISABEL GUERRERO MOLINA, DAVID RESTREPO ARIZA, NATALIA MAYA ORTIZ",1
00216,004,Capítulos de libro publicados,Capítulo de libro,Circuitos y redes de cooperación en la planeación del desarrollo de Medellín,Colombia,2024,Gestion de las organizaciones una nueva opción,"ELIAS ALEXANDER VALLEJO MONTOYA, HERNANDO EMILIO ZABALA SALAZAR",1
00217,004,Capítulos de libro publicados,Capítulo de libro,Circuitos y redes de cooperación en la planeación del desarrollo de Medellín.,Colombia,2024,Gestion de las organizaciones una nueva opción,"HERNANDO EMILIO ZABALA SALAZAR, ELIAS ALEXANDER VALLEJO MONTOYA",1
00218,004,Capítulos de libro publicados,Capítulo de libro,Gestión de los emprendedores agrícolas del oriente antioqueño al legalizar su actividad empresarial,Colombia,2024,Gestion de las organizaciones una nueva opción,"LAURA ELENA ZAPATA JIMENEZ, JUAN SANTIAGO CALLE PIEDRAHITA, SANDRA MILENA MALAVERA PINEDA",1
00219,004,Capítulos de libro publicados,Capítulo de libro,Tendencias de la disciplina administrativa en la educación superior desde la teoría de grafos,Colombia,2024,Gestion de las organizaciones una nueva opción,LAURA ELENA ZAPATA JIMENEZ,1
00220,004,Capítulos de libro publicados,Otro capítulo de libro publicado,Política pública para el cooperativismo en América Latina: aproximaciones onceptuales,México,2023,El derecho cooperativo para el desarrollo de México,HERNANDO EMILIO ZABALA SALAZAR,1
00221,004,Capítulos de libro publicados,Otro capítulo de libro publicado,"Tecnología, democracia y gobierno cooperativo",Costa Rica,2023,III Congreso Latinoamericano de Derecho Cooperativo,HERNANDO EMILIO ZABALA SALAZAR,1
00222,004,Capítulos de libro publicados,Capítulo de libro,El emprendimiento sostenible en los estudiantes de la Universidad Católica Luis Amigó,España,2023,Persona,"LAURA ELENA ZAPATA JIMENEZ, JUAN SANTIAGO CALLE PIEDRAHITA, SANDRA MILENA MALAVERA PINEDA",1
00223,004,Capítulos de libro publicados,Capítulo de libro,Emprendimiento social - sostenible en la ciudad de Medellín,España,2023,Persona,LAURA ELENA ZAPATA JIMENEZ,1
00224,004,Capítulos de libro publicados,Capítulo de libro,La gestión del talento humano en la creación de las Mipymes,España,2023,Persona,"LAURA ELENA ZAPATA JIMENEZ, SANDRA MILENA MALAVERA PINEDA",1
00225,004,Capítulos de libro publicados,Capítulo de libro,IMPACTO DEL SISTEMA TRIBUTARIO COLOMBIANO: UN ANÁLISIS COMPARATIVO DEL RECAUDO Y LAS TRANSFERENCIAS A PARTIR DE LAS ALTERNATIVAS Y LECCIONES APRENDIDAS DE LAS REFORMAS TRIBUTARIAS 2000-2019,España,2023,Administración,JUAN JOSE ESPINAL PIEDRAHITA,1
00226,004,Capítulos de libro publicados,Capítulo de libro,Una visión innovadora del que hacer de las universidades con miras a ser empresas altamente rentables,Colombia,2022,la Nueva Era Vol. II Edición 1,"LAURA ELENA ZAPATA JIMENEZ, VICTORIA BLAQUISED RIVERA, SANDRA MILENA MALAVERA PINEDA",1
00227,004,Capítulos de libro publicados,Capítulo de libro,Formalización y normalización de la unidad de gestión del talento humano en las MiPymes,Colombia,2022,iencia transdisciplinar en la nueva era,"LAURA ELENA ZAPATA JIMENEZ, NICOLASA MARIA DURAN PALACIO, SANDRA MILENA MALAVERA PINEDA",1
00228,004,Capítulos de libro publicados,Otro capítulo de libro publicado,"La negociaciòn internacional: de la emoción y la esencia"" del libro de divulgación",Colombia,2022,Amor,"MARIA ISABEL GUERRERO MOLINA, LILIAN JOHANNA MARROQUIN NAVARRO",1
00229,004,Capítulos de libro publicados,Otro capítulo de libro publicado,Redefiniciones de política pública para el cooperativismo en América Latina,España,2022,Nuevas dinámicas mundiales en la era Post Covid. Desafíos para la economía pública,HERNANDO EMILIO ZABALA SALAZAR,1
00230,004,Capítulos de libro publicados,Capítulo de libro,CAMBIOS EN LA CULTURA SOLIDARIA DE UNA IES PRODUCTO DEL COVID 19,Venezuela,2021,Tendencias en la investigación universitaria.  Una visión desde Latinoamérica,"UBEIMAR AURELIO OSORIO ATEHORTUA, MONICA ELIANA ARISTIZABAL VELASQUEZ, SONIA RUTH QUINTERO ARRUBLA",1
00231,004,Capítulos de libro publicados,Otro capítulo de libro publicado,El autocontrol: Componente base del principio de autonomía e independencia de las cooperativas,Colombia,2021,Anuario CIRIEC Colombia 2020,HERNANDO EMILIO ZABALA SALAZAR,1
00232,004,Capítulos de libro publicados,Otro capítulo de libro publicado,"Cooperación en el aula, marco teórico, experiencias y bases para un proyecto pedagógico",Colombia,2021,Por un emprendimiento solidario desde la educación y la formación cooperativa,HERNANDO EMILIO ZABALA SALAZAR,1
00233,004,Capítulos de libro publicados,Capítulo de libro,"Circuito Económico Solidario (CES), Red Gran Sol en el municipio de Granada en Antioquia",Colombia,2021,Estudio de casos de gestión. Aportes para la comprensión del quehacer cooperativo en su dinámica empresarial,"OSWALDO ANTONIO SALGADO CANAVERAL, MARTHA DEL SOCORRO ALZATE CARDENAS, HERNANDO EMILIO ZABALA SALAZAR, JUAN FERNANDO ALVAREZ RODRIGUEZ",1
00234,004,Capítulos de libro publicados,Otro capítulo de libro publicado,Redes de inter-cooperación para la convivencia pacífica en Antioquia-Colombia,España,2021,Experiencias emergentes de la economía social en Iberoamérica,HERNANDO EMILIO ZABALA SALAZAR,1
00235,004,Capítulos de libro publicados,Capítulo de libro,Desafíos y oportunidades para la gestión del Talento Humano en Mipymes. Un estudio local,Italia,2020,tendencia interdisciplinares en administración,LAURA ELENA ZAPATA JIMENEZ,1
00236,004,Capítulos de libro publicados,Capítulo de libro,Desafíos y oportunidades para la gestión del Talento Humano en Mipymes. Un estudio local. Capítulo,Italia,2020,tendencia interdisciplinares en administración,"LAURA ELENA ZAPATA JIMENEZ, NICOLASA MARIA DURAN PALACIO",1
00237,004,Capítulos de libro publicados,Capítulo de libro,PROPUESTA DE UN SISTEMA DE INTELIGENCIA Y VIGILANCIA EMPRESARIAL COMO MECANISMO DE SUPERVIVENCIA EN LAS UNIVERSIDADES DEL SIGLO 21,Colombia,2020,Revolución en la formación y la capacitación para el siglo xxi,"LAURA ELENA ZAPATA JIMENEZ, VICTORIA BLAQUISED RIVERA, SANDRA MILENA MALAVERA PINEDA",1
00238,004,Capítulos de libro publicados,Capítulo de libro,Modelo de exportación para pymes del sector textil y confecciones en Antioquia. Estudio de caso de sociedad por acciones simplificadas,Colombia,2020,Casos de internacionalización: lecciones aprendidas y compartidas,"MARIA ISABEL GUERRERO MOLINA, LUIS FERNANDO QUIROS ARANGO, ALVARO CRUZ MENDEZ",1
00239,004,Capítulos de libro publicados,Capítulo de libro,Tendencias motivadoras en la gestión del talento humano: Universidad Católica Luis Amigó,Italia,2020,PEDAGOGÍA Y LITERACIDAD. PENSAMIENTO CRÍTICO ENTRE RETOS E INVESTIGACIONES,LAURA ELENA ZAPATA JIMENEZ,1
00240,004,Capítulos de libro publicados,Capítulo de libro,PROPUESTA DE UN SISTEMA DE INTELIGENCIA Y VIGILANCIA EMPRESARIAL COMO MECANISMO DE SUPERVIVENCIA EN LAS UNIVERSIDADES DEL SIGLO 21,Colombia,2020,Revolución en la formación y la capacitación para el siglo XXI. Segunda Edición,"VICTORIA BLAQUISED RIVERA, LAURA ELENA ZAPATA JIMENEZ, SANDRA MILENA MALAVERA PINEDA",1
00241,004,Capítulos de libro publicados,Capítulo de libro,"Desarrollo rural, acuerdos de paz en Colombia y potenciales de la economía solidaria",Colombia,2020,Incidencia de la economía social y solidaria a partir de prácticas de ética,HERNANDO EMILIO ZABALA SALAZAR,1
00242,004,Capítulos de libro publicados,Capítulo de libro,"Desarrollo rural, acuerdos de paz en Colombia y potenciales de la economía solidaria.",Colombia,2020,Incidencia de la economía social y solidaria a partir de prácticas de ética,"MARTHA DEL SOCORRO ALZATE CARDENAS, HERNANDO EMILIO ZABALA SALAZAR, OLGA LUCIA ARBOLEDA ALVAREZ",1
00243,004,Capítulos de libro publicados,Capítulo de libro,Marketing digital y comercio electrónico: un análisis bibliométrico,Colombia,2020,nuevos modelos de negocio,PEDRO LUIS DUQUE HURTADO,1
00244,004,Capítulos de libro publicados,Capítulo de libro,"Mercado de Productos Alimenticios FIT en la Ciudad de Pereira, Colombia",Colombia,2020,nuevos modelos de negocio,PEDRO LUIS DUQUE HURTADO,1
00245,004,Capítulos de libro publicados,Otro capítulo de libro publicado,Modelo de Exportación para pymes en Antioquia. Estudio de caso de Sociedad por Acciones Simplificada (S.A.S),Colombia,2019,Memorias de Investigación: Feria de Semilleros y Jornadas de investigación de UNIMINUTO,"MARIA ISABEL GUERRERO MOLINA, LUIS FERNANDO QUIROS ARANGO, ALVARO CRUZ MENDEZ",1
00246,004,Capítulos de libro publicados,Capítulo de libro,"La educación superior en Colombia y su relación con lo social, económico, laboral, ciencia, tecnología e investigación",Colombia,2019,Revolución en la formación y la capacitación para el siglo XXI. Segunda Edición,VICTORIA BLAQUISED RIVERA,1
00247,004,Capítulos de libro publicados,Capítulo de libro,Asociatividad y cadena de valor fortalecimiento sector turístico: municipios de Bahía Solano y Nuquí,Colombia,2019,XXII Encuentro Nacional de Investigación (Universidad Católica Luis Amigó),VICTORIA BLAQUISED RIVERA,1
00248,004,Capítulos de libro publicados,Otro capítulo de libro publicado,Asociatividad y cadena de valor fortalecimiento sector turístico: municipios Bahía Solano y Nuquí,Colombia,2019,XXII Encuentro Nacional de Investigación (Universidad Católica Luis Amigó),VICTORIA BLAQUISED RIVERA,1
00249,004,Capítulos de libro publicados,Capítulo de libro,Elementos Teóricos conceptuales asociados a la innovación en la generación agro-biotecnológica en Colombia,Venezuela,2019,Gestión el Conocimiento. Perspectivas Multidisciplinarias,ELIAS ALEXANDER VALLEJO MONTOYA,1
00250,004,Capítulos de libro publicados,Capítulo de libro,Elementos teóricos conceptuales asociados a la innovacion en la gerencia agro- biotecnológica en Colombia,Venezuela,2019,Gestión el Conocimiento. Perspectivas Multidisciplinarias,ELIAS ALEXANDER VALLEJO MONTOYA,1
00251,004,Capítulos de libro publicados,Otro capítulo de libro publicado,Propósitos y sentidos de la educación cooperativa,Colombia,2018,Apuntes para el fomento de la asociatividad y el logro de los objetivos de desarrollo sostenible,"HERNANDO EMILIO ZABALA SALAZAR, ALBERTO JOSE GARCIA MULLER, ANA MILENA SILVA VALENCIA, JAVIER SILVA DIAZ",1
