id,categoria,tipo_producto,titulo,anio,tipologia,id_grupo,cuartil_scimago,categoria_publindex,ano_fuente_cuartil,ano_fuente_publindex
00001,Trabajos dirigidos/turorías,Trabajos dirigidos/Tutorías de otro tipo,Desarrollo de Sistema de Gestión de Información (SGI) para el análisis de créditos,2024,4,001,,,,
00002,Trabajos dirigidos/turorías,Trabajos dirigidos/Tutorías de otro tipo,Sistema para medir el indicador de rellamado en el contact center,2024,4,001,,,,
00003,Trabajos dirigidos/turorías,Trabajos dirigidos/Tutorías de otro tipo,Sistema de Información Para La Gestión de Cartera Desmontada de la Empresa Emas by Veolia.,2024,4,001,,,,
00004,Trabajos dirigidos/turorías,Trabajos dirigidos/Tutorías de otro tipo,Estrategia de Implementación de una Bodega de Datos para Aguas de Manizales,2024,4,001,,,,
00005,Trabajos dirigidos/turorías,Trabajos dirigidos/Tutorías de otro tipo,Modelo de Aprendizaje para la toma de decisiones basadas en datos en la Oficina de Mercadeo y Comunicaciones de la Universidad Católica Luis Amigó sede Manizales.,2024,4,001,,,,
00006,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Transformación digital en la industria del tratamiento del agua: El rol fundamental del análisis de datos,2024,4,001,,,,
00007,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,"Análisis mediante revisión documental de la problemática del abastecimiento de agua potable en Guadalajara, México",2023,4,001,,,,
00008,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,ANÁLISIS DEL DESEMPEÑO DE MEZCLAS ASFÁLTICAS SEMI DENSAS EN CALIENTE CON INCORPORACIÓN DE RAP PARA LA REHABILITACIÓN Y CONSTRUCCIÓN DE VÍAS.,2023,4,001,,,,
00009,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Desarrollo de una aplicación móvil de recomendación de productos para el cuidado de la piel utilizando inteligencia artificial.,2024,4,001,,,,
00010,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Desarrollo web para la localización y reconocimiento de mascotas en situación de calle en el Área Metropolitana del Valle de Aburrá,2024,4,001,,,,
00011,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Desarrollo de un aplicativo móvil para la gestión de reservas y analítica de clientes en locales de comida de la Universidad Católica Luis Amigó,2024,4,001,,,,
00012,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Diseño e implementación de cerradura inteligente utilizando la placa de desarrollo Arduino Uno,2023,4,001,,,,
00013,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Desarrollo de sistemas de recomendación de comidas en restaurantes impulsados por tecnologías de procesamiento de lenguaje natural PLN,2023,4,001,,,,
00014,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Desarrollo de un Sistema de Votación Electrónica con Uso de Blockchain y Reconocimiento Facial.,2023,4,001,,,,
00015,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,"Ley de delitos informáticos colombiana, el convenio de Budapest y otras legislaciones: Estudio comparativo",2024,4,001,,,,
00016,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Implementación de un sistema de generación automática de pruebas basado en Inteligencia Artificial para procesos de selección de personal en el sector TI,2023,4,001,,,,
00017,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Desarrollo de una aplicación móvil de autoservicio para restaurantes con sistema de tags y recomendaciones personalizadas.,2023,4,001,,,,
00018,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Implementación de un Chatbot de autogestión de información para la unidad de negocio B2B de Tigo: B2Bot.,2023,4,001,,,,
00019,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Modelo basado en inteligencia artificial para la planificación financiera de los hogares de la región del Valle de Aburrá,2023,4,001,,,,
00020,Trabajos dirigidos/turorías,Trabajo de grado de maestría o especialidad clínica,Determinación del rango de ph para la aplicación de la molécula hexythiazox en fumigaciones agrícolas para el control del ácaro Tetranychus urticae,2024,4,001,,,,
00021,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Detección del Alzheimer por medio de imágenes de resonancia magnética utilizando Machine Learning,2023,4,001,,,,
00022,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Construcción de un sistema de reconocimiento facial para la Universidad Católica Luis Amigó,2023,4,001,,,,
00023,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Minería de datos aplicado en la actualidad,2023,4,001,,,,
00024,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Propuesta basada en aplicación web para alertar sobre el riesgo de colapso en las viviendas debido a fallas estructurales mediante el uso de inteligencia artificial aplicando la norma NSR-10 en el valle de Aburrá.,2023,4,001,,,,
00025,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Aprendizaje de la Criptografía Aplicando Gamificación,2023,4,001,,,,
00026,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,"Herramienta para la predicción de la deserción de estudiantes universitarios, aplicando inteligencia artificial",2023,4,001,,,,
00027,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Asistencia sistematizada de Alquiler de vivienda según perfil de movilidad y situación socioeconómica. Caso de estudio Universidad Católica Luis Amigó Medellín,2023,4,001,,,,
00028,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,"Minería de datos enfocada en los desafíos, aportes y relación con la Industria del Software",2023,4,001,,,,
00029,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Sistema experto para el control y tratamiento de trastornos emocionales en estudiantes universitarios,2023,4,001,,,,
00030,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,CONCRETO CON AGREGADO GRUESO RECICLADO: REVISIÓN DE LITERATURA,2022,4,001,,,,
00031,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Desarrollo de software enfocado a la gestión de inventario de pequeñas y medianas empresas.,2023,4,001,,,,
00032,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Sistema de alerta para la detección de somnolencia en conductores de automóviles utilizando el monitoreo de variabilidad de la frecuencia cardiaca y saturación de oxígeno,2023,4,001,,,,
00033,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Desarrollo de software enfocado a la gestión de inventario de pequeñas y medianas empresas.,2023,4,001,,,,
00034,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Diseño e implementación de objeto de aprendizaje enfocado en emociones primarias y secundarias: Tristeza,2023,4,001,,,,
00035,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Diseño e implementación de objeto de aprendizaje enfocado en emociones primarias y secundarias: Miedo,2023,4,001,,,,
00036,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Diseño e implementación de objeto de aprendizaje enfocado en emociones primarias y secundarias: Ira,2023,4,001,,,,
00037,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Prototipo de Herramienta completaría con bases pedagógicas para la enseñanza de matemáticas básicas en estudiantes de segundo grado del sector público de Colombia. Proyecto TOKIO,2023,4,001,,,,
00038,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,"Diseño e implementación del prototipo de aplicación móvil,considerando los OAs: IRA, MIEDO y TRISTEZA",2022,4,001,,,,
00039,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,"Diseño e implementación del prototipo de bases de datos aplicación móvil,considerando los OAs: IRA, MIEDO y TRISTEZA",2024,4,001,,,,
00040,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Construcción de un sistema de reconocimiento facial para la Universidad Católica Luis Amigó,2023,4,001,,,,
00041,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,"Desarrollo e implementación de una aplicación web progresiva de carpooling en la Universidad Católica Luis Amigó, AmigoCar",2022,4,001,,,,
00042,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Minería de datos aplicado a la industria de software.,2022,4,001,,,,
00043,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Software Ganadero Cow,2022,4,001,,,,
00044,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Tendencias de la inserción al mundo laboral: Un análisis desde la visualización de datos,2022,4,001,,,,
00045,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Análisis bibliográfico del uso de poliestireno expandido en el incremento de la resistencia del concreto,2022,4,001,,,,
00046,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Optimización del diseño de una estructura metálica ubicada en el Comfama Barrio Pérez,2022,4,001,,,,
00047,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Análisis del funcionamiento ejecutivo en estudiantes universitarios con depresión,2023,4,001,,,,
00048,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Análisis de la memoria de trabajo en un grupo de estudiantes universitarios con ansiedad.,2023,4,001,,,,
00049,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Software Ganadero Cow,2022,4,001,,,,
00050,Trabajos dirigidos/turorías,Trabajo de grado de maestría o especialidad clínica,"Desarrollo e implementación de una aplicación web progresiva de carpooling en la Universidad Católica Luis Amigó, AmigoCar",2022,4,001,,,,
00051,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Sistema de alerta para la detección de somnolencia en conductores de automóviles utilizando el monitoreo de variabilidad de la frecuencia cardiaca y saturación de oxígeno,2022,4,001,,,,
00052,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Revisión literaria sobre el desempeño y funcionalidad de los disipadores sísmicos en Latinoamérica durante la última década.,2021,4,001,,,,
00053,Trabajos dirigidos/turorías,Trabajo de grado de maestría o especialidad clínica,Análisis de la variabilidad climática en el departamento de córdoba por medio de tendencias y estacionalidad de series de tiempo meteorológicas,2023,4,001,,,,
00054,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Diseño de un app para identificación y registro de usuarios,Febrero,4,001,,,,
00055,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Aplicacion movil con registro de usuarios,2021,4,001,,,,
00056,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Conexión bluetooth entre un APP y un dispositivo wearable,2021,4,001,,,,
00057,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,ANÁLISIS DEL IMPACTO GENERADO POR EL COVID-19 EN LA POBREZA DE AMÉRICA LATINA DESDE LA ÓPTICA DEL ALGORITMO DE REGRESIÓN SMOreg,2021,4,001,,,,
00058,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Análisis de sentimientos sobre el uso de OVA en la educación superior,2021,4,001,,,,
00059,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Análisis de sentimientos sobre el uso de OVA en la educación superior,2021,4,001,,,,
00060,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Análisis bibliográfico de metodología de adición de cal para la mejora de las propiedades geotécnicas de los suelos tropicales aplicado en la estructura vial.,2020,4,001,,,,
00061,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,"Estudio de vulnerabilidad de una vivienda ubicada en el barrio Buenos Aires, Medellín",2020,4,001,,,,
00062,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Análisis bibliográfico de la variación en las propiedades geotécnicas en suelos de Latinoamérica a causa del petróleo y sus derivados.,2020,4,001,,,,
00063,Trabajos dirigidos/turorías,Trabajo de grado de maestría o especialidad clínica,Diseño de un sistema de aprovechamiento energético de los gases de escape generados a partir de un proceso de lavado industrial en el taller de desarme de la empresa Relianz CAT,2022,4,001,,,,
00064,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Inteligencia artificial en relación con la medicina,2020,4,001,,,,
00065,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Aplicativo con Inteligencia Artificial de triaje y predicción de mortalidad de pacientes con Covid-19,2020,4,001,,,,
00066,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Software de reconocimiento biométrico de huellas dactilares para aerolíneas,2020,4,001,,,,
00067,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Seguridad informática en la Alcaldía de Nuquí - Chocó,2020,4,001,,,,
00068,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Videojuegos aplicados a la educación en niños de 2 a 4 años,2020,4,001,,,,
00069,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Desarrollo y Despliegue de un CRUD con el MEAN Stack,2020,4,001,,,,
00070,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Construcción de un software para historias clínicas de pacientes de unidades de cuidados intensivos,2020,4,001,,,,
00071,Trabajos dirigidos/turorías,Trabajo de grado de maestría o especialidad clínica,"Análisis del crecimiento y mortalidad del frailejón Espeletia pycnophylla, en los bordes de cuencas hidrográficas intervenidas por ganadería en el municipio de Cumbal, Nariño, Colombia",2022,4,001,,,,
00072,Trabajos dirigidos/turorías,Trabajo de grado de maestría o especialidad clínica,Diseño de un proceso de producción de alcohol carburante a partir de la fermentación en medio sólido y sumergido del mucílago de cacao empleando Saccharomyces cerevisiae,2022,4,001,,,,
00073,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,"Expansión y ajustes en la distribución de planta en la empresa de confección Maranata Uniformes S.A.S ubicada en Montelíbano, Córdoba",2020,4,001,,,,
00074,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Optimización del proceso de asignación de recursos en el sistema de atención a usuarios de la estación de servicio de combustibles Bomba la V,2020,4,001,,,,
00075,Trabajos dirigidos/turorías,Tesis de doctorado,Modelo de personalización de estrategias de aprendizaje basado en inteligencia artificial para estudiantes en riesgo de deserción universitaria por desempeño académico,2023,4,001,,,,
00076,Trabajos dirigidos/turorías,Tesis de doctorado,Estrategia didáctica basada en modelos mentales e influencia sobre la resolución de algoritmos de programación y el rendimiento académico en estudiantes de media técnica en Informática,2024,4,001,,,,
00077,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,"Desconexión moral, genero, y su relación con la agresión y el Bullying en adolescentes escolares en Manizales (Colombia)",2021,4,001,,,,
00078,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Marketing Digital para el posicionamiento de negocio con desarrollo web,2020,4,001,,,,
00079,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,"Estilos de crianza, desconexión moral y agresión en niños, niñas y adolescentes escolares de la ciudad de Manizales, caldas",2021,4,001,,,,
00080,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Un caso de aplicación aprendizaje virtual aplicado a las matemáticas básicas,2019,4,001,,,,
00081,Trabajos dirigidos/turorías,Tesis de doctorado,Análisis de la influencia del vuelo automatizado sobre las habilidades neurocognitivas y psicomotoras en pilotos comerciales de Aerolíneas,2023,4,001,,,,
00082,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Aprendizaje del control inhibitorio en niños de prescolar a través de la práctica del semáforo con un robot arduino teleoperado.,2020,4,001,,,,
00083,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,"Relación entre los mecanismos cognitivos de desconexión moral, con la agresión y el acoso escolar en adolescentes entre los 11 y 17 años en la ciudad de Manizales",2020,4,001,,,,
00084,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Relación entre las motivaciones prosociales y la empatía con el rendimiento laboral en empleados de la Gobernación de Caldas.,2020,4,001,,,,
00085,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,"Riesgo suicida Riesgo suicida en adolescentes del colegio San Juan Bautista de la Salle, Manizales.",2020,4,001,,,,
00086,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Cleck Soft,2019,4,001,,,,
00087,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,"Relación entre tendencias prosociales, valores y empatía en estudiantes de psicología de la universidad Católica Luis Amigó",2020,4,001,,,,
00088,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Desarrollo e Implementación de la Enseñanza de Triángulos Oblicuángulos a Partir de la Experimentación con Robot Lego Mindstorm Ev3,2018,4,001,,,,
00089,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Enmascaramiento Base de Datos TRADE Colombia,2018,4,001,,,,
00090,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Actualidad e importancia de la implementación de Big Data utilizando las herramientas Hadoop y Spark,2018,4,001,,,,
00091,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Un Sistema Experto para Clasificar Café,2019,4,001,,,,
00092,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Aprehension de la de la Potenciación bajo una estrategia lúdica y la experimentación con un robot lego Mindstorm Ev3,2018,4,001,,,,
00093,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Desarrollo e Implementación de la Enseñanza de Triángulos Oblicuángulos a Partir de la Experimentación con Robot Lego Mindstorm Ev3,2018,4,001,,,,
00094,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Implementación del proceso de certificación en CMMI NIVEL III,2017,4,001,,,,
00095,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Diseño de un Objeto Virtual de Aprendizaje para el Aprendizaje de la Lógica de Programación,2017,4,001,,,,
00096,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Universo saldos y desembolsos Functional Analyst,2017,4,001,,,,
00097,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Implementación de Solución para la Gestión Predial,2016,4,001,,,,
00098,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Plan de mejoramiento de los sistemas de información,2016,4,001,,,,
00099,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Seguridad informática como herramienta clave de la organización,2016,4,001,,,,
00100,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Implementación de Solución para la Gestión Predial,2016,4,001,,,,
00101,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Sistema Experto para el cultivo de especies forrajeras,2016,4,001,,,,
00102,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Gestión de un sistema integrado de información para apoyar el proceso de la planta de producción de fibras.,2016,4,001,,,,
00103,Trabajos dirigidos/turorías,Trabajo de grado de maestría o especialidad clínica,Sistema de inteligencia de negocios como apoyo a la gestión pública. Caso de estudio: secretaria TIC - Gobernación de Boyacá (Colombia),2017,4,001,,,,
00104,Trabajos dirigidos/turorías,Trabajo de grado de maestría o especialidad clínica,"CLÚSTERES METÁLICOS COMO ALMACENADORES DE HIDRÓGENO: TRANSFORMACIÓN ISOELECTRÓNICA DE LOS SISTEMAS AlnE4-nH7+n- (E=Be, Mg, Ca, Sr y Ba; n=1-4)",2017,4,001,,,,
00105,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Propuesta de buenas prácticas ITIL para la prestación de servicios de las tecnologías de la información,2013,4,001,,,,
00106,Trabajos dirigidos/turorías,Monografía de conclusión de curso de perfeccionamiento/especialización,Estrategia para una Mejor Práctica Basada en los Procesos de Gestión del Conocimiento en Empresas Prestadoras de Servicio de Outsourcing de T.I.,2012,4,001,,,,
00107,Trabajos dirigidos/turorías,Monografía de conclusión de curso de perfeccionamiento/especialización,Estrategia de Evaluación de Software Bibliográfico para Apoyar la Toma de Decisiones en los Procesos de Adquisición de Software,2012,4,001,,,,
00108,Trabajos dirigidos/turorías,Monografía de conclusión de curso de perfeccionamiento/especialización,Diseño de una Capa de Computacion en la Nube para la Gestion Academica del Colegio Marymount,2012,4,001,,,,
00109,Trabajos dirigidos/turorías,Trabajo de grado de maestría o especialidad clínica,Evaluación cualitativa a través de dispositivos móviles utilizando software libre,2013,4,001,,,,
00110,Trabajos dirigidos/turorías,Monografía de conclusión de curso de perfeccionamiento/especialización,Guía Metodológica para el Diseño de Planes de Continuidad y Contingencia de TI,2012,4,001,,,,
00111,Trabajos dirigidos/turorías,Monografía de conclusión de curso de perfeccionamiento/especialización,"Propuesta de Implementación apoyo a la Gestión del Conocimiento en el Área de Infraestructura de TI en Argos, Mediante el Aprovechamiento de la Herramienta Microsoft Lync Server 2010",2012,4,001,,,,
00112,Trabajos dirigidos/turorías,Monografía de conclusión de curso de perfeccionamiento/especialización,Propuesta un Prototipo de Integración de Servicios Tecnológicos entre Entidades Financieras,2012,4,001,,,,
00113,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,"APLICACIÓN DE INGENIERIA WEB BASADA EN PROGRAMACION A TRES CAPAS, INTEGRANDO PHP Y FLEX CON SOFTWARE LIBRE PARA LAS COMPRAS ELECTRONICAS DE AUTOPARTES DE SUBOCOL S.A",2011,4,001,,,,
00114,Trabajos dirigidos/turorías,Iniciación Científica,Evaluación de las web de entidades bancarias en Colombia,2009,4,001,,,,
00115,Trabajos dirigidos/turorías,Trabajos dirigidos/Tutorías de otro tipo,Implementación del Observatorio de Políticas Públicas del municipio de Medellín.,2009,4,001,,,,
00116,Trabajos dirigidos/turorías,Trabajos dirigidos/Tutorías de otro tipo,Diseño del modelo para la gestion de saldos de tenedores en Transgraneles,2009,4,001,,,,
00117,Trabajos dirigidos/turorías,Iniciación Científica,Diseño de metodología de gestión de la información para aplicar en la Fundación Universitaria Luis Amigó,2009,4,001,,,,
00118,Trabajos dirigidos/turorías,Trabajos dirigidos/Tutorías de otro tipo,Implementación de red de datos en la empresa Calizas y Minerales en el municipio de Maceo. Antioquía,2009,4,001,,,,
00119,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Evaluación de las Web de Entidades Bancarias en Colombia,2009,4,001,,,,
00120,Trabajos dirigidos/turorías,Trabajos dirigidos/Tutorías de otro tipo,Gestion del conocimiento biblioteca Empresas Publicas de Medellin,2009,4,001,,,,
00121,Trabajos dirigidos/turorías,Trabajos dirigidos/Tutorías de otro tipo,Sistema de control de flujos de información en Oduperly,2009,4,001,,,,
00122,Trabajos dirigidos/turorías,Trabajos dirigidos/Tutorías de otro tipo,SIGO: Integración de procesos tecnicos y comerciales en un aplicativo web en la empresa Alarmar.,2009,4,001,,,,
00123,Trabajos dirigidos/turorías,Trabajos dirigidos/Tutorías de otro tipo,Interconexión entre una planta telefonica y los nodos externos bajo tecnología VoIP,2009,4,001,,,,
00124,Trabajos dirigidos/turorías,Trabajos dirigidos/Tutorías de otro tipo,Sistema para el registro de los casos de soporte en Arroz Caribe.,2009,4,001,,,,
00125,Trabajos dirigidos/turorías,Trabajos dirigidos/Tutorías de otro tipo,Apoyo a la incorporación de procesos de gestion TI con base en las practicas ITIL en ISA,2009,4,001,,,,
00126,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,La viabilidad de la inteligencia artificial en los procesos de filiación,2025,4,002,,,,
00127,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Conflictos ético-jurídicos consagrados en el corpus iuris del derecho internacional de los derechos humanos y en el derecho constitucional colombiano en torno al uso de la inteligencia artificial generativa (IAG) y su relación con el principio de la privacidad diferencial (private preserving).,2026,4,002,,,,
00128,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Análisis del ciberbullying en la Universidad Católica Luis Amigó: evaluación de la legislación actual y estrategias de prevención,2025,4,002,,,,
00129,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,INTELIGENCIA ARTIFICIAL (IA). UNA ALTERNATIVA A LA CONGESTIÓN JUDICIAL EN LA ADMINISTRACIÓN DE JUSTICIA EN COLOMBIA. CELERIDAD Y EFICIENCIA (2019- 2024),2025,4,002,,,,
00130,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,"ESTÁNDARES QUE DEBEN CUMPLIR LOS MENSAJES DE WHATSAPP PARA SER CONSIDERADOS PRUEBA DIGITAL VÁLIDA, SEGÚN LA EVOLUCIÓN DE LA JURISPRUDENCIA EN EL PROCESO CIVIL, RELACIONADOS CON TECNOLOGÍA Y EVIDENCIA DIGITAL EN EL ÁREA CIVIL",2025,4,002,,,,
00131,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,La adopción de Inteligencia Artificial en la Administración de Justicia Colombiana: alcances y riesgos desde una perspectiva teórico-práctica y humana.,2025,4,002,,,,
00132,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Análisis del uso de las acciones de tutela en el sistema de salud de Manizales y su impacto social y administrativo en la década (2013 ¿ 2023),2026,4,002,,,,
00133,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,La Movilidad Como Derecho Desde Las Plataformas Tecnológicas Para El Sector Del Transporte Público Individual De Pasajeros.,2025,4,002,,,,
00134,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,LA TENENCIA DE MASCOTAS EN LOS CONTRATOS DE ARRENDAMIENTO DE VIVIENDA URBANA EN COLOMBIA Y SU RELACIÓN CON LOS PRINCIPIOS ORIENTADORES DE LA LEY 675 DE 2001 EN EL RÉGIMEN PROPIEDAD HORIZONTAL,2025,4,002,,,,
00135,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,DESAFÍOS DE LA INTELIGENCIA ARTIFICIAL EN LA VALORACIÓN DE PRUEBAS EN EL PROCESO CIVIL,2025,4,002,,,,
00136,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Límites jurisprudenciales aplicables a Colombia respecto de las facultades sancionatorias disciplinarias otorgadas a autoridades administrativas sobre funcionarios de elección popular,2025,4,002,,,,
00137,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,"Garantía de derechos en procesos médico laborales de segunda instancia del Tribunal Médico Laboral de Revisión Militar y de Policía, respecto de la acción de lesividad en Colombia",2025,4,002,,,,
00138,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,El Agua Como Derecho Fundamental en Colombia: Asentamiento el Guamo estudio de caso,2025,4,002,,,,
00139,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Implicaciones del reconocimiento del río Atrato como sujeto de derechos en Colombia a partir de la Sentencia T-622 de 2016,2025,4,002,,,,
00140,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,LA INSEGURIDAD JURÍDICA GENERADA POR LA APLICACIÓN DE LA LEY 1996 DE 2019 EN LAS NOTARÍAS FRENTE A LAS PERSONAS CON DISCAPACIDAD MENTAL SEVERA MAYORES DE EDAD EN COLOMBIA,2024,4,002,,,,
00141,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,"ANÁLISIS DEL IMPACTO SOCIAL Y JURÍDICO EN LOS NIÑOS, NIÑAS Y ADOLESCENTES POR EL INCUMPLIMIENTO DE LA OBLIGACIÓN ALIMENTARIA EN COLOMBIA",2024,4,002,,,,
00142,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,"AFECTACIÓN DE LOS DERECHOS (AMBIENTE SANO, ALIMENTACIÓN, EDUCACIÓN) DE LOS NIÑOS, NIÑAS Y ADOLESCENTES EN SITUACIÓN DE CALLE MEDELLÍN",2024,4,002,,,,
00143,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,RÉGIMEN DE PROTECCIÓN DE DATOS: UN DESAFÍO DESDE LA INTEROPERABILIDAD DE LA HISTORIA CLÍNICA Y LA ÉTICA DEONTOLÓGICA DEL PROFESIONAL EN SALUD,2024,4,002,,,,
00144,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,INTELIGENCIA ARTIFICIAL (IA). UNA ALTERNATIVA A LA CONGESTIÓN JUDICIAL EN LA ADMINISTRACIÓN DE JUSTICIA EN COLOMBIA. CELERIDAD Y EFICIENCIA (2019-2024),2025,4,002,,,,
00145,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,VENTAJAS Y DESVENTAJAS DE LA CONCILIACIÓN EXTRAPROCESAL EN COLOMBIA: COBERTURA Y AGILIDAD VS GARANTÍAS PROCESALES. (REVISIÓN BIBLIOGRÁFICA),2024,4,002,,,,
00146,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,DESINFORMACIÓN EN LÍNEA EN COLOMBIA: DESAFÍOS PARA LA DELIBERACIÓN PÚBLICA Y LA PROTECCIÓN LEGAL,2025,4,002,,,,
00147,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,"VULNERACIÓN A LOS DERECHOS PATRIMONIALES DE LOS AUTORES DE OBRAS MUSICALES EN EL USO COTIDIANO DE LA RED SOCIAL TIKTOK: EVOLUCIÓN HISTÓRICA, CAUSAS Y EFECTIVIDAD DE LOS MECANISMOS JURÍDICOS",2024,4,002,,,,
