id,categoria,tipo_producto,titulo,anio,tipologia,id_grupo,cuartil_scimago,categoria_publindex,ano_fuente_cuartil,ano_fuente_publindex
02209,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Aportes del concepto de metacognición a la psicoterapia cognitiva,2012,4,007,,,,
02210,Trabajos dirigidos/turorías,Trabajos dirigidos/Tutorías de otro tipo,Tutoría 04,2011,4,007,,,,
02211,Trabajos dirigidos/turorías,Trabajo de grado de maestría o especialidad clínica,Docente tutor. El caso permanencia con calidad Universidad de Medellín.,2013,4,007,,,,
02212,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Perspectivas teóricas en el estudio de familia,2010,4,007,,,,
02213,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,¿CÓMO LA ORGANIZACIÓN DE POBLACIÓN DESPLAZADA INFLUYE EN LAS CONDICIONES DE VIDA DE LAS FAMILIAS VINCULADAS?,2010,4,007,,,,
02214,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,ENERGÍA PREPAGO UNA IDEA QUE DEJA HUELLA EN LAS FAMILIAS,2010,4,007,,,,
02215,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,"Familia, elección sexual, red de apoyo y población LGTB",2010,4,007,,,,
02216,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,LA FAMILIA Y LA LUDOPATÍA,2010,4,007,,,,
02217,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,INVESTIGACIONES SOBRE EL USO DEL TIEMPO LIBRE EN LA FAMILIA,2010,4,007,,,,
02218,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,CARACTERÍSTICAS FAMILIARES AFECTIVAS DE NIÑOS DE 5 A 7 AÑOS CON COMPORTAMIENTOS AGRESIVOS,2010,4,007,,,,
02219,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,¿CÓMO LA ORGANIZACIÓN DE POBLACIÓN DESPLAZADA INFLUYE EN LAS CONDICIONES DE VIDA DE LAS FAMILIAS VINCULADAS?,2010,4,007,,,,
02220,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,COMUNICACIÓN FAMILIAR ENTRE LA CONSTRUCCIÓN Y LA INTERACCIÓN,2010,4,007,,,,
02221,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,CARACTERÍSTICAS FAMILIARES AFECTIVAS DE NIÑOS DE 5 A 7 AÑOS CON COMPORTAMIENTOS AGRESIVOS,2010,4,007,,,,
02222,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Comunicación familiar entre la construcción y la interacción,2010,4,007,,,,
02223,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Energía prepago. Una idea que deja huella en las familias,2010,4,007,,,,
02224,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,"Familia, elección sexual, red de apoyo y población LGTB",2010,4,007,,,,
02225,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Hallazgos del tiempo libre en las familias de la ciudad de Medellín,2010,4,007,,,,
02226,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,La familia y la ludopatia,2010,4,007,,,,
02227,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Límites en los sistemas familiares a propósito del Comportamiento agresivo En niños y niñas de 5 a 7 años de edad,2010,4,007,,,,
02228,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Perspectivas teóricas en el estudio de familia,2010,4,007,,,,
02229,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Relatos sobre comunicación parental en niños con inasistencia alimentaria. Una interpretación desde Paul Watzlawick,2010,4,007,,,,
02230,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Relaciones de cristal. Percepciones de los y las adolescentes sobre violencia intrafamiliar y otras formas de control en la familia,2010,4,007,,,,
02231,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,TIEMPO LIBRE EN LA ADOLESCENCIA: UNA MIRADA DESDE SUS RELATOS,2009,4,007,,,,
02232,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,EL PROGRESO Y EMPRENDIMIENTO DE LAS FAMILIAS DESPLAZADAS EN BUSCA DE SUPERVIVENCIA,2009,4,007,,,,
02233,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,¿Cambios de la dinámica interna familiar y uso del tiempo libre de algunas familias en condición de desplazamiento de la ciudad de Medellín¿,2009,4,007,,,,
02234,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Sentidos de desarrollo a partir de las dificultades para acceder a derechos que vivencian las familias en situación de desplazamiento y las redes de apoyo que utilizan,2009,4,007,,,,
02235,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,RELATOS FAMILIARES A TRAVÉS DEL DIBUJO DE LA FAMILIA CON NIÑOS Y NIÑAS EN EDAD ESCOLAR,2009,4,007,,,,
02236,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,TRASFORMACIONES EN ALGUNAS FAMILIAS EN SITUACIÓN DE DESPLAZAMIENTO EN SU DINÁMICA INTERNA: TIEMPO LIBRE,2009,4,007,,,,
02237,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,RECUPERACION DE LAS EXPERIENCIAS DE PROYECCION SOCIAL EN LA FUNDACIÓN UNIVERSITARIA LUIS AMIGÓ. 2000 ¿ 2008,2009,4,007,,,,
02238,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,PRIMER HIJO Y ADAPTABILIDAD EN LA PAREJA,2009,4,007,,,,
02239,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,LA PARTICIPACIÓN ELEMENTO DE TRANSFORMACIÓN Y RECONFIGURACIÓN EN LAS FAMILIAS DESPLAZADAS,2009,4,007,,,,
02240,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Familias y configuraciones de la sexualidad Femenina,2009,4,007,,,,
02241,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,FORMAS DE DESARROLLO DE LAS FAMILIAS DESPLAZADAS DESDE SU PARTICIPACION EN INSTITUCIONES SOCIALES,2009,4,007,,,,
02242,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,EXPERIENCIAS DE PROYECCIÓN SOCIAL DINÁMICAS INTERNAS,2009,4,007,,,,
02243,Trabajos dirigidos/turorías,Trabajos dirigidos/Tutorías de otro tipo,RESILIENCIA: Descubriendo las Propias Fortalezas,Marzo,4,007,,,,
02244,Trabajos dirigidos/turorías,Trabajos dirigidos/Tutorías de otro tipo,REFLEXIÓN ENTORNO A LA RESILIENCIA,Marzo,4,007,,,,
02245,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,"LA FAMILIA, LA ESCUELA Y EL MAESTRO COMO AGENTES DE SOCIALIZACIÓN",2009,4,007,,,,
02246,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,EL DESPLAZAMIENTO,2009,4,007,,,,
02247,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,LA IMPORTANCIA DEL AFECTO EN EL COMPORTAMIENTO DEL NIÑO,2009,4,007,,,,
02248,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,LA IMPORTANCIA DEL AFECTO EN EL COMPORTAMIENTO DEL NIÑO,2009,4,007,,,,
02249,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,"EL MAESTRO EN EL SEGUNDO AGENTE SOCIALIZADOR, LA ESCUELA",2009,4,007,,,,
02250,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,LA MANIFESTACIÓN DE AFECTO DE PADRES A HIJOS,2009,4,007,,,,
02251,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,"PERTINENCIA DE LAS ESTRATEGIAS EXPLICITAS E IMPLICITAS EN LA EDUCACION EN VALORES, EN LAS ESCUELAS DE MEDELLIN.",2009,4,007,,,,
02252,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,COMO SERIA UN BUEN ACOMPAÑAMIENTO POR PARTE DE LOS PADRES Y MAESTROS HACIA LOS NIÑOS EN EL PROCESO ESCOLAR,2009,4,007,,,,
02253,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,RESPONSABILIDAD DE EDUCAR POR PARTE DE LA FAMILIA Y LA ESCUELA,2009,4,007,,,,
02254,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,"EL AFECTO, LA FAMILIA Y LA ESCUELA",2009,4,007,,,,
02255,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,LA NORMA EN LA FAMILIAY LA ESCUELA ¿IMPOSICION O CASTIGO?,2009,4,007,,,,
02256,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,EL CUENTO COMO ESTRATEGIA PEDAGÓGICA PARA EL FOMENTO DE LA LECTOESCRITURA,2009,4,007,,,,
02257,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,"FAMILIA, INTENTO DE SUICIDIO Y ADOLESCENCIA. HACIA LA BÚSQUEDA DE LA PREVENCIÓN DEL SUICIDIO EN EL ADOLESCENTE",2008,4,007,,,,
02258,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,"Sentidos de pobreza en las familias de los jóvenes vinculados al programa ¿inclusión, prevención de la violencia y empleabilidad juvenil de Medellín",2008,4,007,,,,
02259,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Coaching en los procesos de formación familiar,2008,4,007,,,,
02260,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Características de la Familia Misionera Verbum Dei en Medellín,2008,4,007,,,,
02261,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,El rol de la mujer en las familias campesinas,2008,4,007,,,,
02262,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Familias en condición de desplazamiento y desarrollo humano,2007,4,007,,,,
02263,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,"FAMILIAS, PARTICIPACIÓN Y ADOLESCENTES EN CONFLICTO CON LA LEY PENAL",2007,4,007,,,,
02264,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,ALGUNOS SENTIDOS QUE TIENEN LOS ADOLESCENTES ACERCA DE FAMILIA Y SOLEDAD EN EL COLEGIO PABLO VI DEL BARRIO MANRIQUE ORIENTAL,2007,4,007,,,,
02265,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,LA INASISTENCIA ALIMENTARIA UNA PROBLEMÁTICA SOCIAL QUE VULNERA LOS DERECHOS DE LAS FAMILIAS,2007,4,007,,,,
02266,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Características del funcionamiento de las familias con miembros que presentan hiperactividad y déficit de atención,2007,4,007,,,,
02267,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Subsistemas y familias nutricias,2007,4,007,,,,
02268,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,La invisibilización de la pareja con la llegada del primer hijo,2007,4,007,,,,
02269,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Sentidos acerca de familia en familias que tienen la calle como forma de sobrevivencia,2007,4,007,,,,
02270,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Una mirada desde el desarrollo familiar a las características de los límites de las familias con los niños y niñas sexualmente vulnerados,2006,4,007,,,,
02271,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Desarrollo familiar un significado para la participación ciudadana,2006,4,007,,,,
02272,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Algunos sentidos para comprender el ser humano en el desarrollo familiar,2006,4,007,,,,
02273,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Familia y etnia Emberá en el Departamento de Antioquia,2006,4,007,,,,
02274,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Una mirada diferente a la vulneración de los derechos de niños y niñas,2006,4,007,,,,
02275,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Estado de la cuestión de algunos de los trabajos de grado de la facultad de desarrollo familiar de la Fundación Universitaria Luis Amigó comprendidos entre los años 1998 y 2003,2006,4,007,,,,
02276,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Ejercicio de estudio documental de las tendencias temáticas y metodológicas de trabajos de grado de la Facultad de Desarrollo Familiar FUNLAM 1998-2002,2006,4,007,,,,
02277,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Acerca de la indeterminación de las familias en el desarrollo familiar,2006,4,007,,,,
02278,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Ciclo vital de la pareja etapas de estabilización y enfrentamiento con la vejez y muerte,2006,4,007,,,,
02279,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,La afectividad en la dinámica interna des las familias extensas del sector de Niquitao de la ciudad de Medellín,2006,4,007,,,,
02280,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Ejercicio de la autoridad en las familias atendidas por la comunidad convivencial San José,2006,4,007,,,,
02281,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Significados acerca de la función paterna en las familias extensas,2006,4,007,,,,
02282,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Significados que tienen las parejas homosexuales del ejercicio de su rol materno y paterno en familias homoparentales,2006,4,007,,,,
02283,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,El tiempo libre en familia,2006,4,007,,,,
02284,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Características del subsistema parental de las familias con un hijo o hija con síndrome de down,2006,4,007,,,,
02285,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Aportes al Desarrollo Familiar sobre características de los cambios en el ciclo vital de pareja de familias nucleares heterosexuales,2005,4,007,,,,
02286,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,El desarrollo familiar y el estrés en las mujeres que pertenecen a familias nucleares,2005,4,007,,,,
02287,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Familia y educación: una aproximación desde el desarrollo familiar,2005,4,007,,,,
02288,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Significados de las familias de origen acerca de la elección homosexual de uno de sus miembros,2005,4,007,,,,
02289,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,"Interdisciplinariedad, Desarrollo Familiar y Ciencias Sociales",2005,4,007,,,,
02290,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,El enfoque de capacidades del desarrollo humano en la familia,2005,4,007,,,,
02291,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Huellas invisibles,2005,4,007,,,,
02292,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,La violencia conyugal mirada desde la disciplina de Desarrollo Familiar,2005,4,007,,,,
02293,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Adolescentes gestantes y familia,2005,4,007,,,,
02294,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,"Libertad, agencia y bienestar para propiciar el Desarrollo Familiar. Una mirada desde Amartya Kumar Sen",2005,4,007,,,,
02295,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,"Aportes al Desarrollo Familiar, reflexiones a partir de las relaciones de género que establecen las familias con hijas e hijos escolares",2005,4,007,,,,
02296,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Aportes al Desarrollo Familiar a partir de algunas diferencias entre las familias en etapas de hijos escolares y el nido vacío,2005,4,007,,,,
02297,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Aproximaciones al rol del padre y su relación con la masculinidad y sus aportes al Desarrollo Familiar,2005,4,007,,,,
02298,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Significados relevantes en torno a la maternidad en adolescentes gestantes y su relación con el Desarrollo Familiar,2005,4,007,,,,
02299,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,El enfoque de capacidades del Desarrollo Humano en la Familia,2005,4,007,,,,
02300,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,"La mujer jefa de hogar, una dura pero orgullosa labor : familias monoparentales con jefatura femenina",2005,4,007,,,,
02301,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Familias con jefatura femenina y autoridad: Una mirada desde el desarrollo Familiar,2005,4,007,,,,
02302,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Desarrollo familiar y desarrollo humano,2005,4,007,,,,
02303,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Articulación de la teoría general de sistemas con los conceptos familia y disciplina en el estudio del desarrollo familiar,2005,4,007,,,,
02304,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,HILOS DIGITALES: EXPLORANDO LOS VÍNCULOS EN LA VIRTUALIDAD,2024,4,008,,,,
02305,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,LUCES Y SOMBRAS EN LA RED,2024,4,008,,,,
02306,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,EXPLORANDO LAS SECUELAS INVISIBLES: IMPACTO DEL CIBERACOSO EN LA SALUD MENTAL DE ADULTOS JÓVENES EN MEDELLÍN,2024,4,008,,,,
02307,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Cibersuicidio en la era de la hiperconectividad,2024,4,008,,,,
02308,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,"Migración por amenidades: Oportunidades, conflictos y tensiones territoriales en el Oriente Antioqueño",2024,4,008,,,,
02309,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,La discriminación en la comunidad LGBTIQ+ adolescente y adulta: una aproximación documental (2010-2023).,2024,4,008,,,,
02310,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,El consumo de psicofármacos desde una perspectiva psicosocial en la producción documental (2010 - 2023).,2024,4,008,,,,
02311,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Vivencias asociadas al estrés laboral en los policías de Llano Grande,2023,4,008,,,,
02312,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Trayectorias de vida de los deportistas paralímpicos de Indeportes Antioquia de la ciudad de Medellín.,2024,4,008,,,,
02313,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,"Huellas y narrativas sobre violencia económica en mujeres rurales pertenecientes a la asociación Martha Lina Gómez, El Salto, Gómez Plata, Antioquia",2024,4,008,,,,
02314,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Vínculos digitales: implicaciones del uso de plataformas de citas en algunos adultos jóvenes de la universidad católica luis amigó,2023,4,008,,,,
02315,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Percepción del liderazgo social en el barrio San Javier De Medellín: aproximación desde la experiencia vivida.,2023,4,008,,,,
02316,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Una mirada desde la psicología comunitaria al proyecto ¿Lectores a la Hamaca¿ en la comunidad Santa María la Torre de Medellín.,2023,4,008,,,,
02317,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Salud mental y percepción de bienestar de los habitantes que viven en zonas con espacios verdes naturales y construidos en el Oriente del departamento de Antioquia.,2023,4,008,,,,
02318,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Habitabilidad de Parques del Río: Una mirada a partir de las vivencias de las mujeres de la ciudad de Medellín,2024,4,008,,,,
02319,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,HABITAR LA JUNGLA DE CONCRETO: una exploración de los factores ambientales que contribuyen al estrés urbano en el centro de la ciudad de Medellín,2023,4,008,,,,
02320,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,"Sentires de los voluntarios de la organización comunitaria Techo sobre los riesgos psicosociales que enfrentan en el asentamiento Nueva Jerusalén, municipio de Bello.",2023,4,008,,,,
02321,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,"DE LA PRESENCIA AL ABANDONO, IMPLICACIONES DE LA PRÁCTICA DEL GHOSTING.",2023,4,008,,,,
02322,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Aprendizaje mediante videojuegos en estudiantes universitarios,2023,4,008,,,,
02323,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,"La apropiación espacial en los habitantes del asentamiento Informal Nueva Jerusalén en el municipio de Bello, Antioquia",2024,4,008,,,,
02324,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,La mirada extranjera: una exploración de la percepción espacial en el Parque Lleras de Medellín.,2023,4,008,,,,
02325,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,"Entre voces y sentires: transitando la subjetividad de dos sobrevivientes del desplazamiento forzado por el conflicto armado, residentes en la ciudad de Manizales, Caldas, Colombia",2023,4,008,,,,
02326,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Migración en los jóvenes de la zona rural la Piedrahita del Municipio Donmatías Antioquia,2023,4,008,,,,
02327,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,REMEMBRANZAS EN SILOÉ: DISPUTAS POR LA MEMORIA EN LAS FUENTES DEL AMPARO,2023,4,008,,,,
02328,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Hilando huellas de vida: el impacto emocional en cuatro víctimas del conflicto armado en el departamento de Caldas,2023,4,008,,,,
02329,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,"Memorias de Llanitos: Cafetales, Violencia y Prácticas de Resistencia",2023,4,008,,,,
02330,Trabajos dirigidos/turorías,Trabajo de grado de maestría o especialidad clínica,¿Reconciliación social? Narrativas de mujeres y jóvenes integrantes de asociaciones en los territorios de Riosucio y Samaná - Caldas,2023,4,008,,,,
02331,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Representaciones sociales de diagnóstico VIH/SIDA en la población beneficiaria de la fundación +que3letras.,2023,4,008,,,,
02332,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Narrativas de profesionales de la salud sobre la atención a las mujeres gestantes migrantes en Bogotá.,2023,4,008,,,,
02333,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Significado de satisfacción sexual en un grupo de mujeres separadas: una lectura desde el constructo de roles de género.,2023,4,008,,,,
02334,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Experiencias de Profesionales Psicosociales en la Atención de Mujeres Víctimas de Violencia Intrafamiliar,2023,4,008,,,,
02335,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Barreras Psicosociales para la Integración Cultural de la Población Migrante Venezolana en Colombia,2023,4,008,,,,
02336,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Violencias Basadas en Género en la Universidad Católica Luis Amigó,2022,4,008,,,,
02337,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,"Relación entre la percepción de la red de apoyo familiar, social, la depresión y el riesgo suicida en adultos mayores de Manizales y Villamaría, Caldas, Colombia",2022,4,008,,,,
02338,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,La influencia del duelo por muerte de un familiar cercano en la ideación suicida en adultos,2022,4,008,,,,
02339,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Diferencia de sexo en la relación entre violencia de pareja y comportamiento suicida en adolescentes escolares,2022,4,008,,,,
02340,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,"Desesperanza, sentido de vida y riesgo suicida en jóvenes universitarios",2022,4,008,,,,
02341,Trabajos dirigidos/turorías,Trabajo de grado de maestría o especialidad clínica,Condiciones del desarrollo humano que inciden en la desnutrición de los niños y niñas wayuu,2024,4,008,,,,
02342,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Identidad digital: una mirada entre la vida en línea y fuera de ella en universitarios,2023,4,008,,,,
02343,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,"Aproximación documental a la Construcción de paz en el Bajo Cauca Antioqueño, periodo 2016- 2022",2022,4,008,,,,
02344,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Las representaciones sociales como problemática contemporánea de la psicología social comunitaria,2023,4,008,,,,
02345,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Influencia de la antropomorfización del animal de compañía en las dinámicas y vínculos familiares del cuidador,2022,4,008,,,,
02346,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Resignificación de Experiencias Educativas y Rasgos Culturales de Adolescentes Venezolanos en Contextos Interculturales,2022,4,008,,,,
02347,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Incidencia de la Pandemia COVID-19 en el Proyecto de Vida de Hombres Migrantes Venezolanos Entre los 25 y 35 Años de Edad en la Ciudad de Manizales,2022,4,008,,,,
02348,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Entrecruce de Miradas: Mujeres Venezolanas en Relación a su Contexto Laboral en la Zona Panamericana de la Ciudad de Manizales Entre los Años 2017 ¿ 2021,2022,4,008,,,,
02349,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Fronteras Identitarias: Narrativas Interculturales de Jóvenes Emberá Chamí en la Ciudad de Manizales,2022,4,008,,,,
02350,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Percepción de los estudiantes de 13 a 14 años del grado 8° de la Institución Educativa El Bagre acerca del bullying,2022,4,008,,,,
02351,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,"Percepción de los Adolescentes, de la Institución Educativa Liceo Caucasia, con Referencia al Tema de Violencia Intrafamiliar",2022,4,008,,,,
02352,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Analizar las experiencias de las Mujeres del municipio de El Bagre Antioquia acerca de la violencia intrafamiliar.,2022,4,008,,,,
02353,Trabajos dirigidos/turorías,Trabajo de grado de maestría o especialidad clínica,Prácticas de inclusión sexual que implementa la Institución Educativa Nuestra Señora Del Carmen de Popayán en la zona rural del municipio de Canalete del departamento de Córdoba,2023,4,008,,,,
02354,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,": AMOR EXTERNALIZADO, PROMESAS A PARTIR DE WHATSAPP Y LA MEMORIA TRANSACTIVA",2022,4,008,,,,
02355,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,EFECTOS DEL PHUBBING EN ESTUDIANTES DE LA UNIVERSIDAD CATÓLICA LUIS AMIGÓ	Cindy Viviana Londoño Cardona Daniela María Durango Madrigal Eliana Alexandra Mora Ruano Juan Felipe Rojas Aguirre Yesica Catherine Granados Gamboa	Artículo de revista		X	X,2022,4,008,,,,
02356,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,"FAKE NEWS, DETONANTE DE LA SALUD MENTAL",2022,4,008,,,,
02357,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,VIDEOJUEGOS Y SU IMPACTO EN ADOLESCENTES ENTRE 10 A 15 AÑOS,2022,4,008,,,,
02358,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,WHATSAPP E INFIDELIDAD EN RELACIONES DE PAREJA DE ALGUNOS ESTUDIANTES DE PSICOLOGÍA DE LA UNIVERSIDAD CATÓLICA LUIS AMIGÓ (MEDELLÍN),2022,4,008,,,,
02359,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Violencias basadas en Género en instituciones de educación superior,2022,4,008,,,,
02360,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Configuración de masculinidades,2023,4,008,,,,
02361,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,La Interseccionalidad como herramienta analítica para el abordaje de las intervenciones psicosociales en Psicología Social,2023,4,008,,,,
02362,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,"Conocer la percepción del bullying que tienen los adolescentes de la institución Educativa Bijao, del Municipio el Bagre Antioquia",2022,4,008,,,,
02363,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Deserción estudiantil en el municipio de Zaragoza,2022,4,008,,,,
02364,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Concepciones de estereotipos de género que tienen los hombres y mujeres entre 18 y 50 años dentro del Valle de Aburrá,2023,4,008,,,,
02365,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,El impacto de la Terapia Asistida con Animales (TAA) en la reducción de síntomas depresivos en adultos mayores. Una revisión bibliográfica,2023,4,008,,,,
02366,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Revisión Bibliografía sobre las Intervenciones Asistidas con Animales y el impacto en la reducción de los niveles de estrés y ansiedad en contexto educativos,2023,4,008,,,,
02367,Trabajos dirigidos/turorías,Trabajos de grado de pregrado,Beneficios de la Intervención Asistida con Perros en niños(as) con Trastorno del Espectro Autista (TEA). Revisión Bibliográfica,2023,4,008,,,,
