id_investigador,id_prod
0126,03583
0083,03583
0121,03584
0117,03585
0117,03586
0126,03593
0130,03594
0128,03594
0130,03595
0128,03595
0130,03596
0128,03596
0130,03597
0128,03597
0130,03598
0128,03598
0130,03599
0128,03599
0130,03600
0128,03600
0116,03601
0128,03602
0130,03603
0128,03603
0130,03604
0128,03604
0130,03605
0128,03605
0128,03606
0130,03607
0128,03607
0130,03608
0128,03608
0128,03609
0130,03610
0128,03610
0130,03611
0128,03611
0128,03612
0121,03617
0130,03620
0130,03621
0130,03622
0130,03623
0130,03624
0116,03625
0128,03626
0128,03627
0128,03628
0128,03629
0128,03630
0117,03631
0117,03632
0130,03636
0130,03637
0130,03638
0130,03639
0130,03640
0130,03641
0130,03642
0117,03654
0116,03655
0116,03656
0116,03657
0116,03658
0116,03659
0116,03660
0117,03661
0117,03665
0117,03666
0117,03704
0117,03706
0121,03713
0121,03719
0121,03720
0121,03721
0121,03722
0121,03723
0121,03724
0121,03725
0121,03726
0121,03727
0121,03728
0121,03729
0121,03730
0121,03731
0121,03732
0121,03733
0121,03737
0121,03738
0121,03741
0121,03742
0121,03743
0121,03745
0121,03746
0121,03747
0121,03748
0121,03749
0121,03750
0121,03751
0121,03752
0121,03756
0121,03757
0121,03758
0121,03761
0121,03763
0121,03766
0121,03767
0121,03768
0121,03769
0121,03770
0121,03771
0121,03772
0121,03773
0121,03774
0121,03784
0121,03786
0121,03787
0121,03788
0121,03790
0121,03791
0121,03792
0121,03793
0121,03794
0121,03795
0121,03796
0121,03797
0121,03798
0121,03799
0121,03800
0121,03801
0121,03802
0121,03803
0121,03804
0149,03812
0149,03813
0145,03819
0145,03820
0149,03822
0139,03823
0148,03824
0148,03825
0148,03826
0148,03827
0149,03828
0149,03829
0149,03830
0139,03831
0131,03831
0149,03831
0148,03832
0139,03833
0131,03833
0149,03833
0139,03834
0131,03834
0149,03834
0131,03835
0131,03836
0131,03840
0131,03841
0131,03843
0135,03844
0149,03845
0149,03846
0149,03847
0149,03848
0149,03849
0149,03850
0148,03851
0148,03852
0148,03853
0148,03854
0149,03855
0135,03856
0148,03857
0139,03863
0138,03866
0149,03866
0149,03868
0145,03869
0135,03870
0135,03871
0149,03872
0131,03873
0131,03874
0131,03875
0131,03876
0131,03877
0131,03878
0139,03881
0139,03886
0139,03892
0139,03897
0139,03898
0139,03899
0135,03902
0135,03903
0135,03904
0135,03905
0135,03916
0135,03917
0135,03918
0139,03919
0139,03920
0139,03923
0139,03924
0139,03929
0145,03933
0135,03959
0135,03969
0135,04179
0154,04180
0154,04181
0154,04182
0154,04183
0154,04184
0154,04185
0155,04186
0155,04187
0155,04188
0155,04189
0154,04190
0154,04191
0154,04192
0154,04193
0154,04194
0065,04197
0156,04197
0158,04198
0158,04199
0158,04205
0156,04206
0154,04207
0154,04208
0158,04209
0154,04210
0154,04211
0154,04212
0151,04213
0154,04215
0155,04215
0154,04216
0155,04216
0154,04217
0155,04218
0154,04219
0151,04220
0151,04221
0151,04222
0158,04223
0154,04224
0154,04225
0155,04228
0155,04229
0155,04230
0154,04231
0151,04235
0151,04237
0152,04238
0158,04239
0155,04239
0158,04240
0155,04240
0158,04241
0155,04241
0158,04242
0155,04242
0150,04244
0156,04244
0151,04246
0151,04248
0155,04249
0155,04250
0154,04251
0155,04252
0155,04253
0155,04254
0155,04255
0155,04256
0155,04260
0155,04261
0155,04262
0155,04263
0155,04264
0155,04265
0151,04271
0151,04272
0151,04273
0151,04274
0150,04285
0151,04294
0151,04297
0151,04301
0150,04303
0150,04304
0151,04305
0150,04305
0150,04306
0150,04307
0150,04308
0150,04309
0150,04310
0150,04311
0150,04312
0151,04314
0151,04315
0150,04315
0150,04316
0151,04317
0150,04318
0150,04319
0150,04320
0150,04321
0150,04322
0150,04323
0150,04324
0150,04325
0150,04326
0161,04328
0161,04329
0161,04330
0161,04331
0161,04332
0164,04333
0164,04334
0164,04335
0164,04336
0164,04337
0164,04338
0164,04339
0161,04340
0161,04341
0161,04342
0161,04343
0161,04344
0161,04345
0161,04346
0161,04347
0161,04348
0161,04349
0161,04350
0164,04351
0161,04352
0164,04353
0164,04354
0175,04355
0175,04356
0175,04357
0174,04358
0164,04359
0164,04360
0167,04361
0174,04362
0161,04363
0161,04364
0164,04365
0161,04366
0161,04367
0164,04368
0161,04369
0161,04370
0174,04372
0174,04373
0164,04374
0164,04375
0164,04376
0161,04378
0161,04379
0161,04380
0161,04382
0161,04383
0161,04384
0164,04386
0164,04387
0164,04388
0174,04389
0174,04390
0164,04391
0164,04392
