id,id_grupo,categoria,tipo_producto,titulo,ano,institucion,tipologia
00001,001,Eventos Científicos,Congreso,"II Congreso Internacional de Gestión, Economía y Finanzas GEF 2025",2025-10-24,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00002,001,Eventos Científicos,Congreso,XIII Congreso Internacional Cerebro y Mente: La integración,2025-09-13,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00003,001,Eventos Científicos,Congreso,MICRADS´25 - The 2025 Multidisciplinary International Conference of Research Applied to Defense and Security,2025-07-26,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00004,001,Eventos Científicos,Congreso,XXVII Encuentro Nacional de Investigación (Universidad Católica Luis Amigó) 2024,2024-10-04,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00005,001,Eventos Científicos,Congreso,XVII CONGRESO DE COMPUTACIÓN PARA EL DESARROLLO,2024-07-19,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00006,001,Eventos Científicos,Otro,IEEE CCAC 2023: 2023 6th IEEE Colombian Conference on Automatic Control,2023-11-20,Ieee Circuits And System Society,3
00007,001,Eventos Científicos,Congreso,"CSEI 2023 V CONGRES OF COMPUTER, ELECTRONIC, AND INDUSTRIAL SCIENCE",2023-11-10,"Universidad Técnica de Ambato, UTA",3
00008,001,Eventos Científicos,Congreso,VI Congreso Internacional de Ingeniería de Sistemas,2023-11-03,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00009,001,Eventos Científicos,Congreso,XIV Congreso de Aplicación de Tecnologías de la Información y Comunicaciones Avanzadas (ATICA2023),2023-10-20,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00010,001,Eventos Científicos,Encuentro,XXVI Encuentro Nacional de Investigaciones,2023-09-14,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00011,001,Eventos Científicos,Encuentro,XXVI Encuentro Nacional de Investigaciones,2023-09-14,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00012,001,Eventos Científicos,Congreso,II Congreso Internacional SoPhIC 2023,2023-08-11,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00013,001,Eventos Científicos,Congreso,XVI Congreso de Computación para el Desarrollo (COMPDES2023),2023-07-28,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00014,001,Eventos Científicos,Encuentro,"IX Semana internacional de Ciencia, Tecnología e Innovación",2022-12-02,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00015,001,Eventos Científicos,Congreso,XI Congreso Internacional de Materiales XI CIM 2022,2022-10-28,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00016,001,Eventos Científicos,Encuentro,X Encuentro de investigadores de REDNICOL,2022-10-20,CORPORACIÓN UNIVERSITARIA IBEROAMERICANA,3
00017,001,Eventos Científicos,Encuentro,"XXV Encuentro Nacional de Investigación, Innovación y Creación Artística y Cultural",2022-09-16,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00018,001,Eventos Científicos,Encuentro,XXV Encuentro Nacional de Investigación,2022-09-16,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00019,001,Eventos Científicos,Congreso,I Congreso Internacional de Ingeniería Social - Una apuesta hacia el Desarrollo Sostenible,2022-09-02,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00020,001,Eventos Científicos,Congreso,II Congreso Internacional de Investigación en Ingeniería,2022-08-23,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00021,001,Eventos Científicos,Congreso,XXX International Materials Research Congress (IMRC2022) and International Conference on Advanced Materials (ICAM2021),2022-08-19,Sociedad Mexicana de Materiales,3
00022,001,Eventos Científicos,Congreso,VII Congreso Internacional de Entornos Virtuales y Desarrollo Humano,2022-08-05,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00023,001,Eventos Científicos,Congreso,XV CONGRESO DE COMPUTACIÓN PARA EL DESARROLLO,2022-07-29,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00024,001,Eventos Científicos,Simposio,32nd European Symposium of Applied Thermodynamics (ESAT),2022-07-20,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00025,001,Eventos Científicos,Congreso,XII Congreso Internacional sobre Aplicación de Tecnologías de la Información y Comunicaciones Avanzadas ATICA2021,2021-11-26,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00026,001,Eventos Científicos,Congreso,Congreso Internacional Academia Journals Ciudad de México 2021,2021-09-10,UNIVERSIDAD DE CALDAS,3
00027,001,Eventos Científicos,Encuentro,XXIV ENCUENTRO NACIONAL DE INVESTIGACIÓN,2021-09-10,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00028,001,Eventos Científicos,Congreso,XXIV Encuentro Nacional de Investigación,2021-09-10,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00029,001,Eventos Científicos,Encuentro,XXIV Encuentro Nacional de Investigaciones,2021-09-10,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00030,001,Eventos Científicos,Congreso,XIV Congreso de Computación para el Desarrollo (COMPDES 2021),2021-07-30,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00031,001,Eventos Científicos,Congreso,OSA Optical Sensors and Sensing Congress 2021,2021-07-23,The Optical Society of America (OSA),3
00032,001,Eventos Científicos,Congreso,"Congreso Nacional de Educación y Pedagogía en la UNAL, la Universidad Aprende, Educación en Contexto",2021-04-16,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00033,001,Eventos Científicos,Congreso,XI Congreso Internacional ATICA - 2020,2020-11-27,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00034,001,Eventos Científicos,Congreso,XI Congreso Internacional ATICA2020,2020-11-27,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00035,001,Eventos Científicos,Seminario,Semana de la Ingeniería Civil: Charlas sobre instrumentación y control de obras de infraestructura,2020-10-23,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00036,001,Eventos Científicos,Simposio,VI SIMPOSIO DE INVESTIGACIÓN 2020,2020-10-24,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00037,001,Eventos Científicos,Simposio,VI Simposio de Investigación Uniremington - 2020,2020-10-24,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00038,001,Eventos Científicos,Encuentro,XXIII encuentro nacional de investigación,2020-10-16,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00039,001,Eventos Científicos,Encuentro,XXIII Encuentro Nacional de Investigación 2020,2020-10-16,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00040,001,Eventos Científicos,Encuentro,XXIII Encuentro Nacional de Investigación,2020-10-16,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00041,001,Eventos Científicos,Simposio,Simposio Internacional en Ciudadanías Emergentes,2020-09-25,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00042,001,Eventos Científicos,Congreso,II Congreso Salud Mental Digital,2020-09-14,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00043,001,Eventos Científicos,Congreso,"V Congreso Internacional sobre Ingeniería, Tecnología y Atomatización - CIITA 2019",2019-12-04,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00044,001,Eventos Científicos,Encuentro,Primer encuentro Agroskills,2019-11-28,CORPORACIÓN INCUBADORA DE EMPRESAS DE BASE TECNOLÓGICA DEL ORIENTE ANTIOQUEÑO GENESIS,3
00045,001,Eventos Científicos,Congreso,X Congreso Internacional de Materiales CIM 2019,2019-10-25,UNIVERSIDAD  INDUSTRIAL DE SANTANDER,3
00046,001,Eventos Científicos,Congreso,"The Sixteenth International Conference on Civil, Structural & Environmental Engineering Computing civil-comp2019",2019-09-19,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00047,001,Eventos Científicos,Encuentro,Encuentro Internacional de Educación en Ingeniería (EIEI ACOFI 2019),2019-09-13,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00048,001,Eventos Científicos,Congreso,Encuentro Internacional de Educación en Ingeniería - ACOFI,2019-09-13,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00049,001,Eventos Científicos,Congreso,XXII Encuentro Nacional de Investigación,2019-09-06,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00050,001,Eventos Científicos,Congreso,VII Congreso Internacional sobre Tecnología e Innovación + Ciencia e Investigación CITICI - 2019,2019-05-24,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00051,001,Eventos Científicos,Otro,Statistical Physics Approaches to Systems Biology,2019-02-15,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00052,001,Eventos Científicos,Congreso,"VII semana de la tecnología, Creatividad e Innovación",2018-10-19,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00053,001,Eventos Científicos,Encuentro,XXI Encuentro Nacional de Investigación,2018-09-07,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00054,001,Eventos Científicos,Encuentro,XXI Encuentro Nacional de Investigación 2018,2018-09-07,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00055,001,Eventos Científicos,Encuentro,"XXI Encuentro Nacional de Investigación ""Ciencia, Sociedad e Innovación""",2018-09-07,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00056,001,Eventos Científicos,Otro,"XXI Encuentro Nacional de  Investigación ¿Ciencia, Sociedad e Innovación¿",2018-09-07,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00057,001,Eventos Científicos,Encuentro,"XXI Encuentro Nacional de Investigación ¿Ciencia, Sociedad e Innovación¿",2018-09-07,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00058,001,Eventos Científicos,Simposio,Simposio de investigación Ustamed 2017,2017-11-10,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00059,001,Eventos Científicos,Congreso,IX Congreso Internacional de Computación y Telecomunicaciones,2017-10-13,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00060,001,Eventos Científicos,Encuentro,"XX Encuentro Nacional de Investigación: Investigación, desarrollo e innovación",2017-09-08,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00061,001,Eventos Científicos,Encuentro,XX Encuentro Nacional de Investigación,2017-09-08,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00062,001,Eventos Científicos,Congreso,12th International Conference on Relativistic Effects in Heavy-Element Chemistry and Physics,2017-09-06,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00063,001,Eventos Científicos,Congreso,11th Triennial Congress of the World Association of Theoretical and Computational Chemists,2017-09-01,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00064,001,Eventos Científicos,Congreso,IX CONGRESO INTERNACIONAL DE FORMACIÓN Y MODELACIÓN EN CIENCIAS BÁSICAS,2017-05-05,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00065,001,Eventos Científicos,Congreso,"V semana de la tecnología, Creatividad e Innovación",2016-10-13,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00066,001,Eventos Científicos,Encuentro,XIX Encuentro Nacional de Investigaciones,2016-10-07,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00067,001,Eventos Científicos,Encuentro,Encuentro Nacional de Investigacion FUNLAM 2016,2016-10-07,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00068,001,Eventos Científicos,Congreso,Currents Topics in Theoretical Chemistry,2016-09-30,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00069,001,Eventos Científicos,Encuentro,8° Encuentro local de semilleros de investigación RREDSI Nodo Caldas,2016-05-12,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00070,001,Eventos Científicos,Congreso,VIII CONGRESO INTERNACIONAL DE FORMACIÓN Y MODELACIÓN EN CIENCIAS BÁSICAS,2016-05-06,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00071,001,Eventos Científicos,Simposio,Primera Reunion Colombiana Sobre Leishmaniasis y Enfermedad de Chagas y XV Simposio Programa de Estudio y Control de Enfermedades Tropicales.,2016-04-29,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00072,001,Eventos Científicos,Congreso,"Cuarto Congreso internacional Pedagogía y TIC, ""Educación superior en la era digital:Tendencias e innovaciones""",2015-12-04,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00073,001,Eventos Científicos,Congreso,III Congreso Nacional de Pedagogía Amigoniana,2015-11-15,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00074,001,Eventos Científicos,Congreso,3rd International Conference on Material Science,2015-10-24,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00075,001,Eventos Científicos,Encuentro,Encuentro Internacional de Educación en Ingeniería -  ACOFI 2015,2015-09-18,CORPORACIÓN UNIVERSITARIA REMINGTON,3
00076,001,Eventos Científicos,Encuentro,XVIII ENCUENTRO NACIONAL DE INVESTIGACIÓN: LA INVESTIGACIÓN UNA OPORTUNIDAD SOCIAL,2015-09-10,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00077,001,Eventos Científicos,Congreso,Encuentro Nacional de Investigación - FUNLAM 2015,2015-09-10,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00078,001,Eventos Científicos,Congreso,Encuentro Nacional de Investigación FUNLAM 2015,2015-09-10,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00079,001,Eventos Científicos,Congreso,XX congreso colombiano de matematicas,2015-07-24,CENTRO PARA LA FORMACIÓN CAFETERA SENA REGIONAL CALDAS,3
00080,001,Eventos Científicos,Congreso,11th INTERNATIONAL CONFERENCE ON MOBILE LEARNING 2015,2015-03-15,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00081,001,Eventos Científicos,Congreso,V Congreso Iberoamericano de Ingeniería de Proyectos,2014-11-14,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00082,001,Eventos Científicos,Congreso,Encuentro Nacional de Investigación,2014-10-20,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00083,001,Eventos Científicos,Encuentro,Encuentro Nacional de Investigadores FUNLAM,2014-10-17,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00084,001,Eventos Científicos,Encuentro,"Encuentro Nacional de Investigación - La investigación, un compromiso con la sociedad - 2014",2014-10-17,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00085,001,Eventos Científicos,Encuentro,XVII ENCUENTRO NACIONAL DE INVESTIGACION FUNLAM-2014. LA INVESTIGACION UN COMPROMISO CON LA SOCIEDAD,2014-10-17,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00086,001,Eventos Científicos,Congreso,Encuentro Nacional de Investigación - FUNLAM 2014,2014-10-17,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00087,001,Eventos Científicos,Encuentro,XVI Encuentro Nacional de Investigación FUNLAM 2014,2014-10-17,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00088,001,Eventos Científicos,Encuentro,Encuentro Nacional de Investigación FUNLAM 2014,2014-10-17,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00089,001,Eventos Científicos,Encuentro,Encuentro Nacional de Investigación Funlam 2014,2014-10-17,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00090,001,Eventos Científicos,Congreso,Memorias del Encuentro Nacional de Investigación- Funlam 2014,2014-10-17,Funlam,3
00091,001,Eventos Científicos,Encuentro,Encuentro Internacional de Educación en Ingeniería -  ACOFI 2014,2014-10-10,Universidad Autónoma Latinoamericana - Unaula,3
00092,001,Eventos Científicos,Congreso,Encuentro Nacional de Investigación Funlam 2014,2014-10-10,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00093,001,Eventos Científicos,Encuentro,Encuentro Internacional de Educación en Ingeniería - ACOFI 2014,2014-10-10,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00094,001,Eventos Científicos,Congreso,Encuentro Nacional de Educación en Ingeniería ACOFI 2014,2014-10-10,Asociación Colombiana de Facultades de Ingeniería - ACOFI,3
00095,001,Eventos Científicos,Congreso,XXXVReunión del Grupo de Electroquímica de la Real Sociedad Española de Química,2014-07-16,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00096,001,Eventos Científicos,Simposio,SIMPOSIO INTERNACIONAL SOBRE CALIDAD DE ENERGÍA ELÉCTRICA,2013-11-30,UNIVERSIDAD NACIONAL DE COLOMBIA SEDE MEDELLÍN,3
00097,001,Eventos Científicos,Congreso,"II Semana de la Tecnología, Creatividad e Innovación",2013-10-18,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00098,001,Eventos Científicos,Encuentro,"II Semana de la tecnología, creatividad e innovación",2013-10-18,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00099,001,Eventos Científicos,Encuentro,Encuentro Nacional de Investigación - Transformación de la dinámica investigativa,2013-09-13,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00100,001,Eventos Científicos,Encuentro,Primer encuentro nacional de maestros en formación: Medios y mediaciones:  Nuevas tendencias pedagógicas y didácticas 2013,2013-09-13,Tipo de vinculación,3
00101,001,Eventos Científicos,Encuentro,Encuentro Nacional de Investigacion FUNLAM 2013,2013-09-13,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00102,001,Eventos Científicos,Encuentro,Encuentro Nacional de Investigación FUNLAM,2013-09-12,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00103,001,Eventos Científicos,Congreso,Encuentro Nacional de Investigación Funlam 2013,2013-09-06,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00104,001,Eventos Científicos,Encuentro,XVI Encuentro Nacional de Investigación,,,3
00105,001,Eventos Científicos,Encuentro,Encuentro Nacional de Investigación Funlam 2013,2013-09-01,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00106,001,Eventos Científicos,Encuentro,II Encuentro Interno de Semilleros de Investigación UNAC 2013,2014-05-23,Corporación Universitaria Adventista,3
00107,001,Eventos Científicos,Congreso,V Congreso internacional de formación y modelación en ciencias básicas,,,3
00108,001,Eventos Científicos,Congreso,IX CONGRESO Informática Salud 2013,,,3
00109,001,Eventos Científicos,Congreso,IV Congreso iberoamericano Soporte al Conocimiento con Tecnología SOCOTE 2012,2012-10-01,UNIVERSIDAD PONTIFICIA BOLIVARIANA SECCIONAL BUCARAMANGA,3
00110,001,Eventos Científicos,Encuentro,Memorias del Encuentro Nacional de Investigación 2012. Hacia la transformación de la dinámica investigativa,,,3
00111,001,Eventos Científicos,Encuentro,Encuentro Nacional de Investigación Funlam 2012,2012-08-07,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00112,001,Eventos Científicos,Encuentro,XIII encuentro nacional de Investigadores Funlam,2010-09-24,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00113,001,Eventos Científicos,Encuentro,XXXVIII Reunion Anual de la Sociedad Argentina de Fisica,2015-12-04,Consejo Nacional de Investigaciones Científicas y Técnicas,3
00114,001,Eventos Científicos,Seminario,Seminario ¿Arquitectura y ciudad Sostenible¿,,REVISTAS ESCALA,3
00115,001,Eventos Científicos,Congreso,"Congreso internacional de pedagogía y cultura solidaria ""Tradición e innovación",,DANSOCIAL,3
00116,001,Eventos Científicos,Encuentro,Encuentro de investigadores y profesores de economía solidaria,,PONTIFICIA UNIVERSIDAD JAVERIANA,3
00117,001,Eventos Científicos,Otro,"VII en cuentro de investigadores ""La ciencia y la tecnologìa al servicio del desarrollo humano y social""",,,3
00118,001,Eventos Científicos,Seminario,"Recostrucción del tejido social, respuesta desde la Administracióm",,Asociación Colombiana De Facultades De Administración,3
00119,001,Eventos Científicos,Otro,Coloquio internacional prospectiva de la economia solidaria,,,3
00120,001,Eventos Científicos,Otro,Coloquio Ciudadanía y Administración Pública en el próximo milenio,,Escuela Superior De Administración Pública,3
00121,001,Eventos Científicos,Seminario,Planeación Ambiental Municipal para el desarrollo urbano sostenible en América latina,,Ministerio Del Medio Ambiente,3
00122,002,Eventos Científicos,Congreso,Tercer Congreso Internacional de Variabilidad y Cambio Climático,2026-05-22,División de Investigación Universidad Nacional de Colombia Sede Bogotá,3
00123,002,Eventos Científicos,Seminario,Seminario internacional de Turistificación y Vivienda Vertical,2026-04-30,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00124,002,Eventos Científicos,Congreso,XIII Jornada Internacional. Valoración probatoria y perspectivas latinoamericanas,2025-11-13,FACULTAD DE DERECHO Y CIENCIAS HUMANAS-FUNLAM,3
00125,002,Eventos Científicos,Encuentro,XVIII Coloquio de investigación,2025-11-12,FACULTAD DE DERECHO Y CIENCIAS HUMANAS-FUNLAM,3
00126,002,Eventos Científicos,Simposio,XVI Jornadas de Investigación Jurídica y Sociojurídica,2025-11-07,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00127,002,Eventos Científicos,Congreso,Socialización del Proyecto de Investigación titulado Sistematización de Experiencias de Clínica Jurídica: Centro Regional Manizales 2023-2024,2025-10-31,"Universidad Católica Luis Amigó, Manizales",3
00128,002,Eventos Científicos,Seminario,Seminario de Actualización en Derecho Público,2025-10-30,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00129,002,Eventos Científicos,Seminario,Barra académica: La voz de los jueces,2025-10-29,FACULTAD DE DERECHO Y CIENCIAS HUMANAS-FUNLAM,3
00130,002,Eventos Científicos,Congreso,XII Jornada internacional. Nuevos desafíos en el derecho de propiedad. Tensiones derechos humanos y derechos reales,2025-10-23,FACULTAD DE DERECHO Y CIENCIAS HUMANAS-FUNLAM,3
00131,002,Eventos Científicos,Seminario,"VI SEMINARIO NACIONAL ICON-S ""DEMOCRACIA, DERECHOS HUMANOS E INTELIGENCIA ARTIFICIAL""",2025-10-24,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00132,002,Eventos Científicos,Congreso,Semana Internacional del Derecho 2025,2025-10-10,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00133,002,Eventos Científicos,Seminario,"1er Seminario Internacional de Investigación: Estudios de movilidad y arquitectura inteligente, sustentable y saludable",2025-10-03,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00134,002,Eventos Científicos,Encuentro,XXVIII Encuentro Nacional de Investigación,2025-09-11,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00135,002,Eventos Científicos,Encuentro,XXVIII Encuentro Nacional de Investigaciones,2025-09-11,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00136,002,Eventos Científicos,Encuentro,XXVIII Encuentro Nacional de Investigaciones,2025-09-11,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00137,002,Eventos Científicos,Seminario,El Algoritmo de Sugerencia de Riesgo del Ministerio Público de Chile. Un caso de Discriminación Algorítmica,2025-08-21,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00138,002,Eventos Científicos,Seminario,El Algoritmo de Sugerencia de Riesgo del Ministerio Público de Chile. Un caso de Discriminación Algorítmica,2025-08-21,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00139,002,Eventos Científicos,Congreso,XI Jornadas Internacionales de Derecho. El algoritmo de sugerencia de riesgo del Ministerio Público de Chile,2025-08-22,FACULTAD DE DERECHO Y CIENCIAS HUMANAS-FUNLAM,3
00140,002,Eventos Científicos,Congreso,Primer Congreso Internacional Transdisciplinario de Investigación en Sostenibilidad y Agenda 2023,2025-07-17,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00141,002,Eventos Científicos,Congreso,22nd Colloquium of the IUCN Academy of Environmental Law,2025-07-04,UNIVERSIDAD CIENTIFICA DEL SUR,3
00142,002,Eventos Científicos,Congreso,58 ICA 2025 CONGRESO INTERNACIONAL DE AMERICANISTAS,2025-07-04,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00143,002,Eventos Científicos,Otro,Coloquio Extraordinario 2025-1,2025-05-28,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00144,002,Eventos Científicos,Congreso,XIX Encuentro Regional - Red de Centros y Grupos de Investigación Jurídica y Sociojurídica - Nodo Antioquia,2025-05-16,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00145,002,Eventos Científicos,Encuentro,Primer Coloquio Internacional de Investigación Jurídica y Sociojurídica,2025-05-16,UNIVERSIDAD DE CALDAS,3
00146,002,Eventos Científicos,Otro,XVII Coloquio de Investigación Promoviendo la Cultura Investigativa,2025-05-16,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00147,002,Eventos Científicos,Encuentro,XVII Coloquio de investigación,2025-05-16,FACULTAD DE DERECHO Y CIENCIAS HUMANAS-FUNLAM,3
00148,002,Eventos Científicos,Otro,30th Inter-American Human Rights Moot Court Competition,2025-05-16,American University Washington collage of law,3
00149,002,Eventos Científicos,Simposio,Talks Amigó IV,2025-05-06,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00150,002,Eventos Científicos,Seminario,Nulidad de los Actos Administrativos: Aspectos Claves y Desafíos Contemporáneos,2025-05-05,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00151,002,Eventos Científicos,Congreso,Nulidad de los actos administrativos: Aspectos clave y desafíos contemporaneos,2025-05-05,FACULTAD DE DERECHO Y CIENCIAS HUMANAS-FUNLAM,3
00152,002,Eventos Científicos,Seminario,Seminario de actualización y profundización en derecho civil II,2025-04-29,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00153,002,Eventos Científicos,Seminario,Seminario de actualización y profundización en derecho civil I,2025-04-28,FACULTAD DE DERECHO Y CIENCIAS HUMANAS-FUNLAM,3
00154,002,Eventos Científicos,Encuentro,Barra académica en Derecho Comercial,2025-04-22,FACULTAD DE DERECHO Y CIENCIAS HUMANAS-FUNLAM,3
00155,002,Eventos Científicos,Taller,Debate: Argumentación jurídica en el marco de los derechos humanos,2025-04-11,FACULTAD DE DERECHO Y CIENCIAS HUMANAS-FUNLAM,3
00156,002,Eventos Científicos,Encuentro,Cafética: Un espacio para pensar y conversar sobre ética,2025-03-25,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00157,002,Eventos Científicos,Seminario,Seminario de actualización y profundización en derecho penal,2025-03-19,FACULTAD DE DERECHO Y CIENCIAS HUMANAS-FUNLAM,3
00158,002,Eventos Científicos,Seminario,Seminario de actualización y profundización en derecho público,2025-03-12,FACULTAD DE DERECHO Y CIENCIAS HUMANAS-FUNLAM,3
00159,002,Eventos Científicos,Otro,Coloquio Extraordinario 2025-1,2025-03-10,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00160,002,Eventos Científicos,Taller,Conciliaton ICBF y Universidad Católica Luis Amigó,2025-02-28,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00161,002,Eventos Científicos,Seminario,Claves para escribir y publicar un artículo en una revista indexada,2025-02-26,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00162,002,Eventos Científicos,Seminario,Claves para Escribir y Publicar un Artículo en una Revista Indexada,2025-02-26,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00163,002,Eventos Científicos,Seminario,Seminario de actualización y profundización en derecho laboral,2025-02-21,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00164,002,Eventos Científicos,Taller,Claves para escribir y publicar un artículo en revista indexada.,2025-11-06,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00165,002,Eventos Científicos,Seminario,'`1er Seminario lnternacional de Estudios Juridico-Poll'ticos: Aproximaciones pragmaticas comparadas en torno a la Politica y el Derecho,2024-11-27,Univ. Veracruzana,3
00166,002,Eventos Científicos,Otro,"XVI Coloquio de Investigación ""Promoviendo la Cultura Investigativa""",2024-11-20,UNIVERSIDAD CATOLICA LUIS AMIGO,3
00167,002,Eventos Científicos,Encuentro,Socialización Proyecto de Investigación: La Constitución Ecológica de 1991 en Colombia: Tensiones entre la Protección Ambiental y los Modelos de Desarrollo Extractivistas.,2024-11-14,"Universidades Caldas, Autonoma, Nacional, Manizales, Católica, Luis Amigó",3
00168,002,Eventos Científicos,Congreso,"I Congreso Latinoamericano Derecho, Ciencia y Artes",2024-11-07,Universidad de Atacama,3
