id,id_grupo,categoria,tipo_producto,titulo,pais,revista,ano,autores,tipologia
00315,008,Otros artículos publicados,Periódico de noticias,Propuesta de acción psicosocial: De la compasión como emoción a la compasión como experiencia,Colombia,Memorias de eventos Universidad Católica Luis Amigó. La ciencia como escritura,2024,"JULIANA PATRICIA CARO PERDOMO, ANGELA MARITZA CARDONA CARDONA",1
00316,008,Otros artículos publicados,Revista de divulgación,Migración por amenidades. Un estudio bibliométrico,Colombia,Encuentro Nacional De Investigación Memorias,2024,KATY LUZ MILLAN OTERO,1
00317,008,Otros artículos publicados,Revista de divulgación,"Migración por amenidades en el oriente antioqueño, una mirada desde el campesino",Colombia,1er Congreso de Estudios Interdisciplinarios del Ambiente y la Sostenibilidad,2024,KATY LUZ MILLAN OTERO,1
00318,008,Otros artículos publicados,Revista de divulgación,"La apropiación espacial en los habitantes del asentamiento informal Nueva Jerusalén en el municipio de Bello, Antioquia, Colombia",Colombia,Revista Temario Científico,2023,KATY LUZ MILLAN OTERO,1
00319,008,Otros artículos publicados,Revista de divulgación,"Validación Estadística de Escala de Bienestar Psicológico para jóvenes de Medellín, Colombia",Panamá,Saluta,2023,"JOHN JAIRO GARCIA PENA, CLAUDIA MARCELA ARANA MEDINA",1
00320,008,Otros artículos publicados,Revista de divulgación,Diferencias por edad y género en el uso de redes sociales y su relación con la depresión y el desempeño académico en estudiantes universitarios,Perú,TecnoHumanismo,2023,"ANYERSON STITHS GOMEZ TABARES, MAURICIO MEJIA LOBO, JORGE HERNAN GONZALEZ CORTES",1
00321,008,Otros artículos publicados,Revista de divulgación,Retos de la psicología ambiental: hacia la promoción de la salud mental en los territorios,Colombia,Cátedra Colombiana de Psicología Mercedes Rodrigo,2023,"WILLIAN SIERRA BARON, KATY LUZ MILLAN OTERO",1
00322,008,Otros artículos publicados,Periódico de noticias,Conciencia emocional y roles del bullying en un grupo de estudiantes pertenecientes a una institución educativa de la ciudad de Manizales,Colombia,Revista Tempus Psicológico,2021,"ANYERSON STITHS GOMEZ TABARES, PAOLA ANDREA CARMONA TORO",1
00323,008,Otros artículos publicados,Revista de divulgación,"Mental hygiene, social turn of psychiatry and incorporation of mental health in the public agenda in Ibero-America, first half of the 20th century",Chile,Praxis y Cultura Psi,2020,JAIRO GUTIERREZ AVENDANO,1
00324,008,Otros artículos publicados,Revista de divulgación,"Diversidad funcional, emergente de un enfoque de derechos y autodeterminación",Colombia,Revista Tempus Psicológico,2020,SANDRA ISABEL MEJIA ZAPATA,1
00325,008,Otros artículos publicados,Revista de divulgación,Rostros de paz: Actores sociales que gestionan la construcción de paz en la ciudad de Medellín,Colombia,Novum,2020,HEIDI SMITH PULIDO VARON,1
00326,008,Otros artículos publicados,Revista de divulgación,"Darle cuerpo a lo no patológico: estigmas de degeneración atribuidos a la locura en Colombia, finales del siglo XIX y principios del XX",Colombia,Corpografías. Estudios críticos de y desde los cuerpos,2020,JAIRO GUTIERREZ AVENDANO,1
00327,008,Otros artículos publicados,Revista de divulgación,Representaciones sociales del minero en el Bajo Cauca Antioqueño: construcciones subjetivas de un lugar en disputa,Ecuador,Religacion. Revista de Ciencias Sociales y Humanidades,2019,"HEIDI SMITH PULIDO VARON, NICOLASA MARIA DURAN PALACIO",1
00328,008,Otros artículos publicados,Revista de divulgación,"Representaciones sociales del minero en el Bajo Cauca Antioqueño: construcciones subjetivas de un lugar en disputa""",Ecuador,Religacion. Revista de Ciencias Sociales y Humanidades,2019,HEIDI SMITH PULIDO VARON,1
00329,008,Otros artículos publicados,Revista de divulgación,Perfil Emocional de las Personas con VIH.,México,Revista Electrónica De Psicología Iztacala,2019,JOHN JAIRO GARCIA PENA,1
00330,008,Otros artículos publicados,Revista de divulgación,"Red Iberoamericana de Historia de la Psiquiatría, una década integrando saberes y críticas, 2008-2018",Colombia,Revista Salus Historia De La Salud,2018,"JAIRO GUTIERREZ AVENDANO, ALVARO LEON CASAS ORREGO",1
00331,008,Otros artículos publicados,Revista de divulgación,Los muros plásticos del hospital mental. Una historia visual de la locura en la modernidad,Colombia,Corpografías. Estudios críticos de y desde los cuerpos,2018,JAIRO GUTIERREZ AVENDANO,1
00332,008,Otros artículos publicados,Revista de divulgación,"Capacidad intelectual en niños, niñas y adolescentes diagnosticados con TDAH",Colombia,Revista Tempus Psicológico,2018,ANYERSON STITHS GOMEZ TABARES,1
00333,008,Otros artículos publicados,Periódico de noticias,¿Qué tan informados están los empleadores a la hora de contratar personas con diversidad funcional?,Colombia,Psyconex,2018,SANDRA ISABEL MEJIA ZAPATA,1
00334,008,Otros artículos publicados,Revista de divulgación,¿IDENTIDAD VERDADERA O IDEALIZADA? PROYECCIÓN DE LA IDENTIDAD EN FACEBOOK,Colombia,Funlam Journal  of Students´ Research,2018,KATY LUZ MILLAN OTERO,1
00335,008,Otros artículos publicados,Revista de divulgación,Rasgos de personalidad de un grupo de videojugadores en la ciudad de Manizales,Colombia,Revista Tempus Psicológico,2018,ANYERSON STITHS GOMEZ TABARES,1
00336,008,Otros artículos publicados,Revista de divulgación,"Medellín, una ciudad de contrastes desde los ojos de sus jóvenes",Colombia,Poiésis: Revista Electrónica de Psicología Social,2017,HEIDI SMITH PULIDO VARON,1
00337,008,Otros artículos publicados,Revista de divulgación,PERCEPCIONES DOCENTES RESPECTO A LA DIVERSIDAD FUNCIONAL,Colombia,Funlam Journal  of Students´ Research,2017,SANDRA ISABEL MEJIA ZAPATA,1
00338,008,Otros artículos publicados,Revista de divulgación,Red Colombiana de Historia de la Salud Mental: trayectoria e internacionalización,Colombia,Revista Salus Historia De La Salud,2016,JAIRO GUTIERREZ AVENDANO,1
00339,008,Otros artículos publicados,Revista de divulgación,Percepción de legalidad en la población rural del Altiplano del Oriente Antioqueño,Colombia,Encuentro Nacional De Investigación Memorias,2016,"NORMAN DARIO MORENO CARMONA, NICOLASA MARIA DURAN PALACIO, SONIA NATALIA COGOLLO OSPINA",1
00340,008,Otros artículos publicados,Revista de divulgación,Ser mujer: entre la maternidad y la identidad,Colombia,Poiésis: Revista Electrónica de Psicología Social,2016,DORA LILIANA OSORIO TAMAYO,1
00341,008,Otros artículos publicados,Revista de divulgación,"Imaginarios sociales de 27 jóvenes de grado 11 sobre Medellín la más Educada, en una institución educativa del nororiente de la ciudad: Institución Educativa Ramón Múnera Lopera",Colombia,Poiésis: Revista Electrónica de Psicología Social,2016,HEIDI SMITH PULIDO VARON,1
00342,008,Otros artículos publicados,Revista de divulgación,Las deficiencias en lectoescritura de los universitarios. Una cadena de responsabilidades [Editorial],Reino Unido,Senderos Pedagógicos,2016,SONIA NATALIA COGOLLO OSPINA,1
00343,008,Otros artículos publicados,Revista de divulgación,Facebook: la Mark(a) de lo social en los albores del siglo XXI,Colombia,Funlam Journal  of Students´ Research,2016,SONIA NATALIA COGOLLO OSPINA,1
00344,008,Otros artículos publicados,Revista de divulgación,"Facebook, the social Mark(a) of the 21st century",Colombia,Funlam Journal  of Students´ Research,2016,SONIA NATALIA COGOLLO OSPINA,1
00345,008,Otros artículos publicados,Revista de divulgación,Literacy deficiencies in University students. A chain of responsibilities,Colombia,Senderos Pedagógicos,2016,SONIA NATALIA COGOLLO OSPINA,1
00346,008,Otros artículos publicados,Revista de divulgación,Desarrollo positivo en jóvenes mexicanos y colombianos,México,Revista Del Congreso Mexicano De Psicología,2015,"NORMAN DARIO MORENO CARMONA, ALEXANDER ALVIS RIZZO, PATRICIA ANDRADE PALOS, CARLOS OMAR SANCHEZ XICOTENCATL",1
00347,008,Otros artículos publicados,Revista de divulgación,Fortalezas internas y externas que protegen a los adolescentes de las conductas de riesgo: Comparación México-Colombia,México,Revista Del Congreso Mexicano De Psicología,2015,"NORMAN DARIO MORENO CARMONA, ALEXANDER ALVIS RIZZO, DIANA BETANCOURTH OCAMPO, PATRICIA ANDRADE PALOS",1
00348,008,Otros artículos publicados,Revista de divulgación,Fortalezas internas y externas que influyen en el desarrollo positivo de jóvenes mexicanos y colombianos,México,Revista Del Congreso Mexicano De Psicología,2015,"NORMAN DARIO MORENO CARMONA, ALEXANDER ALVIS RIZZO, DIANA BETANCOURTH OCAMPO, ALEJANDRO GONZALEZ GONZALEZ",1
00349,008,Otros artículos publicados,Revista de divulgación,Una mirada panorámica al cine colombiano,Colombia,Revista Universitaria Luis Amigó,2015,SONIA NATALIA COGOLLO OSPINA,1
00350,008,Otros artículos publicados,Revista de divulgación,Psicología Social desde el otro lado del Atlántico,España,Boletín Sceps,2015,MONICA ALZATE GARCIA,1
00351,008,Otros artículos publicados,Revista de divulgación,"De la psicología estética en la ""Modernidad líquida""",Colombia,Poiésis: Revista Electrónica de Psicología Social,2015,SONIA NATALIA COGOLLO OSPINA,1
00352,008,Otros artículos publicados,Revista de divulgación,La ciencia pierde la armonía [Editorial],Colombia,PERSEITAS,2015,SONIA NATALIA COGOLLO OSPINA,1
00353,008,Otros artículos publicados,Revista de divulgación,Segundo Conde como ideal político en Samper: a propósito de la novela Florencio Conde,Colombia,Revista Universitaria Luis Amigó,2015,SONIA NATALIA COGOLLO OSPINA,1
00354,008,Otros artículos publicados,Revista de divulgación,Ética del Cuidado: Una voz diferente,Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó,2015,NICOLASA MARIA DURAN PALACIO,1
00355,008,Otros artículos publicados,Revista de divulgación,La práctica profesional en el Programa de Psicología de la Fundación Universitaria Luis Amigó: entre el ser y el hacer.,Colombia,Poiésis: Revista Electrónica de Psicología Social,2014,ALEXANDER RODRIGUEZ BUSTAMANTE,1
00356,008,Otros artículos publicados,Revista de divulgación,Concepcions sobre la relació entre transtorn mental i perillositat: implicacions en la pràctica psicològica,España,Anuari De Psicologia De La Societat Valenciana De Psicologia,2014,"TATIANA ANDREA CANO ISAZA, SONIA NATALIA COGOLLO OSPINA",1
00357,008,Otros artículos publicados,Revista de divulgación,La proyección social en el Programa de Psicología de la Funlam: para la gente y con la gente.,Colombia,Poiésis: Revista Electrónica de Psicología Social,2014,ALEXANDER RODRIGUEZ BUSTAMANTE,1
00358,008,Otros artículos publicados,Revista de divulgación,El miedo como estrategia de marketing en los seguros de vida y de accidentes,Colombia,Revista Universitaria Luis Amigó,2014,SONIA NATALIA COGOLLO OSPINA,1
00359,008,Otros artículos publicados,Revista de divulgación,Imaginando un saber sobre el Alma con María Zambrano,Colombia,Revista Universitaria Luis Amigó,2014,NICOLASA MARIA DURAN PALACIO,1
00360,008,Otros artículos publicados,Revista de divulgación,Problematizando la Psicología del Desarrollo desde el Enfoque de las Capacidades de Martha Nussbaum,Colombia,Poiésis: Revista Electrónica de Psicología Social,2013,NICOLASA MARIA DURAN PALACIO,1
00361,008,Otros artículos publicados,Revista de divulgación,"Cóndores no entierran todos los días: cuando matar se convirtió en ""cuestión de principios""",Colombia,Poiésis: Revista Electrónica de Psicología Social,2013,SONIA NATALIA COGOLLO OSPINA,1
00362,008,Otros artículos publicados,Revista de divulgación,El Bullying y el Suicidio en el Escenario Universitario,Colombia,REVISTA COLOMBIANA DE CIENCIAS SOCIALES,2013,JOHN JAIRO GARCIA PENA,1
00363,008,Otros artículos publicados,Revista de divulgación,Inclusión social: de una homogenización que recluye a la equidad liberadora,Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó,2013,NORMAN DARIO MORENO CARMONA,1
00364,008,Otros artículos publicados,Revista de divulgación,El lugar de la teoría de foucault sobre el sujeto y de la reflexión sobre la contemporaneidad en la comprensión de la enfermedad mental y del ejercicio clínico psicológico: una revisión conceptual,Colombia,En-Clave Social,2013,RICARDO ALBERTO ANDRADE RODRIGUEZ,1
00365,008,Otros artículos publicados,Periódico de noticias,El Suicidio: un enfoque psicosocial,Colombia,REVISTA COLOMBIANA DE CIENCIAS SOCIALES,2012,JAIME ALBERTO CARMONA PARRA,1
00366,008,Otros artículos publicados,Revista de divulgación,Acompañamiento familiar durante el tratamiento de pacientes con diagnóstico de enfermedad mental,Colombia,REVISTA COLOMBIANA DE CIENCIAS SOCIALES,2012,"DANIELA CARDONA PATINO, VANESSA ANDREA ZULETA GUZMAN, LAURA LONDONO BERNAL, LUZ ANGELA RAMIREZ NIETO, EDISON FRANCISCO VIVEROS CHAVARRIA",1
00367,008,Otros artículos publicados,Revista de divulgación,Referencialidad de los padres contemporáneos,Colombia,Poiésis: Revista Electrónica de Psicología Social,2012,NORMAN DARIO MORENO CARMONA,1
00368,008,Otros artículos publicados,Revista de divulgación,Expresiones infantiles de agresividad en contextos educativos. Una interpretación desde la Psicología Dinámica y las relaciones familiares,Colombia,REVISTA COLOMBIANA DE CIENCIAS SOCIALES,2012,LAURA VICTORIA LONDONO BERNAL,1
00369,008,Otros artículos publicados,Revista de divulgación,Una Psicología Preteórica. Algunas reflexiones sobre la introducción y el primer capítulo de los Prolegómenos para una Historia del concepto de tiempo de Heidegger,Colombia,REVISTA COLOMBIANA DE CIENCIAS SOCIALES,2011,RICARDO ALBERTO ANDRADE RODRIGUEZ,1
00370,008,Otros artículos publicados,Revista de divulgación,Implicaciones clínicas del uso de los manuales diagnósticos,Colombia,Poiésis: Revista Electrónica de Psicología Social,2011,"LAURA VICTORIA LONDONO BERNAL, CATALINA ECHEVERRI GALLO, ADRIANA ALVAREZ RESTREPO",1
00371,008,Otros artículos publicados,Revista de divulgación,Psicología del Terrorismo: el nuevo malestar en la cultura,Colombia,Poiésis: Revista Electrónica de Psicología Social,2011,NORMAN DARIO MORENO CARMONA,1
00372,008,Otros artículos publicados,Revista de divulgación,Epistemología y Abordajes en Psicología Dinámica (Psicoanálisis relacional),Colombia,REVISTA COLOMBIANA DE CIENCIAS SOCIALES,2011,RICARDO ALBERTO ANDRADE RODRIGUEZ,1
00373,008,Otros artículos publicados,Revista de divulgación,Desafíos y prioridades en el trabajo con jóvenes,Colombia,Poiésis: Revista Electrónica de Psicología Social,2010,NORMAN DARIO MORENO CARMONA,1
00374,008,Otros artículos publicados,Revista de divulgación,"Aproximaciones terapéuticas con sujetos criminales, una mirada desde la responsabilidad ética del sujeto",Colombia,Poiésis: Revista Electrónica de Psicología Social,2010,LAURA VICTORIA LONDONO BERNAL,1
00375,008,Otros artículos publicados,Revista de divulgación,Análisis pragmalingüístico de una interacción verbal terapéutica,Colombia,REVISTA COLOMBIANA DE CIENCIAS SOCIALES,2010,RICARDO ALBERTO ANDRADE RODRIGUEZ,1
00376,008,Otros artículos publicados,Revista de divulgación,Lo Fundamental en la Relación Terapéutica,Colombia,Poiésis: Revista Electrónica de Psicología Social,2010,NORMAN DARIO MORENO CARMONA,1
00377,008,Otros artículos publicados,Revista de divulgación,¿Psicólogos de enfoque o psicólogos generales?,Colombia,Poiésis: Revista Electrónica de Psicología Social,2009,NORMAN DARIO MORENO CARMONA,1
00378,008,Otros artículos publicados,Revista de divulgación,¿Jóvenes en conflicto o crisis de adultos?,Colombia,Poiésis: Revista Electrónica de Psicología Social,2009,NORMAN DARIO MORENO CARMONA,1
00379,008,Otros artículos publicados,Revista de divulgación,"Hacia una clínica del vínculo (Mead, Freud, Pichón y Lacan)",Colombia,Poiésis: Revista Electrónica de Psicología Social,2007,JAIME ALBERTO CARMONA PARRA,1
00380,008,Otros artículos publicados,Revista de divulgación,"El Interaccionismo Simbólico y la investigación del fenómeno de los niños desvinculados de los grupos armados ilegales en Colombia: Algunas consideraciones técnicas, metodológicas y epistemológicas.",Colombia,Poiésis: Revista Electrónica de Psicología Social,2006,JAIME ALBERTO CARMONA PARRA,1
00381,008,Otros artículos publicados,Revista de divulgación,"Interaccionismo Simbólico, perspectiva y método en el campo de la psicología social",Colombia,Poiésis: Revista Electrónica de Psicología Social,2006,JAIME ALBERTO CARMONA PARRA,1
00382,008,Otros artículos publicados,Revista de divulgación,"Enamoramiento Feminidad y Experiencia Mística, a propósito del Cántico Espiritual de San Juán de la Cruz",Colombia,Poiésis: Revista Electrónica de Psicología Social,2005,JAIME ALBERTO CARMONA PARRA,1
00383,008,Otros artículos publicados,Revista de divulgación,"Fundamentación Teórica, Metodológica y Operativa de la Línea de Investigación en Psicología Social y Salud Mental",Colombia,Textos Y Argumentos,2003,"UBERNEY MARIN TAMAYO, CRISTOBAL OVIDIO MUNOZ ARROYAVE, FABIAN OROZCO OROZCO",1
00384,009,Otros artículos publicados,Revista de divulgación,Derecho ambiental: análisis en el contexto de la justicia ambiental para el desarrollo sostenible,Ecuador,Bastcorp International Journal,2025,"LIVIA DIAZ GONZALEZ, THAMAR ISABEL PEREZ BARRERA, JOEL DE JESUS ESTRADA CORDERO, JAVIER ENRIQUE PAYARES IZQUIERDO",1
00385,009,Otros artículos publicados,Revista de divulgación,Modelo sistémico de gestión para la protección sociojurídica del medio ambiente y su contribución al desarrollo humano sostenible,Ecuador,Ethos Scientific Journal,2025,"HERMINIA DE LAS MERCEDES MARTINEZ NEGRETE, LIVIA DIAZ GONZALEZ",1
00386,009,Otros artículos publicados,Periódico de noticias,"Ecoturismo, ronda del Sinú, rio Sinú y cienagas contaminados",Colombia,(1692-5752) El Meridiano de Cordoba,2021,CARLOS RODRIGUEZ SANTOS,1
00387,009,Otros artículos publicados,Periódico de noticias,"A proposito, qué significa la palabra Minga",Colombia,El Meridiano De Cordoba,2020,CARLOS RODRIGUEZ SANTOS,1
00388,009,Otros artículos publicados,Periódico de noticias,"Reabrir el comercio en plena pandemia, no es reactivar la economía del país",Colombia,El Meridiano De Cordoba,2020,CARLOS RODRIGUEZ SANTOS,1
00389,009,Otros artículos publicados,Periódico de noticias,"Reabrir el comercio en plena pandemia, no es reactivar la economía del país",Colombia,El Meridiano De Cordoba,2020,CARLOS RODRIGUEZ SANTOS,1
00390,009,Otros artículos publicados,Periódico de noticias,Las noticias políticas reprobables deben tomare como profundización democrática,Colombia,El Meridiano De Cordoba,2020,CARLOS RODRIGUEZ SANTOS,1
00391,009,Otros artículos publicados,Periódico de noticias,"La Ideologías, en conmemoración a la Batalla de Boyacá",Colombia,El Meridiano De Cordoba,2020,CARLOS RODRIGUEZ SANTOS,1
00392,009,Otros artículos publicados,Periódico de noticias,"Insisto, vamos a necesitar una identidad cultural capaz de crear nacionalismo colombiano",Colombia,El Meridiano De Cordoba,2020,CARLOS RODRIGUEZ SANTOS,1
00393,009,Otros artículos publicados,Periódico de noticias,"La Lógica , ente todo",Colombia,El Meridiano De Cordoba,2020,CARLOS RODRIGUEZ SANTOS,1
00394,009,Otros artículos publicados,Periódico de noticias,"Nacionalismo y Nacionalista, en conmemoración a nuestra independencia",Colombia,El Meridiano De Cordoba,2020,CARLOS RODRIGUEZ SANTOS,1
00395,009,Otros artículos publicados,Periódico de noticias,"Nacionalismo y Nacionalista, en conmemoración a nuestra independencia",Colombia,El Meridiano De Cordoba,2020,CARLOS RODRIGUEZ SANTOS,1
00396,009,Otros artículos publicados,Periódico de noticias,"¿Para hacer un pacto nacional, hay que montar un nuevo gobierno?",Colombia,El Meridiano De Cordoba,2020,CARLOS RODRIGUEZ SANTOS,1
00397,009,Otros artículos publicados,Periódico de noticias,Las formalidades legales en el Derecho colombiano,Colombia,El Meridiano De Cordoba,2020,CARLOS RODRIGUEZ SANTOS,1
00398,009,Otros artículos publicados,Periódico de noticias,Empezó el 2020 en materia tributaria con justicia social?,Colombia,El Meridiano De Cordoba,2020,CARLOS RODRIGUEZ SANTOS,1
00399,009,Otros artículos publicados,Periódico de noticias,Contextualización del caso Uber,Colombia,El Meridiano De Cordoba,2020,CARLOS RODRIGUEZ SANTOS,1
00400,009,Otros artículos publicados,Periódico de noticias,Aumentar anualmente el salario mínimo constituye Justicia Social?,Colombia,El Meridiano De Cordoba,2020,CARLOS RODRIGUEZ SANTOS,1
00401,009,Otros artículos publicados,Periódico de noticias,La etiología del paro,Colombia,El Meridiano De Cordoba,2019,CARLOS RODRIGUEZ SANTOS,1
00402,009,Otros artículos publicados,Periódico de noticias,"Cinismo, qué significa",Colombia,El Meridiano De Cordoba,2019,CARLOS RODRIGUEZ SANTOS,1
00403,009,Otros artículos publicados,Columna de opinión,"No existe la ""coincidencia"" sino ""Diosidencia"" o ""diablocidencia""",Colombia,El Meridiano De Cordoba,2019,CARLOS RODRIGUEZ SANTOS,1
00404,009,Otros artículos publicados,Columna de opinión,"La Abogacía en Colombia, como estamento es bastante responsable de la corrupción",Colombia,El Meridiano De Cordoba,2019,CARLOS RODRIGUEZ SANTOS,1
00405,009,Otros artículos publicados,Columna de opinión,El porte legal de armas para civi¬les en Colombia,Colombia,El Meridiano De Cordoba,2019,CARLOS RODRIGUEZ SANTOS,1
00406,009,Otros artículos publicados,Columna de opinión,Se requiere primero economía formal para requerir urbanidad en las calles,Colombia,El Meridiano De Cordoba,2019,CARLOS RODRIGUEZ SANTOS,1
00407,009,Otros artículos publicados,Columna de opinión,XIII Encuentro de la Jurisdicción Constitucional,Colombia,El Meridiano De Cordoba,2018,CARLOS RODRIGUEZ SANTOS,1
00408,009,Otros artículos publicados,Columna de opinión,"Políticas públicas, a propósito de los 100 días de Duque",Colombia,El Meridiano De Cordoba,2018,CARLOS RODRIGUEZ SANTOS,1
00409,009,Otros artículos publicados,Columna de opinión,La alternativa es la no adopción de po¬líticas neoliberales,Colombia,El Meridiano De Cordoba,2018,CARLOS RODRIGUEZ SANTOS,1
00410,009,Otros artículos publicados,Columna de opinión,¿Financiamien¬to o neolibera¬lismo?,Colombia,El Meridiano De Cordoba,2018,CARLOS RODRIGUEZ SANTOS,1
00411,009,Otros artículos publicados,Columna de opinión,La Reforma a la Justicia propues¬ta por el Gobierno y el CD,Colombia,El Meridiano De Cordoba,2018,CARLOS RODRIGUEZ SANTOS,1
00412,009,Otros artículos publicados,Columna de opinión,"El CNE, a propósito que negó la personería de Colombia Humana",Colombia,El Meridiano De Cordoba,2018,CARLOS RODRIGUEZ SANTOS,1
00413,009,Otros artículos publicados,Columna de opinión,El artículo 235 de la Constitu¬ción de 1991,Colombia,El Meridiano De Cordoba,2018,CARLOS RODRIGUEZ SANTOS,1
00414,009,Otros artículos publicados,Columna de opinión,"El voto como acción social, debe ser racional",Colombia,El Meridiano De Cordoba,2018,CARLOS RODRIGUEZ SANTOS,1
00415,009,Otros artículos publicados,Periódico de noticias,Ciencia y política,Colombia,El Meridiano De Cordoba,2018,CARLOS RODRIGUEZ SANTOS,1
00416,009,Otros artículos publicados,Columna de opinión,Los debates presidenciales son una falacia,Colombia,El Meridiano De Cordoba,2018,CARLOS RODRIGUEZ SANTOS,1
00417,009,Otros artículos publicados,Columna de opinión,El abstencio¬nismo electoral,Colombia,El Meridiano De Cordoba,2018,CARLOS RODRIGUEZ SANTOS,1
00418,009,Otros artículos publicados,Columna de opinión,El voto no es la solución,Colombia,El Meridiano De Cordoba,2018,CARLOS RODRIGUEZ SANTOS,1
00419,009,Otros artículos publicados,Columna de opinión,El nepotismo en los cargos de elección popular,Colombia,El Meridiano De Cordoba,2018,CARLOS RODRIGUEZ SANTOS,1
00420,009,Otros artículos publicados,Columna de opinión,Caníbales en pleno siglo XXI,Colombia,El Meridiano De Cordoba,2017,CARLOS RODRIGUEZ SANTOS,1
00421,009,Otros artículos publicados,Revista de divulgación,Documental Social Participativo: Una estrategia para el desarrollo de competencias comunicativas en estudiantes de la zona rural,Colombia,Assensus,2017,HUBER YECID CASTRO ESCOBAR,1
00422,009,Otros artículos publicados,Columna de opinión,"Política, democracia y partidos políticos",Colombia,El Meridiano De Cordoba,2017,CARLOS RODRIGUEZ SANTOS,1
00423,009,Otros artículos publicados,Columna de opinión,"En reemplazo de las elecciones, cómo lograr un cambio",Colombia,El Meridiano De Cordoba,2017,CARLOS RODRIGUEZ SANTOS,1
00424,009,Otros artículos publicados,Columna de opinión,El derecho a no tener partidos políticos,Colombia,El Meridiano De Cordoba,2017,CARLOS RODRIGUEZ SANTOS,1
00425,009,Otros artículos publicados,Columna de opinión,Nueva ley que aumenta castigo a delitos electorales,Colombia,El Meridiano De Cordoba,2017,CARLOS RODRIGUEZ SANTOS,1
00426,009,Otros artículos publicados,Columna de opinión,"La vivienda digna, a propósito de la ola invernal",Colombia,El Meridiano De Cordoba,2017,CARLOS RODRIGUEZ SANTOS,1
00427,009,Otros artículos publicados,Columna de opinión,La mujer cabeza de familia,Colombia,El Meridiano De Cordoba,2017,CARLOS RODRIGUEZ SANTOS,1
00428,009,Otros artículos publicados,Columna de opinión,Qué es el libre desarrollo de la personalidad,Colombia,El Meridiano De Cordoba,2017,CARLOS RODRIGUEZ SANTOS,1
00429,009,Otros artículos publicados,Revista de divulgación,El perfil del trabajador social en la construcción de paz desde una cultura ambiental El perfil del trabajador social en la construcción de paz desde una cultura ambiental,Panamá,ORATORES,2017,LIVIA DIAZ GONZALEZ,1
00430,009,Otros artículos publicados,Columna de opinión,La enseñanza moral de la riqueza como política penitenciaria,Colombia,El Meridiano De Cordoba,2017,CARLOS RODRIGUEZ SANTOS,1
00431,009,Otros artículos publicados,Columna de opinión,"Corrupción, moralidad administrativa y la acción popular",Colombia,El Meridiano De Cordoba,2017,CARLOS RODRIGUEZ SANTOS,1
00432,009,Otros artículos publicados,Columna de opinión,La Guerra y el Derecho Internacional Humanitario,Colombia,El Meridiano De Cordoba,2017,CARLOS RODRIGUEZ SANTOS,1
00433,009,Otros artículos publicados,Columna de opinión,La segunda instancia como garantía procesal para los congresistas,Colombia,El Meridiano De Cordoba,2017,CARLOS RODRIGUEZ SANTOS,1
00434,009,Otros artículos publicados,Columna de opinión,"El razonamiento judicial, a propósito del caso Colmenares",Colombia,El Meridiano De Cordoba,2017,CARLOS RODRIGUEZ SANTOS,1
00435,009,Otros artículos publicados,Columna de opinión,La dignidad humana y la política,Colombia,El Meridiano De Cordoba,2017,CARLOS RODRIGUEZ SANTOS,1
00436,009,Otros artículos publicados,Columna de opinión,"El debido proceso, a propósito de la ley de delitos menores",Colombia,El Meridiano De Cordoba,2017,CARLOS RODRIGUEZ SANTOS,1
00437,009,Otros artículos publicados,Columna de opinión,"Deserción escolar, pobreza y embarazo, ¿cuál es la causa?",Colombia,El Meridiano De Cordoba,2017,CARLOS RODRIGUEZ SANTOS,1
00438,009,Otros artículos publicados,Revista de divulgación,Edu-entretenimiento: estrategia comunicativa para la intervención de la drogadicción en los estudiantes de la Institución Educativa El Carito mediante una ruta metodológica para la construcción de Documentales Sociales Participativos (D.S.P.),Colombia,(2619-2659) ACTA SCIENTIÆ INFORMATICÆ,2017,HUBER YECID CASTRO ESCOBAR,1
00439,009,Otros artículos publicados,Columna de opinión,"El tributo, a propósito de la reforma tributaria",Colombia,El Meridiano De Cordoba,2016,CARLOS RODRIGUEZ SANTOS,1
00440,009,Otros artículos publicados,Columna de opinión,". La privatización, a propósito del tema de Electricaribe",Colombia,El Meridiano De Cordoba,2016,CARLOS RODRIGUEZ SANTOS,1
00441,009,Otros artículos publicados,Columna de opinión,"¿Será necesaria una jurisdicción especial de paz, en el acuerdo con las Farc?",Colombia,El Meridiano De Cordoba,2016,CARLOS RODRIGUEZ SANTOS,1
00442,009,Otros artículos publicados,Columna de opinión,"A propósito del fallo del tribunal de Estrasburgo: ""no existe derecho al matrimonio gay"".",Colombia,El Meridiano De Cordoba,2016,CARLOS RODRIGUEZ SANTOS,1
00443,009,Otros artículos publicados,Revista de divulgación,MOVIMIENTO INFANTIL SEMBRADORES DE PAZ. PROCESOS DE REINVENCIÓN SOCIAL EN CONTEXTOS DE POSCONFLICTO,Colombia,Publicación Artículo En El Boletín Redipe 803,2016,"VICTOR TERAN REALES, LAURA CRISTINA TERAN SIMANCAS",1
