id,id_grupo,categoria,tipo_producto,titulo,pais_revista,revista,ano,autores,ISSN,tipologia,cuartil_scimago,categoria_publindex,ano_fuente_cuartil,ano_fuente_publindex
00150,001,Artículos publicados,Publicado en revista especializada,Assessment of the relationship between magnetotransport and magnetocaloric properties in nano-sized La0.7Ca0.3Mn1−xNixO3 manganites,Reino Unido,JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,2019,"ADRIAN GOMEZ ZAPATA, EDGAR ANDRES CHAVARRIAGA MIRANDA, OSWALDO MORAN CAMPANA",03048853,1,Q2,No clasificada en Publindex,2019,
01710,011,Artículos publicados,Publicado en revista especializada,Bienestar psicológico en habitantes de calle resocializados de la ciudad de Medellín,Colombia,Psicoespacios,2019,MARICELLY GOMEZ VARGAS,21452776,1,No indexada en Scopus,No clasificada en Publindex,,
00147,001,Artículos publicados,Publicado en revista especializada,"Ferromagnetic long-range ordering in nano-crystalline La0.7Ca0.3Mn1-xNixO3 (x = 0, 0.02) manganites",Países Bajos,JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,2019,"ADRIAN GOMEZ ZAPATA, JORGE LUIS IZQUIERDO NUNEZ, IVAN SUPELANO GARCIA, CARLOS ARTURO PARRA VARGAS, EDGAR ANDRES CHAVARRIAGA MIRANDA, OSWALDO MORAN CAMPANA",03048853,1,Q2,No clasificada en Publindex,2019,
00137,001,Artículos publicados,Publicado en revista especializada,Development of an Emotional Salary Model: a Case of Application,India,INDIAN JOURNAL OF SCIENCE AND TECHNOLOGY,2019,"VICTOR DANIEL GIL VERA, CATALINA QUINTERO LOPEZ, ISABEL CRISTINA PUERTA LOPERA, LUIS FERNANDO QUINTERO ARANGO, JUAN DIEGO BETANCUR ARIAS",09745645,1,Q4,No clasificada en Publindex,2019,
01704,011,Artículos publicados,Publicado en revista especializada,Percepción de la Imagen corporal en universitarios de la Ciudad de Medellín,Colombia,Psicoespacios,2019,"DUBIS MARCELA RINCON BARRETO, CAROLINA SUAREZ MARTINEZ, RUTH DANIRYS MURILLO MOSQUERA, MARIA CAMILA NAVARRETE RUA, SARA PAOLA MESA BENITEZ, SARA CAMILA NARVAEZ ROLDAN",21452776,1,No indexada en Scopus,No clasificada en Publindex,,
01705,011,Artículos publicados,Publicado en revista especializada,Pensamiento crítico y creativo en la educación preescolar: algunos aportes desde la neuropsicopedagogia,Colombia,Katharsis,2019,OLENA KLIMENKO KLIMENKO,01247816,1,No indexada en Scopus,No clasificada en Publindex,,
01706,011,Artículos publicados,Publicado en revista especializada,Aproximación neuropsicopedagógica al concepto de comprensión lectora,Colombia,Psicoespacios,2019,"LUISA FERNANDA CORREA PEREZ, OLENA KLIMENKO KLIMENKO",21452776,1,No indexada en Scopus,No clasificada en Publindex,,
01707,011,Artículos publicados,Publicado en revista especializada,Toward the Design and Validation of a Scale to Assess Amotivational Syndrome in Chronic Marijuana Users (ESATHC),Estados Unidos,INTERNATIONAL JOURNAL OF MENTAL HEALTH AND ADDICTION,2019,"SANDRA MILENA RESTREPO ESCOBAR, GUILLERMO ALONSO CASTANO PEREZ, ORLANDO SCOPPETTA DIAZ GRANADOS",15571882,1,Q2,No clasificada en Publindex,2019,
00149,001,Artículos publicados,Publicado en revista especializada,K-Means Clustering Application: A Monetary Poverty Analysis of Colombian Regions,Pakistán,MIDDLE EAST JOURNAL OF SCIENTIFIC RESEARCH,2019,"VICTOR DANIEL GIL VERA, ISABEL CRISTINA PUERTA LOPERA",19909233,1,No indexada en Scopus,No clasificada en Publindex,,
00146,001,Artículos publicados,Publicado en revista especializada,"Structural, thermodynamic and kinetic factors in the desorption/absorption of a hydrogen molecule in the M3AlH10−xNa (M = Be or Mg; x = 0 or 2) hydrides",Inglaterra,NEW JOURNAL OF CHEMISTRY,2019,"FRANKLIN FERRARO GOMEZ, EDISON HUMBERTO OSORIO LOPEZ, CACIER ZILAHY HADAD ARRIAGADA, LEIDY CAROLINA GIRALDO BARRERA, OLIMPO JOSE GARCIA BELTRAN",13699261,1,Q1,No clasificada en Publindex,2019,
01715,011,Artículos publicados,Publicado en revista especializada,Aproximaciones conceptuales y prácticas a las adicciones en una muestra bibliográfica,Colombia,Drugs And Addictive Behavior,2019,"LUCAS DAVILA CANAS, MARICELLY GOMEZ VARGAS",24631779,1,No indexada en Scopus,No clasificada en Publindex,,
01051,006,Artículos publicados,Publicado en revista especializada,Sobre el conocimiento científico y la investigación narrativa en la escuela,Colombia,Kénosis,2019,"SANDRA JULIET CLAVIJO ZAPATA, JOSE FEDERICO AGUDELO TORRES",23461209,1,No indexada en Scopus,No clasificada en Publindex,,
01061,006,Artículos publicados,Publicado en revista especializada,Sentimientos y pensamientos de jóvenes frente al acoso escolar:el suicidio como alternativa,Colombia,ELEUTHERA,2019,"ADRIANA MARIA GALLEGO HENAO, CATALINA PALACIO CHAVARRIAGA",24631469,1,No indexada en Scopus,C,,2019
01060,006,Artículos publicados,Publicado en revista especializada,"Calidad educativa, a propósito de la gestión comunitaria en nueve establecimientos educativos de Medellín: 2010 a 2013",Colombia,REVISTA COLOMBIANA DE EDUCACION,2019,JOSE WILMAR PINO MONTOYA,01203916,1,Q4,B,2019,2019
01059,006,Artículos publicados,Publicado en revista especializada,La satisfacción laboral y los valores del gerente de aula en las etapas I y II de Educación Básica,Venezuela,ESPACIOS,2019,"CARMEN YSABEL MARTINEZ DE MERINO, ANDREA HENAO GRANADA, YAMARU DEL VALLE CHIRINOS ARAQUE, CLAUDIA MILENA PEREZ PERALTA",07981015,1,Q3,B,2019,2019
01058,006,Artículos publicados,Revisión (Survey),Perspectivas investigativas sobre formación en cultura política en estudiantes universitarios,Colombia,REVISTA VIRTUAL UNIVERSIDAD CATOLICA DEL NORTE,2019,"MONICA MARIA ALVAREZ GALLEGO, JOSE WILMAR PINO MONTOYA, OLGA CECILIA VASQUEZ JARAMILLO",01245821,1,No indexada en Scopus,B,,2019
01057,006,Artículos publicados,Publicado en revista especializada,El rendimiento escolar y el uso de videojuegos en estudiantes de básica secundaria del municipio de La Estrella Antioquia,Colombia,REVISTA EDUCACION,2019,"LEISY MAGDALI ARROYAVE TABORDA, SANDRA MILENA RESTREPO ESCOBAR, WILMER ARTEMO ARBOLEDA SIERRA",03797082,1,No indexada en Scopus,No clasificada en Publindex,,
01056,006,Artículos publicados,Publicado en revista especializada,Maestros gestores de diálogo y pensamiento crítico: una oportunidad para construir paz en el aula,Colombia,Plumilla Educativa,2019,JOSE FEDERICO AGUDELO TORRES,16574672,1,No indexada en Scopus,No clasificada en Publindex,,
01055,006,Artículos publicados,Publicado en revista especializada,Influencia del proceso de inclusión a la inversa en el contexto educativo,Colombia,REVISTA PENSAMIENTO AMERICANO,2019,BAIRON JARAMILLO VALENCIA,20272448,1,No indexada en Scopus,C,,2019
01054,006,Artículos publicados,Publicado en revista especializada,La dinámica familiar y estilos de crianza: pilares fundamentales en la dimensión socioafectiva,Colombia,HALLAZGOS REVISTA DE INVESTIGACIONES,2019,"MONICA MARIA ALVAREZ GALLEGO, JOSE WILMAR PINO MONTOYA, ADRIANA MARIA GALLEGO HENAO, ENID DANIELA VARGAS MESA",17943841,1,No indexada en Scopus,B,,2019
01053,006,Artículos publicados,Revisión (Survey),El cultivo de la convivencia: una oportunidad para prevenir situaciones de acoso escolar,Colombia,INFANCIAS IMAGENES,2019,"JOSE FEDERICO AGUDELO TORRES, ADRIANA MARIA GALLEGO HENAO",16579089,1,No indexada en Scopus,C,,2019
01052,006,Artículos publicados,Publicado en revista especializada,Global reading and writing methodology: analysis of a software implementation on first-graders,Venezuela,ESPACIOS,2019,"BAIRON JARAMILLO VALENCIA, SONIA RUTH QUINTERO ARRUBLA, VICTOR DANIEL GIL VERA",07981015,1,Q3,B,2019,2019
01050,006,Artículos publicados,Publicado en revista especializada,Should an Effective Language Learning Be through the Development of Just One Language Skill?,Estados Unidos,QUALITATIVE REPORT,2019,"BAIRON JARAMILLO VALENCIA, VICTOR DANIEL GIL VERA",10520147,1,Q1,No clasificada en Publindex,2019,
00145,001,Artículos publicados,Publicado en revista especializada,Modelado Matemático de la Triponosomiasis Chagásica,Colombia,Ciencia En Desarrollo,2019,SHIRLENE PATRICIA VEGA ROYERO,24627658,1,No indexada en Scopus,C,,2019
01049,006,Artículos publicados,Publicado en revista especializada,Violencia intrafamiliar y pensamiento creativo: factores que inciden en la resolución de confl ictos en la infancia,Colombia,Actualidades Pedago´gicas,2019,BAIRON JARAMILLO VALENCIA,01201700,1,No indexada en Scopus,No clasificada en Publindex,,
01048,006,Artículos publicados,Publicado en revista especializada,Sentidos de las prácticas discursivas en la formación de maestros en clave de educación para la paz y construcción de ciudadanía,Colombia,REVISTA LASALLISTA DE INVESTIGACION,2019,"JOSE FEDERICO AGUDELO TORRES, SERGIO ANDRES MANCO RUEDA, JUAN CARLOS FRANCO MONTOYA, PATRICIA PARRA MONCADA",17944449,1,Q4,C,2019,2019
01047,006,Artículos publicados,Publicado en revista especializada,Dinámica interna familiar como espacio educativo para la construcción de ciudadanía,Colombia,Educación Y Educadores,2019,"JOSE WILMAR PINO MONTOYA, ADRIANA MARIA GALLEGO HENAO, JUAN FERNANDO LOPEZ CORREA",01231294,1,No indexada en Scopus,B,,2019
01046,006,Artículos publicados,Publicado en revista especializada,Aportes de Bartolomé de las Casas a la teoría actual de los derechos humanos,Colombia,HALLAZGOS REVISTA DE INVESTIGACIONES,2019,JOSE WILMAR PINO MONTOYA,17943841,1,No indexada en Scopus,B,,2019
00139,001,Artículos publicados,Publicado en revista especializada,Should an Effective Language Learning Be through the Development of Just One Language Skill?,Estados Unidos,QUALITATIVE REPORT,2019,"VICTOR DANIEL GIL VERA, BAIRON JARAMILLO VALENCIA",10520147,1,Q1,No clasificada en Publindex,2019,
00140,001,Artículos publicados,Publicado en revista especializada,Global reading and writing methodology: analysis of a software implementation on first-graders,Estados Unidos,ESPACIOS,2019,"VICTOR DANIEL GIL VERA, BAIRON JARAMILLO VALENCIA, SONIA RUTH QUINTERO ARRUBLA",07981015,1,Q3,B,2019,2019
00141,001,Artículos publicados,Publicado en revista especializada,Artificial Hydrogen molecule in vertically stacked Ga1−𝑥Al𝑥As nanoscalerings: Structural and external probes effects on their quantum levels,Países Bajos,PHYSICA E LOW DIMENSIONAL SYSTEMS NANOSTRUCTURES,2019,"JUAN DAVID CASTRILLON GOMEZ, DANNY ARLEN DE JESUS GOMEZ RAMIREZ, YODER ALBERTO SUAZA TABARES, JAIRO HUMBERTO MARIN CADAVID, MARLON RINCON FULLA",13869477,1,Q2,No clasificada en Publindex,2019,
00142,001,Artículos publicados,Publicado en revista especializada,Green inorganic pigment production with spinel structure CoCr2O4 by solution combustion synthesis,Colombia,TECCIENCIA,2019,"EDGAR ANDRES CHAVARRIAGA MIRANDA, ALEX ARBEY LOPERA SEPULVEDA, JUAN FERNANDO MONTOYA, STIVEN VILLADA GIL, OSCAR JAIME RESTREPO BAENA",19093667,1,No indexada en Scopus,C,,2019
00143,001,Artículos publicados,Publicado en revista especializada,Intense laser field effect on D2+ molecular complex localized in semiconductor quantum wells,Colombia,CHEMICAL PHYSICS LETTERS,2019,"YODER ALBERTO SUAZA TABARES, MARLON RINCON FULLA, JAIRO HUMBERTO MARIN CADAVID",00092614,1,Q2,No clasificada en Publindex,2019,
00144,001,Artículos publicados,Publicado en revista especializada,Interfacial Analysis in AZ31B Magnesium Alloy Reinforced with Multiwalled Carbon Nanotubes,Reino Unido,MICROSCOPY AND MICROANALYSIS,2019,"CESAR AUGUSTO ISAZA MERINO, YAMILE CARDONA MAYA, JUAN MANUEL MEZA MEZA",14319276,1,Q2,No clasificada en Publindex,2019,
01714,011,Artículos publicados,Publicado en revista especializada,Aproximaciones conceptuales y prácticas de las adicciones en una muestra bibliográfica,Colombia,Drugs And Addictive Behavior,2019,"MARICELLY GOMEZ VARGAS, LUCAS DAVILA CANAS",24631779,1,No indexada en Scopus,No clasificada en Publindex,,
01716,011,Artículos publicados,Publicado en revista especializada,Estigma social de profesionales de la salud hacia personas que usan drogas,Brasil,PSICOLOGIA EM PESQUISA,2019,"SANDRA MILENA RESTREPO ESCOBAR, ANDRES FELIPE TIRADO OTALVARO",19821247,1,No indexada en Scopus,No clasificada en Publindex,,
00494,003,Artículos publicados,Publicado en revista especializada,Estudio de preferencias declaradas sobre metodologías de enseñanzas constructivistas,Colombia,REVISTA EDUCACION EN INGENIERIA,2019,NESTOR EDUARDO FLOREZ OVIEDO,19008260,1,No indexada en Scopus,C,,2019
01717,011,Artículos publicados,Publicado en revista especializada,Terapia familiar sistémica. Sobre el self del terapeuta,Colombia,REVISTA LATINOAMERICANA DE ESTUDIOS DE FAMILIA,2019,"ALEXANDER RODRIGUEZ BUSTAMANTE, OVIDIO HERRERA RIVERA, DORIS ASTRID PEREZ ARANGO, LEDY MARYORY BEDOYA CARDONA",21456445,1,No indexada en Scopus,No clasificada en Publindex,,
01182,007,Artículos publicados,Publicado en revista especializada,"Crianza contemporánea: formas de acompañamiento, significados y comprensiones desde las realidades familiares",Colombia,REVISTA VIRTUAL UNIVERSIDAD CATOLICA DEL NORTE,2019,"OVIDIO HERRERA RIVERA, LEDY MARYORY BEDOYA CARDONA, MARGARITA MARIA ALVIAR RUIZ",01245821,1,No indexada en Scopus,B,,2019
01181,007,Artículos publicados,Publicado en revista especializada,Terapia familiar sistémica. Sobre el self del terapeuta,Colombia,REVISTA LATINOAMERICANA DE ESTUDIOS DE FAMILIA,2019,"LEDY MARYORY BEDOYA CARDONA, OVIDIO HERRERA RIVERA, ALEXANDER RODRIGUEZ BUSTAMANTE",21456445,1,No indexada en Scopus,No clasificada en Publindex,,
01180,007,Artículos publicados,Publicado en revista especializada,Formas de intervención psicosocial para familias que consultan por tema de crianza,Colombia,INFANCIAS IMAGENES,2019,"OVIDIO HERRERA RIVERA, LEDY MARYORY BEDOYA CARDONA, ADRIANA MARIA CORONADO MENDOZA",16579089,1,No indexada en Scopus,C,,2019
01945,013,Artículos publicados,Corto (Resumen),El conocimiento y los otros,Colombia,REVISTA COLOMBIANA DE CIENCIAS SOCIALES,2019,ANDRES ALFREDO CASTRILLON CASTRILLON,22161201,1,No indexada en Scopus,B,,2019
01945,013,Artículos publicados,Corto (Resumen),El conocimiento y los otros,Colombia,REVISTA COLOMBIANA DE CIENCIAS SOCIALES,2019,ANDRES ALFREDO CASTRILLON CASTRILLON,22161201,1,No indexada en Scopus,B,,2019
01946,013,Artículos publicados,Publicado en revista especializada,"Arte, religión y filosofía en Hegel y Hölderlin",Colombia,PERSEITAS,2019,ANDRES ALFREDO CASTRILLON CASTRILLON,23461780,1,Q4,No clasificada en Publindex,2019,
01947,013,Artículos publicados,Corto (Resumen),Presentación,Colombia,PERSEITAS,2019,DAVID ESTEBAN ZULUAGA MESA,23461780,1,Q4,No clasificada en Publindex,2019,
01948,013,Artículos publicados,Corto (Resumen),EL DECIR POLIVALENTE DE LAS HUMANIDADES EN UN MUNDO ESCINDIDO DE HUMANIDAD,Colombia,PERSEITAS,2019,DAVID ESTEBAN ZULUAGA MESA,23461780,1,Q4,No clasificada en Publindex,2019,
01949,013,Artículos publicados,Publicado en revista especializada,Neurología y la naturaleza de la experiencia religiosa,Colombia,THEOLOGICA XAVERIANA,2019,JUAN CARLOS MUNERA MONTOYA,01203649,1,Q3,B,2019,2019
01950,013,Artículos publicados,Publicado en revista especializada,Pertinencia y actualidad de la pedagogía amigoniana,Colombia,REVISTA COLOMBIANA DE EDUCACION,2019,"DAVID ESTEBAN ZULUAGA MESA, LUIS EDUARDO CORREDOR VARGAS",01203916,1,Q4,B,2019,2019
02109,014,Artículos publicados,Publicado en revista especializada,Prácticas contables y tributarias que adoptan los pequeños negocios en Colombia,Colombia,VIA INVENIENDI ET IUDICANDI,2019,RUBY STELLA CABRERA JARAMILLO,19090528,1,No indexada en Scopus,No clasificada en Publindex,,
00487,003,Artículos publicados,Publicado en revista especializada,"innovación en la Orientación al Mercado en Distribuidoras de Materia Prima de Químicos para la industria de: alimentos, caucho, pegantes, fragancias, detergentes, farmacéuticas y cosméticas",Chile,INFORMACION TECNOLOGICA,2019,JUAN SANTIAGO CALLE PIEDRAHITA,07168756,1,Q2,No clasificada en Publindex,2019,
00488,003,Artículos publicados,Publicado en revista especializada,Reacciones químicas de los azúcares simples empleados en la industria alimentaria,Colombia,REVISTA DIGITAL LAMPSAKOS,2019,"SEBASTIAN ARIAS GIRALDO, DIANA MARCELA LOPEZ VELASCO",21454086,1,No indexada en Scopus,C,,2019
00488,003,Artículos publicados,Publicado en revista especializada,Reacciones químicas de los azúcares simples empleados en la industria alimentaria,Colombia,REVISTA DIGITAL LAMPSAKOS,2019,"SEBASTIAN ARIAS GIRALDO, DIANA MARCELA LOPEZ VELASCO",21454086,1,No indexada en Scopus,C,,2019
00490,003,Artículos publicados,Publicado en revista especializada,Development of an Emotional Salary Model: a Case of Application,India,INDIAN JOURNAL OF SCIENCE AND TECHNOLOGY,2019,"LUIS FERNANDO QUINTERO ARANGO, JUAN DIEGO BETANCUR ARIAS, VICTOR DANIEL GIL VERA",09745645,1,Q4,No clasificada en Publindex,2019,
00491,003,Artículos publicados,Publicado en revista especializada,"""Gestión Del Conocimiento: Una Estrategia Innovadora Para El Desarrollo De Las Universidades"" . En: Colombia",Colombia,CLIO AMERICA,2019,"JOSE ANTONIO LOPEZ GIRALDO, JAIME ALBERTO BELTRAN RIOS",1909941X,1,No indexada en Scopus,C,,2019
00492,003,Artículos publicados,Publicado en revista especializada,Evaluación de los parámetros del proceso de congelación para la pulpa de açaí,Colombia,TecnoLógicas,2019,"SEBASTIAN ARIAS GIRALDO, ADELA MARIA CEBALLOS PENALOZA, LUIS FERNANDO GUTIERREZ MOSQUERA",01237799,1,No indexada en Scopus,B,,2019
00493,003,Artículos publicados,Publicado en revista especializada,El manejo de los recursos económicos y la inteligencia financiera en los estudiantes de educación superior,Venezuela,ESPACIOS,2019,"LUIS FERNANDO QUINTERO ARANGO, LAURA ESTEFANY BUSTAMANTE PENAGOS, JORGE IVAN JIMENEZ SUAREZ, CAMILO ANDRES ECHEVERRI GUTIERREZ, DANY ESTEBAN GALLEGO QUICENO",07981015,1,Q3,B,2019,2019
00499,003,Artículos publicados,Publicado en revista especializada,Conceptualización del rol de la orientación al mercado en comercializadoras de químicos en la ciudad de Medellín,Chile,INGENIARE,2019,JUAN SANTIAGO CALLE PIEDRAHITA,07183305,1,Q3,No clasificada en Publindex,2019,
00498,003,Artículos publicados,Publicado en revista especializada,Cooperativismo como compromiso para la construcción de la paz en Colombia,Venezuela,REVISTA DE CIENCIAS SOCIALES,2019,"JUAN SANTIAGO CALLE PIEDRAHITA, GLORIA MARIA ISAZA ZAPATA",13159518,1,Q3,C,2019,2019
00497,003,Artículos publicados,Publicado en revista especializada,Incidencia de la aplicación de las Normas Internacionales de Información Financiera-NIIF para PYMES en la valoración de la prestación del servicio de parto. Un estudio de caso,Venezuela,ESPACIOS,2019,"YAMARU DEL VALLE CHIRINOS ARAQUE, CLAUDIA MILENA PEREZ PERALTA",07981015,1,Q3,B,2019,2019
00496,003,Artículos publicados,Publicado en revista especializada,La satisfacción laboral y los valores del gerente de aula en las etapas I y II de Educación Básica,Venezuela,ESPACIOS,2019,"VICTOR HUGO MERINO CORDOBA, CARMENYSABEL MARTINEZ DE MERINO, YAMARU DEL VALLE CHIRINOS ARAQUE, CLAUDIA MILENA PEREZ PERALTA, ANDREA HENAO GRANADA",07981015,1,Q3,B,2019,2019
00495,003,Artículos publicados,Publicado en revista especializada,Asociatividad empresarial y liderazgo ambidiestro como generadores de innovación,Venezuela,REVISTA DE CIENCIAS SOCIALES,2019,"JOSE ANTONIO LOPEZ GIRALDO, JAIME ALBERTO BELTRAN RIOS, OLGA INES VELEZ BERNAL, FRANCISCO JAVIER ARIAS VARGAS",13159518,1,Q3,C,2019,2019
01183,007,Artículos publicados,Publicado en revista especializada,El diálogo como fusión de horizontes en la comprensión hermenéutica de Gadamer,Colombia,PERSEITAS,2019,EDISON FRANCISCO VIVEROS CHAVARRIA,23461780,1,Q4,No clasificada en Publindex,2019,
01184,007,Artículos publicados,Publicado en revista especializada,"Crianza contemporánea: formas de acompañamiento, significados y comprensiones desde las realidades familiares",Colombia,REVISTA VIRTUAL UNIVERSIDAD CATOLICA DEL NORTE,2019,"OVIDIO HERRERA RIVERA, LEDY MARYORY BEDOYA CARDONA",01245821,1,No indexada en Scopus,B,,2019
01185,007,Artículos publicados,Publicado en revista especializada,Terapia familia sistémica. Sobre el self del terapeuta,Colombia,REVISTA LATINOAMERICANA DE ESTUDIOS DE FAMILIA,2019,"OVIDIO HERRERA RIVERA, LEDY MARYORY BEDOYA CARDONA, ALEXANDER RODRIGUEZ BUSTAMANTE",21456445,1,No indexada en Scopus,No clasificada en Publindex,,
00839,005,Artículos publicados,Publicado en revista especializada,Balance of Trade and the Dollar Price: A Relational Analysis of the Colombian Case,Colombia,MIDDLE EAST JOURNAL OF SCIENTIFIC RESEARCH,2019,"CATALINA QUINTERO LOPEZ, JAVIER SEBASTIAN RUIZ SANTACRUZ, VICTOR DANIEL GIL VERA",19909233,1,No indexada en Scopus,No clasificada en Publindex,,
00847,005,Artículos publicados,Publicado en revista especializada,"REHABILITACIÓN DE LAS FUNCIONES EJECUTIVAS Y LA COGNICIÓN SOCIAL, EN SUJETOS CON TRASTORNO DE PERSONALIDAD ANTISOCIAL, VINCULADAS AL CONFLICTO ARMADO EN COLOMBIA",Argentina,REVISTA ARGENTINA DE CLINICA PSICOLOGICA,2019,"CLAUDIA MARCELA ARANA MEDINA, ALEXANDER ALVIS RIZZO, ELIZABETH HOYOS ZULUAGA, JUAN CARLOS RESTREPO BOTERO, LUCILA CARDENAS NINO",03276716,1,Q3,No clasificada en Publindex,2019,
00846,005,Artículos publicados,Corto (Resumen),Looking for the right swipe: gender differences in self-presentation on Tinder profiles.,Colombia,ANNUAL REVIEW OF CYBERTHERAPY AND TELEMEDICINE,2019,"JULIO ANTONIO OLIVERA LA ROSA, GORDON PATRICK DUNSTAN INGRAM",15548716,1,Q4,No clasificada en Publindex,2019,
00845,005,Artículos publicados,Publicado en revista especializada,Health Care Expenditures of Medicare Beneficiaries with Normal Pressure Hydrocephalus,Países Bajos,WORLD NEUROSURGERY,2019,"GABRIEL DAVID PINILLA MONSALVE, TITO GIOVANNI MAURICIO VIVAS BUITRAGO",18788750,1,Q2,No clasificada en Publindex,2019,
00844,005,Artículos publicados,Revisión (Survey),Políticas de salud pública para la prevención y el tratamiento de la enfermedad vascular cerebral: una revisión sistemática por medio de la metodología ToS (Tree of Science),Colombia,Medicina U.P.B.,2019,"DANIEL ALFREDO LANDINEZ MARTINEZ, DAVID ANDRES MONTOYA ARENAS",01204874,1,No indexada en Scopus,No clasificada en Publindex,,
00389,002,Artículos publicados,Publicado en revista especializada,¿Ideología encriptada de género? La violencia seminal subyacente a la acusación,Colombia,Revista Ánfora,2019,"JENNIFFER LONDONO JURADO, JUAN FELIPE OROZCO OSPINA",01216538,1,No indexada en Scopus,C,,2019
00388,002,Artículos publicados,Publicado en revista especializada,Economía solidaria y familia: Aportes a la construcción de paz,Colombia,Revista Kavilando,2019,MAYDA SORAYA MARIN GALEANO,20272391,1,No indexada en Scopus,C,,2019
00843,005,Artículos publicados,Publicado en revista especializada,Structural Equation Model for Studying the Autism Spectrum Disorder,Pakistán,MIDDLE EAST JOURNAL OF SCIENTIFIC RESEARCH,2019,"VICTOR DANIEL GIL VERA, CATALINA QUINTERO LOPEZ",19909233,1,No indexada en Scopus,No clasificada en Publindex,,
00842,005,Artículos publicados,Publicado en revista especializada,Classification of Adolescent Offenders of the Law with Radial Neural Network Bases Function,Canadá,MODERN APPLIED SCIENCE,2019,"VICTOR DANIEL GIL VERA, CATALINA QUINTERO LOPEZ, ISABEL CRISTINA PUERTA LOPERA, GABRIEL JAIME CORREA HENAO",19131844,1,No indexada en Scopus,No clasificada en Publindex,,
00841,005,Artículos publicados,Publicado en revista especializada,Development of an Emotional Salary Model: a Case of Application,India,INDIAN JOURNAL OF SCIENCE AND TECHNOLOGY,2019,"JUAN DIEGO BETANCUR ARIAS, LUIS FERNANDO QUINTERO ARANGO, ISABEL C PUERTA",09746846,1,Q4,No clasificada en Publindex,2019,
00840,005,Artículos publicados,Publicado en revista especializada,Executive Function Performance in patients with obesity: a systematic review,Colombia,PSYCHOLOGIA AVANCES DE LA DISCIPLINA,2019,"DANIEL ALFREDO LANDINEZ MARTINEZ, DIANA MARCELA MONTOYA LONDONO, SEBASTIAN ROBLEDO GIRALDO",19002386,1,No indexada en Scopus,B,,2019
00838,005,Artículos publicados,Publicado en revista especializada,Swiping right: face perception in the age of Tinder,Estados Unidos,HELIYON,2019,"JULIO ANTONIO OLIVERA LA ROSA, OLBER EDUARDO ARANGO TOBON",24058440,1,Q1,A1,2019,2019
01186,007,Artículos publicados,Publicado en revista especializada,Formas de intervención psicosocial para familias que consultan por temas de crianza,Colombia,INFANCIAS IMAGENES,2019,"LEDY MARYORY BEDOYA CARDONA, OVIDIO HERRERA RIVERA, ADRIANA MARIA CORONADO MENDOZA",16579089,1,No indexada en Scopus,C,,2019
00148,001,Artículos publicados,Publicado en revista especializada,Manufacturing and reliability of a fiber Bragg grating strain sensor designed for uniaxial compression test of rocks,Colombia,DYNA,2019,"MARIA JULIA NIETO CALLEJAS, ALVARO CASTRO CAICEDO, PEDRO IGNACIO TORRES TRUJILLO",23462183,1,No indexada en Scopus,No clasificada en Publindex,,
01859,012,Artículos publicados,Publicado en revista especializada,La radio y la comprensión cultural: conocer las músicas andinas de la contemporaneidad,Colombia,Folios,2019,MARCOS VEGA SENA,01231022,1,No indexada en Scopus,No clasificada en Publindex,,
00679,004,Artículos publicados,Publicado en revista especializada,El efecto de la obtención del título de pregrado en el ingreso económico: el caso de los graduados de la Universidad Católica Luís Amigó,Colombia,SCIENCE OF HUMAN ACTION,2019,"LUIS FERNANDO QUIROS ARANGO, LUZ MERY ORTIZ SANCHEZ, JUAN FERNANDO HENAO DUQUE, JUAN CARLOS VELASQUEZ TORRES",2500669X,1,No indexada en Scopus,No clasificada en Publindex,,
00678,004,Artículos publicados,Publicado en revista especializada,Branding Corporativo: una revisión bibliográfica,Colombia,Economicas Cuc,2019,"PEDRO LUIS DUQUE HURTADO, SEBASTIAN ROBLEDO GIRALDO",01203932,1,No indexada en Scopus,C,,2019
00677,004,Artículos publicados,Publicado en revista especializada,La satisfacción laboral y los valores del gerente de aula en las etapas I y II de Educación Básica,Venezuela,ESPACIOS,2019,"YAMARU DEL VALLE CHIRINOS ARAQUE, VICTOR HUGO MERINO CORDOBA, CARMEN YSABEL MARTINEZ DE MERINO, CLAUDIA MILENA PEREZ PERALTA",07981015,1,Q3,B,2019,2019
00676,004,Artículos publicados,Publicado en revista especializada,Importancia de la formación en procesos de aplicación de política pública para emprendimientos solidarios: caso Medellín,Colombia,Cooperativismo & Desarrollo,2019,"MARTHA DEL SOCORRO ALZATE CARDENAS, OLGA LUCIA ARBOLEDA ALVAREZ",23824220,1,No indexada en Scopus,No clasificada en Publindex,,
00675,004,Artículos publicados,Publicado en revista especializada,Branding Corporativo: una revisión bibliográfica,Colombia,Economicas Cuc,2019,"PEDRO LUIS DUQUE HURTADO, SEBASTIAN ROBLEDO GIRALDO",01203932,1,No indexada en Scopus,C,,2019
00674,004,Artículos publicados,Publicado en revista especializada,Modelo dinámico exportador de las pymes,Venezuela,ESPACIOS,2019,"MARIA ISABEL GUERRERO MOLINA, LUIS FERNANDO QUIROS ARANGO, NELSON DARIO CAICEDO RESTREPO, JULIAN MAURICIO VELEZ TAMAYO",07981015,1,Q3,B,2019,2019
