id,id_grupo,categoria,tipo_producto,titulo,pais_revista,revista,ano,autores,ISSN,tipologia,cuartil_scimago,categoria_publindex,ano_fuente_cuartil,ano_fuente_publindex
01838,012,Artículos publicados,Publicado en revista especializada,La migración venezolana y su construcción en la agenda pública en las conversaciones de Twitter en Suramérica 2014-2019,Colombia,COLOMBIA INTERNACIONAL,2022,"MARIA CATALINA CRUZ GONZALEZ, JUAN DAVID CARDENAS RUIZ",01215612,1,Q1,A1,2022,2022
01839,012,Artículos publicados,Publicado en revista especializada,"Discursos de poder, resistencia y nuevos códigos en el Paro Nacional en Colombia: Análisis de la obra artística ""Todo está muy paro""",España,ARTE INDIVIDUO Y SOCIEDAD,2022,"CARLOS ARANGO LOPERA, MARIA CATALINA CRUZ GONZALEZ",11315598,1,Q1,A1,2022,2022
01840,012,Artículos publicados,Publicado en revista especializada,La dimensión comunicativa de los objetos: imaginarios y sistemas simbólicos como mediadores del recuerdo en la cultura material,España,FOTOCINEMA,2022,"CARLOS ARANGO LOPERA, MARIA CATALINA CRUZ GONZALEZ",21720150,1,Q1,No clasificada en Publindex,2022,
01841,012,Artículos publicados,Publicado en revista especializada,Funciones narrativas de la voz en la serie Narcos de Netflix,Colombia,KEPES,2022,"ALEJANDRO ALZATE GIRALDO, VERONICA HEREDIA RUIZ, CESAR ALONSO CARDONA CANO",17947111,1,Q1,A1,2022,2022
01842,012,Artículos publicados,Publicado en revista especializada,Emotional Intelligence as a Predictor of Prosocial Behaviors in Spanish and Colombian Older Adults Based on Path Models,Suiza,HEALTHCARE,2022,"CARLOS ANDRES TREJOS GIL, JUAN DIEGO BETANCUR ARIAS",22279032,1,Q2,A2,2022,2022
01843,012,Artículos publicados,Publicado en revista especializada,Panorama de riesgos por el uso de la tecnología en América Latina,Colombia,Trilogia,2022,"JHOEEN SNEYDER ROJAS DIAZ, JOHN JAIRO YEPES LONDONO",21454426,1,No indexada en Scopus,C,,2022
00799,005,Artículos publicados,Publicado en revista especializada,La asociación entre acoso y ciberacoso escolar y el efecto predictor de la desconexión moral: una revisión bibliométrica basada en la teoría de grafos,España,EDUCACION XX1,2022,"ANYERSON STITHS GOMEZ TABARES, MARIA CRISTINA CORREA DUQUE",1139613X,1,Q1,A1,2022,2022
00798,005,Artículos publicados,Revisión (Survey),Neuroeconomía y toma de decisiones financieras: aproximación desde una revision sistemática de literatura,Colombia,Revista CEA,2022,"DANIEL ALFREDO LANDINEZ MARTINEZ, DANIEL OSORIO BARRETO, JUAN CARLOS CHICA MESA",24223182,1,No indexada en Scopus,B,,2022
01656,011,Artículos publicados,Publicado en revista especializada,Calidad de vida relacionada con la salud y el trabajo en casa durante la pandemia ocasionada por el COVID-19,Colombia,Rhs-Revista Humanismo Y Sociedad,2022,"OLGA LUCILA GUARIN BECERRA, MAURICIO MEJIA LOBO, ANGELA MARIA SANCHEZ VILLARREAL",23394196,1,No indexada en Scopus,No clasificada en Publindex,,
00988,006,Artículos publicados,Publicado en revista especializada,Aprendizaje en la escuela: Influencia por parte de los acudientes en las prácticas educativas,Colombia,Búsqueda,2022,BAIRON JARAMILLO VALENCIA,25005766,1,No indexada en Scopus,No clasificada en Publindex,,
00965,006,Artículos publicados,Publicado en revista especializada,Competencias científicas en niños y niñas de primera infancia,Costa Rica,REVISTA ELECTRONICA EDUCARE,2022,"ADRIANA MARIA GALLEGO HENAO, ENID DANIELA VARGAS MESA, LEISY MAGDALI ARROYAVE TABORDA",14094258,1,Q3,B,2022,2022
00966,006,Artículos publicados,Publicado en revista especializada,"Violencia contra la infancia: expedientes del Archivo Histórico Judicial de Medellín, Colombia, finales del siglo XIX y primera mitad del siglo XX",Colombia,RATIO JURIS,2022,"JAIRO GUTIERREZ AVENDANO, HERWIN EDUARDO CARDONA QUITIAN, JULIAN ANDRES AMADO BECERRA",17946638,1,No indexada en Scopus,C,,2022
01294,008,Artículos publicados,Publicado en revista especializada,Entramados discursivos de las maternidades contemporáneas a través de los contextos digitales.,Estados Unidos,QUALITATIVE REPORT,2022,"CATALINA ECHEVERRI GALLO, NICOLASA MARIA DURAN PALACIO",21603715,1,No indexada en Scopus,A1,,2022
01296,008,Artículos publicados,Publicado en revista especializada,Violencia institucional de género en el sistema jurídico colombiano,Colombia,El Ágora Usb,2022,"NICOLASA MARIA DURAN PALACIO, SARA CATALINA POSADA MARIN, MAGDA VICTORIA DIAZ ALZATE",16578031,1,No indexada en Scopus,B,,2022
01297,008,Artículos publicados,Publicado en revista especializada,"Liderazgo cultural y modalidades de agenciamiento colectivo en la Comuna 1 de Medellín, Colombia",Colombia,PROSPECTIVA,2022,"HERWIN EDUARDO CARDONA QUITIAN, OLGA LUCIA MAZO MEJIA",2389993X,1,No indexada en Scopus,C,,2022
01298,008,Artículos publicados,Publicado en revista especializada,Perceived Social SPerceived Social Support and Risk of Cyberbullying in Adolescents: A Systematic Reviewupport and Risk of Cyberbullying In Adolescents: A Systematic Review,Estados Unidos,QUALITATIVE REPORT,2022,KATY LUZ MILLAN OTERO,10520147,1,Q1,A1,2022,2022
01299,008,Artículos publicados,Publicado en revista especializada,De la complejidad y su diversidad de concepciones,Colombia,Rhs-Revista Humanismo Y Sociedad,2022,"MAGDA VICTORIA DIAZ ALZATE, NICOLASA MARIA DURAN PALACIO, MARIANA YEPES BUSTAMANTE",23394196,1,No indexada en Scopus,No clasificada en Publindex,,
01300,008,Artículos publicados,Publicado en revista especializada,"El efecto de la desvinculación moral sobre el acoso escolar, el ciberacoso y otros comportamientos disruptivos en niños(as) y adolescentes. Una revisión de la literatura",Colombia,PSICOGENTE,2022,MARIA CRISTINA CORREA DUQUE,01240137,1,No indexada en Scopus,B,,2022
01301,008,Artículos publicados,Publicado en revista especializada,Experiencias de cuidado y configuraciones subjetivas de madres de niños y niñas con discapacidad,España,SIGLO CERO,2022,"MAGDA VICTORIA DIAZ ALZATE, MONICA MELISSA RAMIREZ TABORDA",25300350,1,No indexada en Scopus,No clasificada en Publindex,,
01302,008,Artículos publicados,Publicado en revista especializada,VIH: Una mirada a la luz de lo psicosocial,México,PSICOLOGIA Y SALUD,2022,"JOHN JAIRO GARCIA PENA, BERNARDO ANTONIO ANGEL TOBON",14051109,1,No indexada en Scopus,C,,2022
01303,008,Artículos publicados,Publicado en revista especializada,Reciclaje y construcción social del territorio: Una mirada psicosocial,Estados Unidos,QUALITATIVE REPORT,2022,"HEIDI SMITH PULIDO VARON, LUZ ADRIANA GIRALDO GOMEZ",21603715,1,No indexada en Scopus,A1,,2022
01304,008,Artículos publicados,Publicado en revista especializada,Dimensiones de la personalidad y su relación con las tendencias prosociales y la empatía en niños(as) y adolescentes en vulnerabilidad psicosocial,Perú,Revista de Psicologia,2022,"ANYERSON STITHS GOMEZ TABARES, MARIELA NARVAEZ MARIN",22233733,1,Q4,C,2022,2022
01305,008,Artículos publicados,Publicado en revista especializada,"Relación entre funciones ejecutivas y la competencia social, en menores que se desvinculan del conflicto armado en Colombia",Colombia,PSICOLOGIA DESDE EL CARIBE,2022,"JOHN JAIRO GARCIA PENA, CLAUDIA MARCELA ARANA MEDINA, ELIZABETH HOYOS ZULUAGA",0123417X,1,No indexada en Scopus,No clasificada en Publindex,,
01306,008,Artículos publicados,Publicado en revista especializada,El entre-nos femenino: Una promesa política,Estados Unidos,QUALITATIVE REPORT,2022,"MAGDA VICTORIA DIAZ ALZATE, NICOLASA MARIA DURAN PALACIO, DEYSAFIRA GOMEZ DURAN",21603715,1,No indexada en Scopus,A1,,2022
01307,008,Artículos publicados,Publicado en revista especializada,Perfil de las funciones ejecutivas en una muestra de niños diagnosticados con trastorno negativista desafiante.,República Dominicana,Ciencia Y Sociedad,2022,"JOHN JAIRO GARCIA PENA, CLAUDIA MARCELA ARANA MEDINA",03787680,1,No indexada en Scopus,No clasificada en Publindex,,
01308,008,Artículos publicados,Publicado en revista especializada,"El cuerpo trans*: territorio de poder, lugar de resistencia al poder heteronormativo",Colombia,REVISTA COLOMBIANA DE CIENCIAS SOCIALES,2022,"HEIDI SMITH PULIDO VARON, MARIA JOSE MARTINEZ ERASO",22161201,1,No indexada en Scopus,No clasificada en Publindex,,
01522,009,Artículos publicados,Publicado en revista especializada,Responsabilidad de Medio de los operadores de Tic´s y sus Efectos Nocivos en Caso de Perdida de Datos Personales,Colombia,Academia & Derecho.   Revista Semestral,2022,FIDENCIO RAFAEL SUAREZ VARGAS,22158944,1,No indexada en Scopus,B,,2022
01588,010,Artículos publicados,Publicado en revista especializada,"Redes sociales virtuales y estrategias de afrontamiento en migrantes de Colombia, Panamá y Chile: difernecias y relaciones",Colombia,Universitas Psychologica,2022,"BENILDA LAYNE BERNAL, PEDRO ALVAREZ MASSI, ARCADIO DE JESUS CARDONA ISAZA",16579267,1,Q4,B,2022,2022
00343,002,Artículos publicados,Publicado en revista especializada,El mindfulness como tecnología para el desarrollo de la inteligencia emocional. Aplicación a la conciliación en línea,Colombia,Revista De Psicología Universidad De Antioquia,2022,DAVID ANDRES DIEZ GOMEZ,22561102,1,No indexada en Scopus,No clasificada en Publindex,,
01293,008,Artículos publicados,Publicado en revista especializada,"Construcción de paz en clave del cuidado: Aportes de las mujeres de la Corporación Cornifu, Vereda Granizal (Bello, Antioquia)",Estados Unidos,QUALITATIVE REPORT,2022,"HEIDI SMITH PULIDO VARON, WILMAN PRECIADO VALENCIA",10520147,1,Q1,A1,2022,2022
01292,008,Artículos publicados,Publicado en revista especializada,Papel de las tecnologías digitales en la consolidación del Posthumanismocomo nueva forma de humanismo,Venezuela,Revista de Filosofia,2022,"MAGDA VICTORIA DIAZ ALZATE, JORGE HERNAN GONZALEZ CORTES, ANYERSON STITHS GOMEZ TABARES",24779598,1,En Scopus sin cuartil,C,2022,2022
01291,008,Artículos publicados,Publicado en revista especializada,"Los debates contemporáneos sobre el derecho de familias, de infancias y de adolescencias a partir de la investigación jurídica y sociojurídica en Colombia",Colombia,REVISTA DE LA FACULTAD DE DERECHO Y CIENCIAS POLITICAS,2022,"LINA MARCELA ESTRADA JARAMILLO, MARTA CECILIA MAYA ZULUAGA, KATY LUZ MILLAN OTERO, JORGE EDUARDO VASQUEZ SANTAMARIA",01203886,1,No indexada en Scopus,C,,2022
01160,007,Artículos publicados,Revisión (Survey),Ejercicio físico durante la pandemia: una revisión sistemática utilizando la herramienta PRISMA,España,REVISTA IBEROAMERICANA DE CIENCIAS DE LA ACTIVIDAD FISICA Y EL DEPORTE,2022,"CAROLINA VASQUEZ LOPEZ, ZONAIKA MAIRA POSADA LOPEZ",22550461,1,No indexada en Scopus,No clasificada en Publindex,,
01287,008,Artículos publicados,Publicado en revista especializada,"Violencia contra la infancia: expedientes del archivo histórico judicial de Medellín, Colombia, finales del siglo XIX y primera mitad del siglo XX",Colombia,RATIO JURIS,2022,"HERWIN EDUARDO CARDONA QUITIAN, JAIRO GUTIERREZ AVENDANO, JULIAN ANDRES AMADO BECERRA",17946638,1,No indexada en Scopus,C,,2022
01288,008,Artículos publicados,Publicado en revista especializada,Estrategias de prosocialidad en jóvenes desvinculados del conflicto armado en Colombia.,Colombia,El Ágora Usb,2022,"JOHN JAIRO GARCIA PENA, CLAUDIA MARCELA ARANA MEDINA",16578031,1,No indexada en Scopus,B,,2022
01289,008,Artículos publicados,Corto (Resumen),El feminismo no es antihombres. A propósito de las denuncias y las luchas feministas,Colombia,PERSEITAS,2022,MAGDA VICTORIA DIAZ ALZATE,23461780,1,Q3,C,2022,2022
01290,008,Artículos publicados,Publicado en revista especializada,Salud mental positiva como factor protector en la prevención del comportamiento suicida. Afianzamiento desde grupos de apoyo.,Colombia,REVISTA COLOMBIANA DE PSIQUIATRIA,2022,"JOHN JAIRO GARCIA PENA, GLORIA CECILIA CARDONA RIOS, ELIZA KRATC GIL, DAVID IGNACIO MOLINA VELASQUEZ",00347450,1,Q3,B,2022,2022
01163,007,Artículos publicados,Publicado en revista especializada,Crianza Reflexiva. Aproximación al estado actual de los estudios,Colombia,Palobra,2022,"LEDY MARYORY BEDOYA CARDONA, OVIDIO HERRERA RIVERA, SONIA ELENA LOPEZ PULGARIN, JUAN ESTEBAN ZAPATA ZAPATA",23462884,1,No indexada en Scopus,No clasificada en Publindex,,
01162,007,Artículos publicados,Publicado en revista especializada,Beneficios de la práctica de actividad física durante la pandemia generada por el Covid-19,Colombia,Revista Digital Actividad Física Y Deporte,2022,"ZONAIKA MAIRA POSADA LOPEZ, CAROLINA VASQUEZ LOPEZ",24628948,1,No indexada en Scopus,No clasificada en Publindex,,
01161,007,Artículos publicados,Publicado en revista especializada,Beneficios de la práctica de actividad física durante la pandemia generada por el Covid-19,Colombia,Revista Digital Actividad Física Y Deporte,2022,"CAROLINA VASQUEZ LOPEZ, ZONAIKA MAIRA POSADA LOPEZ",24628948,1,No indexada en Scopus,No clasificada en Publindex,,
01159,007,Artículos publicados,Revisión (Survey),Ejercicio físico durante la pandemia: una revisión sistemática utilizando la herramienta PRISMA,España,REVISTA IBEROAMERICANA DE CIENCIAS DE LA ACTIVIDAD FISICA Y EL DEPORTE,2022,"ZONAIKA MAIRA POSADA LOPEZ, CAROLINA VASQUEZ LOPEZ",22550461,1,No indexada en Scopus,No clasificada en Publindex,,
01150,007,Artículos publicados,Publicado en revista especializada,Procesos de transición hacia el retiro deportivo: una revisión sistemática usando la herramienta PRISMA,España,REVISTA IBEROAMERICANA DE CIENCIAS DE LA ACTIVIDAD FISICA Y EL DEPORTE,2022,"ZONAIKA MAIRA POSADA LOPEZ, CAROLINA VASQUEZ LOPEZ",22550461,1,No indexada en Scopus,No clasificada en Publindex,,
01157,007,Artículos publicados,Publicado en revista especializada,"Atención a niños, niñas, adolescentes y sus familias víctimas del conflicto armado en Colombia. Revisión documental",Colombia,REVISTA LATINOAMERICANA DE CIENCIAS SOCIALES NINEZ Y JUVENTUD,2022,"EDISON FRANCISCO VIVEROS CHAVARRIA, EYESID ALVAREZ BAHENA",20277679,1,Q3,B,2022,2022
01156,007,Artículos publicados,Publicado en revista especializada,Aprendizajes significativos en la formación de terapeutas familiares de la Universidad Católica Luis Amigó.,Colombia,REVISTA VIRTUAL UNIVERSIDAD CATOLICA DEL NORTE,2022,"LEDY MARYORY BEDOYA CARDONA, OVIDIO HERRERA RIVERA",01245821,1,No indexada en Scopus,B,,2022
01155,007,Artículos publicados,Publicado en revista especializada,Aprendizajes significativos en la formación de terapeutas familiares de la Universidad Católica Luis Amigó,Colombia,REVISTA VIRTUAL UNIVERSIDAD CATOLICA DEL NORTE,2022,"OVIDIO HERRERA RIVERA, LEDY MARYORY BEDOYA CARDONA",01245821,1,No indexada en Scopus,B,,2022
01154,007,Artículos publicados,Publicado en revista especializada,Salud mental y retiro deportivo en atletas antioqueños que participaron en juegos olímpicos y juegos paralímpicos,España,REVISTA IBEROAMERICANA DE CIENCIAS DE LA ACTIVIDAD FISICA Y EL DEPORTE,2022,ZONAIKA MAIRA POSADA LOPEZ,22550461,1,No indexada en Scopus,No clasificada en Publindex,,
01153,007,Artículos publicados,Publicado en revista especializada,Crianza Reflexiva. Aproximación al estado actual de los estudios,Colombia,Palobra,2022,OVIDIO HERRERA RIVERA,16570111,1,No indexada en Scopus,No clasificada en Publindex,,
01152,007,Artículos publicados,Revisión (Survey),Procesos de transición hacia el retiro deportivo: una revisión sistemática usando la herramienta PRISMA.,España,REVISTA IBEROAMERICANA DE CIENCIAS DE LA ACTIVIDAD FISICA Y EL DEPORTE,2022,"CAROLINA VASQUEZ LOPEZ, ZONAIKA MAIRA POSADA LOPEZ",22550461,1,No indexada en Scopus,No clasificada en Publindex,,
01151,007,Artículos publicados,Publicado en revista especializada,Salud mental y retiro deportivo en atletas antioqueños que participaron en juegos olímpicos y juegos paralímpicos.,España,REVISTA IBEROAMERICANA DE CIENCIAS DE LA ACTIVIDAD FISICA Y EL DEPORTE,2022,"CAROLINA VASQUEZ LOPEZ, ZONAIKA MAIRA POSADA LOPEZ",22550461,1,No indexada en Scopus,No clasificada en Publindex,,
00344,002,Artículos publicados,Publicado en revista especializada,EL EJERCICIO DEL DERECHO DE ACCESOA LA INFORMACIÓN EN ASUNTOS AMBIENTALESEN COLOMBIA,Colombia,RATIO JURIS,2022,"JORGE EDUARDO VASQUEZ SANTAMARIA, CAROLINA RESTREPO MUNERA, ANA MARIA ROLDAN VILLA",17946638,1,No indexada en Scopus,C,,2022
00345,002,Artículos publicados,Publicado en revista especializada,Concepciones jurisprudenciales colombianas sobre perspectiva de género en casos de orientaciones sexuales e identidades de género no heteronormativas en la escuela,Colombia,Universitas Humanistica,2022,"ELVIGIA CARDONA ZULETA, MARIA ISABEL URIBE LOPEZ",01204807,1,No indexada en Scopus,B,,2022
00346,002,Artículos publicados,Publicado en revista especializada,Re-pensando la clínica jurídica de la Universidad Católica Luis Amigó a partir de la formación basada en competencias,Colombia,JURIDICAS,2022,"JORGE EDUARDO VASQUEZ SANTAMARIA, ELVIGIA CARDONA ZULETA",17942918,1,Q4,B,2022,2022
00974,006,Artículos publicados,Publicado en revista especializada,Prácticas de crianza y estilos parentales: contextos sociales y retos para la Administración Pública,Colombia,Administración & Desarrollo,2022,"ADRIANA MARIA GALLEGO HENAO, MONICA MARIA ALVAREZ GALLEGO, DIEGO ALEJANDRO CORREA CORREA, NESLY EDILMA REY CRUZ, CARLOS AUGUSTO ARBOLEDA JARAMILLO",01203754,1,No indexada en Scopus,C,,2022
00980,006,Artículos publicados,Publicado en revista especializada,The instrumentalized perception of English for competitiveness: a case study,Colombia,REVISTA PENSAMIENTO AMERICANO,2022,"OSCAR PELAEZ HENAO, LUISA FERNANDA ECHEVERRI CORREA, EDISON FERNEY CASTRILLON ANGEL",20272448,1,No indexada en Scopus,C,,2022
00979,006,Artículos publicados,Publicado en revista especializada,"The Intervention of Social Work Against the Governance of Sustainability: Review, Analysis and Discussion From 1976 to 2022",Turquía,JOURNAL OF POSITIVE PSYCHOLOGY AND WELLBEING,2022,"CARMEN YSABEL MARTINEZ DE MERINO, VICTOR HUGO MERINO CORDOBA",25870130,1,Q1,A2,2022,2022
00978,006,Artículos publicados,Publicado en revista especializada,12.	Preferencias de metodologías de aprendizaje a partir de modelos de elección,Chile,ESTUDIOS PEDAGOGICOS,2022,"SONIA RUTH QUINTERO ARRUBLA, NESTOR EDUARDO FLOREZ OVIEDO",07180705,1,No indexada en Scopus,No clasificada en Publindex,,
00977,006,Artículos publicados,Publicado en revista especializada,Confirmatory factorial model of the administration of perceived security against COVID-19,Turquía,JOURNAL OF POSITIVE PSYCHOLOGY AND WELLBEING,2022,"CARMEN YSABEL MARTINEZ DE MERINO, VICTOR HUGO MERINO CORDOBA",25870130,1,Q1,A2,2022,2022
00976,006,Artículos publicados,Publicado en revista especializada,"La infancia en filosofía, historia y estética del cine latinoamericano en el siglo XX",Colombia,Revista Disertaciones,2022,"JAIRO GUTIERREZ AVENDANO, JULIAN ANDRES AMADO BECERRA",2215986X,1,No indexada en Scopus,No clasificada en Publindex,,
00975,006,Artículos publicados,Publicado en revista especializada,Estrategias de prosocialidad en jóvenes desvinculados del conflicto armado en Colombia,Colombia,El Ágora Usb,2022,CLAUDIA MARCELA ARANA MEDINA,16578031,1,No indexada en Scopus,B,,2022
00974,006,Artículos publicados,Publicado en revista especializada,Prácticas de crianza y estilos parentales: contextos sociales y retos para la Administración Pública,Colombia,Administración & Desarrollo,2022,"ADRIANA MARIA GALLEGO HENAO, MONICA MARIA ALVAREZ GALLEGO, DIEGO ALEJANDRO CORREA CORREA, NESLY EDILMA REY CRUZ, CARLOS AUGUSTO ARBOLEDA JARAMILLO",01203754,1,No indexada en Scopus,C,,2022
00973,006,Artículos publicados,Publicado en revista especializada,Interculturality in the English teaching and learning processes,Colombia,Cultura,2022,"SEBASTIAN FLOREZ MONTANO, JEFFERSON ASDRUBAL ZAPATA GARCIA, OSCAR PELAEZ HENAO",23897724,1,No indexada en Scopus,B,,2022
00982,006,Artículos publicados,Publicado en revista especializada,La formación posgradual en Colombia. Aportes significativos a los profesionales del hoy,Colombia,Revista De Postgrado,2022,"YUSTY CAROLINA RESTREPO SEGURA, LEISY MAGDALI ARROYAVE TABORDA, JUAN SANTIAGO CALLE PIEDRAHITA, DAVID IGNACIO MOLINA VELASQUEZ",23063556,1,No indexada en Scopus,No clasificada en Publindex,,
00972,006,Artículos publicados,Publicado en revista especializada,Evaluación formativa como proceso mentor en la enseñanza y aprendizaje hacia la calidad educativa,Venezuela,REVISTA DE CIENCIAS SOCIALES,2022,"ELVIA ELENA YEPES VILLA, JAIRO GUTIERREZ AVENDANO",13159518,1,Q2,B,2022,2022
00971,006,Artículos publicados,Publicado en revista especializada,Educación en la diversidad: Un espacio de relaciones en la comunidad estudiantil universitaria,Venezuela,REVISTA DE CIENCIAS SOCIALES,2022,"NATALIA ANDREA ALZATE ALZATE, ADRIANA MARIA GALLEGO HENAO, VICTOR HUGO MERINO CORDOBA, CARMEN YSABEL MARTINEZ DE MERINO",13159518,1,Q2,B,2022,2022
00970,006,Artículos publicados,Publicado en revista especializada,Enseñanza de ciencias económicas utilizando problemas sociales y prospectiva en una población de Colombia,Colombia,REVISTA DE CIENCIAS SOCIALES,2022,"CAROLINA SOLARTE GOMEZ, IVAN ANDRES MARTINEZ ZAPATA",13159518,1,Q2,B,2022,2022
00969,006,Artículos publicados,Publicado en revista especializada,"Formación de sujetos políticos, una apuesta por la construcción de ciudadanía",Colombia,ELEUTHERA,2022,"CARMEN YSABEL MARTINEZ DE MERINO, DIEGO FERNANDO SAAVEDRA ECHEVERRI",24631469,1,No indexada en Scopus,C,,2022
00968,006,Artículos publicados,Publicado en revista especializada,Perfil de capacidades científicas de los docentes de investigación en facultades de educación en Colombia,Cuba,UNIVERSIDAD Y SOCIEDAD,2022,"DEIVIS ROBINSON MOSQUERA ALBORNOZ, JAIRO GUTIERREZ AVENDANO",22183620,1,Q3,No clasificada en Publindex,2022,
00967,006,Artículos publicados,Publicado en revista especializada,Las prácticas educativas mediadas por la virtualidad en tiempos de pandemia de COVID-19 y su relación con el desarrollo humano.,Colombia,Aletheia. Revista De Desarrollo Humano,2022,"LEISY MAGDALI ARROYAVE TABORDA, JOSE WILMAR PINO MONTOYA",21450366,1,No indexada en Scopus,C,,2022
00967,006,Artículos publicados,Publicado en revista especializada,Las prácticas educativas mediadas por la virtualidad en tiempos de pandemia de COVID-19 y su relación con el desarrollo humano.,Colombia,Aletheia. Revista De Desarrollo Humano,2022,"LEISY MAGDALI ARROYAVE TABORDA, JOSE WILMAR PINO MONTOYA",21450366,1,No indexada en Scopus,C,,2022
00981,006,Artículos publicados,Publicado en revista especializada,The instrumentalized perception of english for competitiveness: a case study,Colombia,REVISTA PENSAMIENTO AMERICANO,2022,"OSCAR PELAEZ HENAO, EDISON FERNEY CASTRILLON ANGEL, LUISA FERNANDA ECHEVERRI CORREA",20272448,1,No indexada en Scopus,C,,2022
00983,006,Artículos publicados,Publicado en revista especializada,Pautas de Crianza Relacionadas con el comportamiento ambiental responsable en familias de zonas rurales del Municipio de Ebéjico,Colombia,REVISTA VIRTUAL UNIVERSIDAD CATOLICA DEL NORTE,2022,"MARTA ELENA GONZALEZ GIL, YULIANA CASTRILLON MARTINEZ",01245821,1,No indexada en Scopus,B,,2022
00347,002,Artículos publicados,Publicado en revista especializada,El reasentamiento: ¿Un eslabón suelto para cumplir con los objetivos del desarrollo sostenible?,Colombia,REVISTA CES DERECHO,2022,"JORGE EDUARDO VASQUEZ SANTAMARIA, ERIKA JOULLIETH CASTRO BUITRAGO",21457719,1,No indexada en Scopus,C,,2022
00994,006,Artículos publicados,Revisión (Survey),Excombatientes del conflicto armado colombiano: desafíos psicosociales,Colombia,ELEUTHERA,2022,DIANA MARCELA GARCIA MUNOZ,24631469,1,No indexada en Scopus,C,,2022
01649,011,Artículos publicados,Publicado en revista especializada,Asociación entre el uso de las redes sociales y la Ortorexia Nerviosa en estudiantes universitarios,Colombia,Revista De Psicología Universidad De Antioquia,2022,"LUISA FERNANDA CORREA PEREZ, KATERINE RESTREPO GOMEZ, OLBER EDUARDO ARANGO TOBON, JESUS GOENAGA PENA",22561102,1,No indexada en Scopus,No clasificada en Publindex,,
01650,011,Artículos publicados,Publicado en revista especializada,Riesgo de consumo de sustancias psicoactivas y su relación con el uso problemático de videojuegos y redes sociales en estudiantes universitarios,Colombia,PSICOGENTE,2022,"DUBIS MARCELA RINCON BARRETO, JORGE HERNAN GONZALEZ CORTES, MAURICIO MEJIA LOBO",01240137,1,No indexada en Scopus,B,,2022
01651,011,Artículos publicados,Publicado en revista especializada,Salud mental positiva como factor protector en la prevención del comportamiento suicida. Afianzamiento desde grupos de apoyo.,Colombia,REVISTA COLOMBIANA DE PSIQUIATRIA,2022,"GLORIA CECILIA CARDONA RIOS, JOHN JAIRO GARCIA PENA, ELIZA KRATC GIL, DAVID IGNACIO MOLINA VELASQUEZ",00347450,1,Q3,B,2022,2022
01652,011,Artículos publicados,Publicado en revista especializada,Calidad de vida relacionada con la salud y el trabajo en casa durante la pandemia ocasionada por el COVID-19,Colombia,Rhs-Revista Humanismo Y Sociedad,2022,"MAURICIO MEJIA LOBO, OLGA LUCILA GUARIN BECERRA, ANGELA MARIA SANCHEZ VILLARREAL",23394196,1,No indexada en Scopus,No clasificada en Publindex,,
01653,011,Artículos publicados,Revisión (Survey),Papel de las tecnologías digitales en la consolidación del Posthumanismo como nueva forma de humanismo,Venezuela,Revista de Filosofia,2022,"JORGE HERNAN GONZALEZ CORTES, ANYERSON STITHS GOMEZ TABARES, MAGDA VICTORIA DIAZ ALZATE",07981171,1,En Scopus sin cuartil,C,2022,2022
01654,011,Artículos publicados,Publicado en revista especializada,Tramas íntimas y políticas en la articulación de masculinidades alternativas,Colombia,REVISTA COLOMBIANA DE CIENCIAS SOCIALES,2022,"JORGE ANDRES JIMENEZ RODAS, MILTON DANILO MORALES HERRERA",22161201,1,No indexada en Scopus,No clasificada en Publindex,,
01655,011,Artículos publicados,Publicado en revista especializada,¿Lienzo o templo? El tatuaje como representación del cuerpo adolescente,Colombia,Revista Re-Presentaciones,2022,"MARIA VICTORIA RESTREPO TOBON, JENIFER OSPINA ARISTIZABAL, LUZ ANGELICA DIAZ GARCIA, LUISA FERNANDA RENGIFO TOBON, JULIANA LOPEZ SANCHEZ, JENNIFER ANDREA OLARTE HERNANDEZ",07184263,1,No indexada en Scopus,No clasificada en Publindex,,
00993,006,Artículos publicados,Publicado en revista especializada,Relaciones de poder a través de las prácticas educativas,Colombia,Revista Interamericana De Investigación Educación Y Pedagogía,2022,"ADRIANA MARIA GALLEGO HENAO, ENID DANIELA VARGAS MESA",1657107X,1,No indexada en Scopus,B,,2022
00985,006,Artículos publicados,Publicado en revista especializada,Pastoral accompaniment for the reduction of psychosocial risks in adolescence,Colombia,Perspectiva,2022,"YUSTY CAROLINA RESTREPO SEGURA, LEISY MAGDALI ARROYAVE TABORDA",25909215,1,No indexada en Scopus,C,,2022
00992,006,Artículos publicados,Publicado en revista especializada,Cultura escolar en zonas de conflicto armado: Del ámbito individual al trabajo colaborativo,Colombia,REVISTA COLOMBIANA DE EDUCACION,2022,MARLON VANEGAS ROJAS,23230134,1,Q4,B,2022,2022
00991,006,Artículos publicados,Publicado en revista especializada,Inconexión o desconocimiento: Profesionales en educación preescolar y la didáctica de una lengua extranjera,Costa Rica,REVISTA ELECTRONICA EDUCARE,2022,"SONIA RUTH QUINTERO ARRUBLA, BAIRON JARAMILLO VALENCIA",14094258,1,Q3,B,2022,2022
