id,id_grupo,nombre,vinculacion,horas_dedicacion,inicio_vinculacion,fin_vinculacion,url_x,grupo 2,clasificación,posgrade,id_scholar,orcid,h_index,articulos,softwares,trabajos_dirigidos,capitulos,libros,innovaciones
0017,002,ANGEL AUGUSTO VIZCAYA CASTILLO,Integrante,20,2022-1-1,Actual,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001679658,,Investigador Junior (IJ),Maestría/Magister,,,,0,0,0,0,2,35
0018,002,JAIME ALBERTO PINEDA MUNOZ,Integrante,80,2021-1-1,Actual,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001134078,,Sin clasificar,Doctorado,,,,7,0,20,21,0,0
0019,002,JENNY MARCELA ACEVEDO VALENCIA,Integrante,10,2019-8-1,Actual,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001186337,,Investigador Asociado (I),Doctorado,ul0fN9wAAAAJ,0000-0001-8971-9975,5.0,19,0,45,3,3,0
0020,002,JUAN ESTEBAN AGUIRRE ESPINOSA,Integrante,10,2018-5-1,Actual,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001436904,,Investigador Asociado (I),Doctorado,9QD3rjkAAAAJ,0000-0001-9012-9585,3.0,9,0,32,14,1,0
0021,002,JULIAN ANDRES ALVAREZ RESTREPO,Integrante,8,2022-1-1,Actual,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001472244,,Investigador Junior (IJ),Doctorado,,,,4,0,12,3,2,0
0022,002,MAURICIO MEJIA LOBO,Integrante,2,2020-2-1,Actual,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000621641,FARMACODEPENDENCIA Y OTRAS ADICCIONES,Investigador Asociado (I),Doctorado,,0000-0001-9184-0563,,10,27,65,2,0,3
0023,002,PAULO BERNARDO ARBOLEDA RAMIREZ,Integrante,15,2013-3-1,Actual,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001431944,,Investigador Junior (IJ),Maestría/Magister,,,,18,0,20,8,3,7
0024,002,ROBERTO MAURICIO ROMERO CARDENAS,Integrante,10,2017-9-1,Actual,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000080033,,Investigador Asociado (I),Doctorado,YdeOxzsAAAAJ,0000-0002-2409-4860,2.0,3,0,25,5,1,0
0025,002,SEBASTIAN DIAZ BOLIVAR,Integrante,7,2025-1-1,Actual,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001988563,,Sin clasificar,Maestría/Magister,,,,4,0,9,6,0,0
0026,002,VICTOR HUGO OCHOA GOMEZ,Integrante,8,2021-1-1,Actual,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000098247,,Investigador Junior (IJ),Doctorado,,,,1,0,15,1,1,0
